,player_id,name,birth_date,height,current_international,main_position,foot,current_club,goals_scored,goals_assisted,goals_conceded,clean_sheets,total_appearence,agent
361,221150,Djené,"['Dec', '31', '1991']",178.0,Togo,Defender Centre Back,right,Getafe,2,7,nan,nan,317,SPORTBACK
362,302991,Erick Cabaco,"['Apr', '19', '1995']",185.0,Uruguay,Defender Centre Back,right,Granada CF,6,4,nan,nan,175,InterStarDeporte
363,143029,Stefan Mitrovic,"['May', '22', '1990']",189.0,Serbia,Defender Centre Back,both,Getafe,13,4,nan,nan,375,
364,70245,Ignasi Miquel,"['Sep', '28', '1992']",189.0,Spain,Defender Centre Back,left,Granada CF,13,4,nan,nan,313,no agent
365,248330,Chema Rodríguez,"['Mar', '3', '1992']",189.0,Spain,Defender Centre Back,left,SD Eibar,12,1,nan,nan,203,Sport Agency 4U
366,577486,Gastón Álvarez,"['Mar', '24', '2000']",184.0,Uruguay,Defender Centre Back,left,Getafe,6,-,nan,nan,74,FGM
367,783873,Álvaro López,"['Jun', '7', '1999']",,Spain,Defender Centre Back,,Unión Adarve,-,-,nan,nan,26,
368,857939,Chinchu,"['Mar', '5', '2002']",,Spain,Defender Centre Back,,CD Mirandés B,-,-,nan,nan,14,AIM fútbol
369,284857,Marc Cucurella,"['Jul', '22', '1998']",173.0,Spain,Defender Left Back,left,Chelsea,9,22,nan,nan,258,EMG Mundial
370,376514,Mathías Olivera,"['Oct', '31', '1997']",185.0,Uruguay,Defender Left Back,left,SSC Napoli,5,11,nan,nan,166,GBG Global Business ...
371,189453,Jonathan Silva,"['Jun', '29', '1994']",178.0,Argentina,Defender Left Back,left,Granada CF,10,27,nan,nan,258,Sergio Esayan
372,809639,Koffi,"['Nov', '20', '2001']",,Ghana,Defender Left Back,,Getafe CF B,-,1,nan,nan,27,JV SPORTS SL
373,390688,Juan Iglesias,"['Jul', '3', '1998']",187.0,Spain,Defender Right Back,right,Getafe,1,3,nan,nan,162,IFM
374,76746,Damián Suárez,"['Apr', '27', '1988']",173.0,Uruguay,Defender Right Back,right,Getafe,9,33,nan,nan,457,GBG Global Business ...
375,111508,Allan Nyom,"['May', '10', '1988']",189.0,Cameroon,Defender Right Back,right,CD Leganés,7,16,nan,nan,523,JV SPORTS SL
376,889717,Pablo Montero,"['May', '9', '2002']",168.0,Spain,midfield,,Madrid 2021,-,-,nan,nan,3,
377,357162,Florentino,"['Aug', '19', '1999']",184.0,Portugal,midfield Defensive Midfield,right,Benfica,3,10,nan,nan,210,Team of Future
378,137616,Okay Yokuslu,"['Mar', '9', '1994']",191.0,Turkey,midfield Defensive Midfield,right,West Brom,28,15,nan,nan,401,FOOTALENT
379,158795,David Timor,"['Oct', '17', '1989']",185.0,Spain,midfield Defensive Midfield,left,SD Huesca,36,18,nan,nan,444,Pedro Bravo - ...
380,638589,Ángel Algobia,"['Jun', '23', '1999']",188.0,Spain,midfield Defensive Midfield,right,Getafe,1,-,nan,nan,52,JONATHAN SÁNCHEZ
381,290249,Mauro Arambarri,"['Sep', '30', '1995']",175.0,Uruguay,midfield Central Midfield,right,Getafe,7,15,nan,nan,249,Relatives
382,273152,Nemanja Maksimovic,"['Jan', '26', '1995']",184.0,Serbia,midfield Central Midfield,right,Getafe,22,10,nan,nan,311,Promoesport
383,284854,Carles Aleñá,"['Jan', '5', '1998']",180.0,Spain,midfield Central Midfield,left,Getafe,33,24,nan,nan,251,"Puyol, De la Peña ..."
384,398163,Gonzalo Villar,"['Mar', '23', '1998']",181.0,Spain,midfield Central Midfield,right,Getafe,4,4,nan,nan,184,Footfeel ISM
385,841121,John Joe Patrick Finn,"['Oct', '24', '2003']",192.0,Ireland,midfield Central Midfield,right,Getafe CF B,-,-,nan,nan,11,Niagara Sports ...
386,708500,Totti,"['Dec', '14', '2001']",181.0,Spain,midfield Central Midfield,right,Murcia Imperial,-,-,nan,nan,3,
387,319160,Jakub Jankto,"['Jan', '19', '1996']",184.0,Czech Republic,midfield Left Midfield,left,Sparta Prague,30,30,nan,nan,259,Gr Sports
388,732096,Santi García,"['Aug', '29', '2001']",184.0,Spain,midfield Attacking Midfield,,Getafe CF B,1,-,nan,nan,22,JONATHAN SÁNCHEZ
389,891091,Diego López,"['Oct', '21', '2001']",,Spain,midfield Attacking Midfield,,Getafe CF B,2,-,nan,nan,6,JONATHAN SÁNCHEZ
390,67082,Vitolo,"['Nov', '2', '1989']",184.0,Spain,Attack Left Winger,right,UD Las Palmas,66,61,nan,nan,417,Bahía Internacional
391,251106,Enes Ünal,"['May', '10', '1997']",187.0,Turkey,Attack Centre Forward,right,Getafe,93,26,nan,nan,327,FutureBall
392,298976,Borja Mayoral,"['Apr', '5', '1997']",182.0,Spain,Attack Centre Forward,right,Getafe,88,25,nan,nan,286,Footfeel ISM
393,546047,José Juan Macías,"['Sep', '22', '1999']",178.0,Mexico,Attack Centre Forward,right,Chivas,51,3,nan,nan,147,
394,199369,Sandro Ramírez,"['Jul', '9', '1995']",175.0,Spain,Attack Centre Forward,right,UD Las Palmas,59,22,nan,nan,281,Wasserman
395,227961,Jaime Mata,"['Oct', '24', '1988']",186.0,Spain,Attack Centre Forward,right,Getafe,143,34,nan,nan,432,Viasport
396,399780,Darío Poveda,"['Mar', '13', '1997']",187.0,Spain,Attack Centre Forward,right,FC Cartagena,33,3,nan,nan,149,Manuel García ...
397,715650,Mamor Niang,"['Feb', '4', '2002']",190.0,Senegal,Attack Centre Forward,left,UE Cornellà,5,3,nan,nan,38,JV SPORTS SL
398,34370,Diego López,"['Nov', '3', '1981']",196.0,Spain,Goalkeeper,right,Rayo Vallecano,-,2,691,172,569,Manuel García ...
399,561613,Joan García,"['May', '4', '2001']",191.0,Spain,Goalkeeper,right,Espanyol,-,-,30,6,24,Niagara Sports ...
400,8176,Oier Olazábal,"['Sep', '14', '1989']",189.0,Spain,Goalkeeper,left,Pafos FC,-,-,243,55,178,Sport Agency 4U
401,102423,Leandro Cabrera,"['Jun', '17', '1991']",190.0,Uruguay,Defender Centre Back,left,Espanyol,13,10,nan,nan,442,Relatives
402,92947,Sergi Gómez,"['Mar', '28', '1992']",185.0,Spain,Defender Centre Back,right,Espanyol,7,5,nan,nan,380,The Player ...
403,357884,Fernando Calero,"['Sep', '14', '1995']",184.0,Spain,Defender Centre Back,right,Espanyol,5,2,nan,nan,203,MRH Football Agency
404,129444,David López,"['Oct', '9', '1989']",185.0,Spain,Defender Centre Back,right,Girona,27,13,nan,nan,436,Sports and ...
405,495600,Álvaro García,"['Jun', '1', '2000']",184.0,Spain,Defender Centre Back,left,CF Fuenlabrada,5,-,nan,nan,89,
406,705810,Lluís Recasens,"['Feb', '19', '2002']",183.0,Spain,Defender Centre Back,right,RCD Espanyol B,-,1,nan,nan,60,ROGON
407,501418,Adrià Pedrosa,"['May', '13', '1998']",172.0,Spain,Defender Left Back,left,Espanyol,9,13,nan,nan,136,JM10 SPORT
408,67090,Dídac Vilà,"['Jun', '9', '1989']",185.0,Spain,Defender Left Back,left,Without Club,8,15,nan,nan,312,Sports and ...
409,544106,Óscar Gil,"['Apr', '26', '1998']",175.0,Spain,Defender Right Back,both,Espanyol,2,7,nan,nan,128,InterStarDeporte
410,495601,Víctor Gómez,"['Apr', '1', '2000']",169.0,Spain,Defender Right Back,right,SC Braga,3,16,nan,nan,180,SEG
411,399775,Miguel Llambrich,"['Jan', '18', '1996']",170.0,Spain,Defender Right Back,right,FC Cartagena,3,6,nan,nan,133,Promoesport
412,705813,Rubén Sánchez,"['Feb', '4', '2001']",185.0,Spain,Defender Right Back,right,Espanyol,3,3,nan,nan,77,OKON
413,142021,Sergi Darder,"['Dec', '22', '1993']",180.0,Spain,midfield Central Midfield,right,Espanyol,36,35,nan,nan,382,Eleven Talent Group
414,378293,Yangel Herrera,"['Jan', '7', '1998']",184.0,Venezuela,midfield Central Midfield,right,Girona,17,16,nan,nan,206,PARRI GROUP
415,182581,Tonny Vilhena,"['Jan', '3', '1995']",175.0,Netherlands,midfield Central Midfield,left,Salernitana,63,44,nan,nan,409,Team of Future
416,295622,Keidi Bare,"['Aug', '28', '1997']",174.0,Albania,midfield Central Midfield,right,Espanyol,5,5,nan,nan,173,Niagara Sports ...
417,42920,Fran Mérida,"['Mar', '4', '1990']",173.0,Spain,midfield Central Midfield,left,TJ Jinmen Tiger,35,24,nan,nan,354,Antonio López ...
418,646746,Roger Martínez,"['Apr', '5', '2004']",177.0,Spain,midfield Central Midfield,right,RCD Espanyol B,5,-,nan,nan,64,
419,628496,Dani Villahermosa,"['Jan', '2', '2001']",174.0,Spain,midfield Central Midfield,right,RCD Espanyol B,7,-,nan,nan,76,Relatives
420,548187,Alejandro Pérez,"['Jan', '7', '2001']",,Spain,midfield Central Midfield,,RCD Espanyol B,1,-,nan,nan,51,InterStarDeporte
421,448344,Óscar Melendo,"['Aug', '23', '1997']",167.0,Spain,midfield Attacking Midfield,left,Granada CF,7,15,nan,nan,219,no agent
422,705815,Gori,"['May', '15', '2002']",,Spain,midfield Attacking Midfield,both,RCD Espanyol B,1,-,nan,nan,30,Jesus Medina Martin
423,408471,Javi Puado,"['May', '25', '1998', 'Happy', 'Birthday']",177.0,Spain,Attack Left Winger,right,Espanyol,34,18,nan,nan,160,Best of You
424,570421,Nico Melamed,"['Apr', '11', '2001']",173.0,Spain,Attack Left Winger,right,Espanyol,19,8,nan,nan,148,Team Raiola
425,162074,Álvaro Vadillo,"['Sep', '12', '1994']",180.0,Spain,Attack Left Winger,right,SD Eibar,23,32,nan,nan,273,YOU FIRST
426,745461,Luca Koleosho,"['Sep', '15', '2004']",175.0,Italy,Attack Left Winger,right,RCD Espanyol B,2,-,nan,nan,19,CAA Stellar
427,288318,Adrián Embarba,"['May', '7', '1992']",173.0,Spain,Attack Right Winger,right,UD Almería,46,65,nan,nan,316,
428,140436,Lei Wu,"['Nov', '19', '1991']",174.0,China,Attack Right Winger,right,SH Port,156,77,nan,nan,370,
