,player_id,season,Age,Competition,Club,club_id,position_group,New_season,Squad,Appearances,club_clean_sheet,player_clean_sheet,Goals conceded,PPG,Goals,Own goals,Assists,Penalty goals,Yellow cards,Second yellow cards,Red cards,Substitutions on,Substitutions off,Minutes played,Minutes per goal,market_value
1970,154396,2021,29,Bundesliga,VfL Bochum,80,Defender,True,31,30,7,0,0,1.3,0,0,1,0,4,0,0,0,4,2566,0,2200000.0
1973,334207,2021,23,Bundesliga,VfL Bochum,80,Defender,False,20,19,7,0,0,1.53,1,0,0,0,2,0,0,2,0,1536,1536,5000000.0
1978,106405,2017,25,Bundesliga,FC Augsburg,167,Defender,False,27,27,9,0,0,1.26,0,0,1,0,4,0,0,0,1,2385,0,8000000.0
1983,70285,2018,28,Bundesliga,FC Augsburg,167,Defender,False,33,28,6,0,0,1.11,3,1,7,0,1,0,0,0,0,2520,840,5000000.0
1985,106405,2018,26,Bundesliga,FC Augsburg,167,Defender,False,25,25,6,0,0,0.96,0,0,2,0,4,0,0,1,2,2092,0,12000000.0
1987,148967,2018,24,Bundesliga,FC Augsburg,167,Defender,False,14,12,6,0,0,1.08,0,0,0,0,1,0,0,1,3,922,0,3000000.0
1989,314295,2018,19,Bundesliga,FC Augsburg,167,Defender,True,11,8,6,0,0,0.75,0,0,1,0,0,0,1,2,1,505,0,4000000.0
1993,278343,2019,21,Bundesliga,FC Augsburg,167,Defender,True,32,26,7,0,0,1.15,0,0,0,0,3,0,0,5,0,1961,0,6800000.0
1994,288429,2019,22,Bundesliga,FC Augsburg,167,Defender,False,13,2,7,0,0,0.0,0,0,1,0,0,0,0,1,0,95,0,725000.0
1995,314295,2019,20,Bundesliga,FC Augsburg,167,Defender,False,22,12,7,0,0,1.0,0,0,0,0,0,0,0,10,1,367,0,2300000.0
1998,61592,2017,28,Premier League,Crystal Palace,873,Defender,False,34,28,7,0,0,1.39,3,0,0,0,8,0,0,1,2,2388,796,8000000.0
2000,92572,2017,27,Premier League,Crystal Palace,873,Defender,False,23,19,7,0,0,1.05,0,1,1,0,4,0,0,0,3,1616,0,5000000.0
2001,315131,2017,19,Premier League,Crystal Palace,873,Defender,True,30,21,7,0,0,0.81,0,0,0,0,2,0,0,4,2,1594,0,7000000.0
2002,327755,2017,23,Premier League,Crystal Palace,873,Defender,False,1,0,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2000000.0
2003,477758,2017,19,Premier League,Crystal Palace,873,Defender,False,14,7,7,0,0,1.0,0,0,0,0,1,0,0,0,1,628,0,1000000.0
2004,47713,2018,28,Premier League,Crystal Palace,873,Defender,False,27,27,13,0,0,1.11,0,0,0,0,2,0,0,0,1,2417,0,15000000.0
2007,92572,2018,28,Premier League,Crystal Palace,873,Defender,False,32,7,13,0,0,1.71,1,0,0,0,1,0,0,1,0,551,551,4000000.0
2009,47713,2019,29,Premier League,Crystal Palace,873,Defender,False,16,14,10,0,0,1.07,0,0,0,0,1,0,1,3,2,931,0,9500000.0
2011,78959,2019,29,Premier League,Crystal Palace,873,Defender,False,30,19,10,0,0,1.47,0,0,1,0,0,0,0,2,3,1550,0,2800000.0
2016,78959,2020,30,Premier League,Crystal Palace,873,Defender,False,25,1,8,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1500000.0
2017,85177,2020,29,Premier League,Crystal Palace,873,Defender,True,22,13,8,0,0,1.31,0,0,1,0,2,0,0,0,2,1147,0,3000000.0
2020,730893,2020,20,Premier League,Crystal Palace,873,Defender,False,30,19,8,0,0,1.26,1,0,1,0,1,0,0,0,0,1710,1710,7000000.0
2022,78959,2021,31,Premier League,Crystal Palace,873,Defender,False,29,0,13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1000000.0
2024,92572,2021,31,Premier League,Crystal Palace,873,Defender,False,33,28,13,0,0,1.29,0,0,0,0,8,0,0,1,0,2486,0,2000000.0
2026,392757,2021,20,Premier League,Crystal Palace,873,Defender,True,37,36,13,0,0,1.25,2,0,1,0,4,0,0,0,1,3223,1612,32000000.0
2027,503241,2021,20,Premier League,Crystal Palace,873,Defender,False,2,0,13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
2028,507254,2021,20,Premier League,Crystal Palace,873,Defender,False,4,1,13,0,0,0.0,0,0,0,0,0,0,0,1,0,8,0,2500000.0
2031,42234,2018,28,Premier League,Fulham FC,931,Defender,False,6,5,5,0,0,0.6,0,0,1,0,0,0,0,1,0,361,0,4000000.0
2032,42234,2018,28,Premier League,Fulham FC,931,Defender,False,6,5,5,0,0,0.6,0,0,1,0,0,0,0,1,0,361,0,4000000.0
2033,60558,2018,28,Premier League,Fulham FC,931,Defender,True,34,26,5,0,0,0.88,0,0,1,0,5,0,0,1,2,2251,0,5000000.0
2035,315131,2018,20,Premier League,Fulham FC,931,Defender,True,16,12,5,0,0,0.67,0,1,0,0,3,0,0,2,4,794,0,7000000.0
2036,45683,2017,26,Bundesliga,SC Freiburg,60,Defender,False,17,17,10,0,0,1.0,1,0,0,0,1,0,0,0,0,1530,1530,2500000.0
2037,93604,2017,24,Bundesliga,SC Freiburg,60,Defender,False,33,15,10,0,0,1.0,0,0,0,0,3,0,0,2,2,1151,0,1500000.0
2038,93707,2017,24,Bundesliga,SC Freiburg,60,Defender,False,34,34,10,0,0,1.06,1,0,5,0,2,0,0,0,0,3060,3060,5000000.0
2039,160938,2017,22,Bundesliga,SC Freiburg,60,Defender,False,18,12,10,0,0,1.25,0,0,1,0,1,0,0,1,2,900,0,4000000.0
2042,320141,2017,21,Bundesliga,SC Freiburg,60,Defender,False,29,26,10,0,0,1.0,1,0,0,0,4,1,1,1,1,2153,2153,18000000.0
2045,93604,2018,25,Bundesliga,SC Freiburg,60,Defender,False,21,16,5,0,0,1.69,0,0,2,0,2,0,0,1,4,1186,0,2500000.0
2046,93707,2018,25,Bundesliga,SC Freiburg,60,Defender,False,32,32,5,0,0,1.03,0,0,7,0,3,1,0,0,0,2880,0,9000000.0
2049,225657,2018,21,Bundesliga,SC Freiburg,60,Defender,False,23,14,5,0,0,1.64,0,0,0,0,0,0,0,7,2,607,0,4000000.0
2050,328784,2018,21,Bundesliga,SC Freiburg,60,Defender,False,28,24,5,0,0,1.13,1,0,0,0,3,0,0,3,0,1897,1897,10000000.0
2052,413843,2018,21,Bundesliga,SC Freiburg,60,Defender,False,13,9,5,0,0,0.44,0,0,0,0,1,0,0,1,0,772,0,1000000.0
2053,45683,2019,28,Bundesliga,SC Freiburg,60,Defender,False,23,17,7,0,0,0.94,1,0,0,0,0,0,0,2,4,1372,1372,2400000.0
2055,93604,2019,26,Bundesliga,SC Freiburg,60,Defender,False,6,5,7,0,0,2.0,0,0,0,0,1,0,0,2,3,210,0,2000000.0
2057,110036,2019,25,Bundesliga,SC Freiburg,60,Defender,False,34,28,7,0,0,1.43,0,0,1,0,3,0,0,1,1,2434,0,8000000.0
2059,296378,2019,20,Bundesliga,SC Freiburg,60,Defender,True,17,3,7,0,0,1.33,0,0,0,0,0,0,0,3,0,32,0,1800000.0
2060,328784,2019,22,Bundesliga,SC Freiburg,60,Defender,False,32,32,7,0,0,1.5,1,0,0,0,3,0,0,1,4,2708,2708,14500000.0
2062,45683,2020,29,Bundesliga,SC Freiburg,60,Defender,False,34,27,6,0,0,1.48,2,0,0,0,3,0,0,5,8,1957,979,2400000.0
2064,93604,2020,27,Bundesliga,SC Freiburg,60,Defender,False,28,19,6,0,0,1.58,0,0,1,0,2,0,0,8,10,886,0,1500000.0
2068,296378,2020,21,Bundesliga,SC Freiburg,60,Defender,False,4,0,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1300000.0
2069,413843,2020,23,Bundesliga,SC Freiburg,60,Defender,True,31,24,6,0,0,1.54,0,1,0,0,3,0,0,6,2,1648,0,7500000.0
2071,45683,2021,30,Bundesliga,SC Freiburg,60,Defender,False,29,20,10,0,0,1.65,0,0,0,0,2,0,0,6,8,1226,0,1700000.0
2074,93707,2021,28,Bundesliga,SC Freiburg,60,Defender,False,34,34,10,0,0,1.62,2,0,10,0,2,0,0,0,0,3060,1530,12000000.0
2075,110036,2021,27,Bundesliga,SC Freiburg,60,Defender,False,11,1,10,0,0,1.0,0,0,0,0,0,0,0,1,0,28,0,2500000.0
2077,388198,2021,21,Bundesliga,SC Freiburg,60,Defender,True,32,32,10,0,0,1.69,4,0,1,0,5,0,0,0,4,2788,697,33000000.0
2078,413843,2021,24,Bundesliga,SC Freiburg,60,Defender,False,30,12,10,0,0,1.92,0,0,0,0,1,0,0,9,1,308,0,3000000.0
2080,548348,2021,19,Bundesliga,SC Freiburg,60,Defender,False,20,7,10,0,0,1.57,0,0,0,0,1,0,0,6,0,165,0,1500000.0
2081,578680,2021,18,Bundesliga,SC Freiburg,60,Defender,False,8,1,10,0,0,0.0,0,0,0,0,0,0,0,1,0,21,0,5500000.0
2082,43003,2018,32,Premier League,Arsenal FC,11,Defender,False,26,22,7,0,0,2.14,1,0,4,0,5,0,0,1,1,1861,1861,8000000.0
2087,253341,2018,22,Premier League,Arsenal FC,11,Defender,False,14,10,7,0,0,2.2,0,0,0,0,1,0,0,1,1,807,0,12000000.0
2088,415912,2018,20,Premier League,Arsenal FC,11,Defender,False,7,4,7,0,0,1.5,0,0,0,0,1,0,0,1,3,149,0,3000000.0
2089,43003,2019,33,Premier League,Arsenal FC,11,Defender,False,3,3,11,0,0,2.0,0,0,0,0,0,0,0,0,0,270,0,3200000.0
2090,88590,2019,27,Premier League,Arsenal FC,11,Defender,False,18,15,11,0,0,1.4,0,0,1,0,2,0,0,2,1,1205,0,12000000.0
2092,112988,2019,27,Premier League,Arsenal FC,11,Defender,True,6,5,11,0,0,1.8,1,0,0,0,0,0,0,2,3,250,250,8000000.0
2093,191217,2019,24,Premier League,Arsenal FC,11,Defender,False,20,15,11,0,0,1.47,1,0,0,0,2,0,0,2,3,1159,1159,32000000.0
2096,253341,2019,23,Premier League,Arsenal FC,11,Defender,False,18,8,11,0,0,1.63,0,0,0,0,1,0,0,2,1,580,0,9500000.0
2097,300716,2019,22,Premier League,Arsenal FC,11,Defender,False,19,15,11,0,0,1.47,1,0,1,0,2,0,0,3,6,992,992,20000000.0
2098,415912,2019,21,Premier League,Arsenal FC,11,Defender,False,3,0,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2400000.0
2101,148153,2020,28,Premier League,Brighton & Hove Albion,1237,Defender,False,33,33,12,0,0,1.06,5,1,0,0,5,0,2,0,0,2933,587,25000000.0
2104,401604,2020,19,Premier League,Brighton & Hove Albion,1237,Defender,False,7,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5000000.0
2105,504148,2020,19,Premier League,Brighton & Hove Albion,1237,Defender,False,11,11,12,0,0,0.91,1,0,3,0,2,1,0,0,4,890,890,18000000.0
2106,111195,2021,29,Premier League,Brighton & Hove Albion,1237,Defender,False,35,34,11,0,0,1.24,1,0,1,0,6,0,0,1,7,2880,2880,10000000.0
2108,134270,2021,29,Premier League,Brighton & Hove Albion,1237,Defender,False,15,13,11,0,0,1.31,1,0,0,0,4,0,0,1,2,1022,1022,12000000.0
2109,134270,2021,29,Premier League,Brighton & Hove Albion,1237,Defender,False,15,13,11,0,0,1.31,1,0,0,0,4,0,0,1,2,1022,1022,12000000.0
2110,148153,2021,29,Premier League,Brighton & Hove Albion,1237,Defender,False,30,29,11,0,0,1.38,1,0,0,0,3,0,1,0,0,2574,2574,20000000.0
2116,567597,2021,18,Premier League,Brighton & Hove Albion,1237,Defender,False,9,0,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
2118,73926,2019,27,Serie A,Hellas Verona,276,Defender,True,36,36,10,0,0,1.33,5,0,3,0,6,0,0,0,1,3229,646,3200000.0
2119,115763,2019,24,Serie A,Hellas Verona,276,Defender,False,36,32,10,0,0,1.25,0,0,0,0,7,0,0,1,3,2735,0,2400000.0
2120,198116,2019,21,Serie A,Hellas Verona,276,Defender,False,18,13,10,0,0,1.23,0,1,3,0,1,0,0,8,3,515,0,4000000.0
2121,198116,2019,21,Serie A,Hellas Verona,276,Defender,False,18,13,10,0,0,1.23,0,1,3,0,1,0,0,8,3,515,0,4000000.0
2124,371371,2019,19,Serie A,Hellas Verona,276,Defender,False,28,25,10,0,0,1.44,1,0,0,0,5,1,0,0,8,1958,1958,22500000.0
2126,43984,2017,28,Bundesliga,1.FSV Mainz 05,39,Defender,False,32,29,3,0,0,1.1,1,0,6,1,0,0,0,1,3,2502,2502,3000000.0
2128,126281,2017,23,Bundesliga,1.FSV Mainz 05,39,Defender,False,23,15,3,0,0,1.13,1,0,0,0,2,0,0,1,1,1287,1287,3000000.0
2129,229005,2017,21,Bundesliga,1.FSV Mainz 05,39,Defender,True,27,27,3,0,0,1.15,2,0,1,0,5,0,0,0,1,2416,1208,12000000.0
2133,126281,2018,24,Bundesliga,1.FSV Mainz 05,39,Defender,False,23,14,7,0,0,1.43,1,0,1,0,1,0,0,3,2,1017,1017,2500000.0
2134,251878,2018,21,Bundesliga,1.FSV Mainz 05,39,Defender,False,34,33,7,0,0,1.3,0,0,5,0,3,0,0,1,2,2879,0,20000000.0
2135,291200,2018,22,Bundesliga,1.FSV Mainz 05,39,Defender,False,34,33,7,0,0,1.21,1,0,1,0,3,0,0,1,2,2789,2789,14000000.0
2136,327251,2018,20,Bundesliga,1.FSV Mainz 05,39,Defender,False,24,15,7,0,0,1.2,0,0,0,0,1,0,0,5,5,937,0,3500000.0
2139,103427,2021,31,Serie A,AS Roma,12,Defender,False,30,27,15,0,0,1.59,3,1,0,0,0,0,0,4,2,2089,696,8000000.0
2141,205006,2021,26,Serie A,AS Roma,12,Defender,False,36,36,15,0,0,1.75,0,0,2,0,7,1,0,4,10,2890,0,13000000.0
2142,256448,2021,25,Serie A,AS Roma,12,Defender,False,34,33,15,0,0,1.67,0,0,0,0,14,1,0,0,5,2883,0,21000000.0
2144,439072,2021,23,Serie A,AS Roma,12,Defender,False,34,26,15,0,0,1.77,0,0,1,0,2,0,0,8,9,1564,0,7500000.0
2152,126710,2020,27,Ligue 1,Paris Saint-Germain,583,Defender,False,25,19,21,0,0,2.0,1,0,2,0,4,0,1,4,7,1282,1282,12000000.0
2154,130365,2020,29,Ligue 1,Paris Saint-Germain,583,Defender,True,26,21,21,0,0,2.0,2,0,1,0,1,0,0,3,8,1542,771,13000000.0
2157,229005,2020,24,Ligue 1,Paris Saint-Germain,583,Defender,False,26,22,21,0,0,2.23,0,0,1,0,1,1,1,5,2,1489,0,25000000.0
2158,282041,2020,24,Ligue 1,Paris Saint-Germain,583,Defender,False,31,28,21,0,0,1.93,0,0,0,0,6,0,1,2,5,2307,0,40000000.0
2161,538998,2020,17,Ligue 1,Paris Saint-Germain,583,Defender,False,25,6,21,0,0,2.33,1,1,0,0,1,0,0,3,0,380,380,4000000.0
2162,47713,2021,31,Ligue 1,Montpellier HSC,969,Defender,True,29,29,12,0,0,1.28,0,0,0,0,3,0,0,0,3,2578,0,4500000.0
2163,72857,2021,30,Ligue 1,Montpellier HSC,969,Defender,False,3,1,12,0,0,0.0,0,0,0,0,0,0,0,1,0,15,0,4000000.0
2165,184922,2021,30,Ligue 1,Montpellier HSC,969,Defender,False,22,11,12,0,0,0.91,1,0,0,0,5,0,0,4,3,657,657,1800000.0
2168,335147,2021,24,Ligue 1,Montpellier HSC,969,Defender,False,35,30,12,0,0,1.23,1,0,0,0,3,1,0,14,8,1528,1528,4500000.0
2169,485965,2021,22,Ligue 1,Montpellier HSC,969,Defender,False,37,34,12,0,0,1.09,2,0,2,0,2,0,1,2,9,2777,1389,5000000.0
2171,627463,2021,21,Ligue 1,Montpellier HSC,969,Defender,False,1,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,600000.0
2172,842338,2021,18,Ligue 1,Montpellier HSC,969,Defender,False,4,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,250000.0
2179,339556,2021,23,Premier League,Brentford FC,1148,Defender,False,34,34,9,0,0,1.26,3,0,0,0,2,0,0,1,9,2784,928,20000000.0
2180,372240,2021,22,Premier League,Brentford FC,1148,Defender,False,25,11,9,0,0,1.45,0,0,0,0,3,0,0,2,2,833,0,5000000.0
2181,376856,2021,25,Premier League,Brentford FC,1148,Defender,False,12,6,9,0,0,1.33,0,0,0,0,3,0,0,2,0,448,0,900000.0
2182,391005,2021,22,Premier League,Brentford FC,1148,Defender,False,36,21,9,0,0,1.29,1,0,1,0,1,0,0,9,2,1233,1233,2500000.0
2183,442248,2021,28,Premier League,Brentford FC,1148,Defender,False,32,32,9,0,0,1.13,1,0,1,0,1,0,0,0,4,2697,2697,12000000.0
2187,119269,2018,26,Premier League,Brighton & Hove Albion,1237,Defender,False,35,35,6,0,0,1.03,5,0,2,0,4,0,1,0,0,3088,618,12000000.0
2188,134270,2018,26,Premier League,Brighton & Hove Albion,1237,Defender,False,14,0,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,3000000.0
2191,68645,2019,28,Premier League,Brighton & Hove Albion,1237,Defender,False,34,27,9,0,0,1.07,0,0,1,0,5,0,0,4,10,1901,0,6500000.0
2192,119269,2019,27,Premier League,Brighton & Hove Albion,1237,Defender,False,32,19,9,0,0,1.16,1,0,0,0,2,0,0,7,0,1231,1231,9500000.0
2194,148153,2019,27,Premier League,Brighton & Hove Albion,1237,Defender,False,36,36,9,0,0,1.14,3,0,3,0,9,0,0,0,1,3231,1077,16000000.0
2196,504148,2019,18,Premier League,Brighton & Hove Albion,1237,Defender,False,9,8,9,0,0,1.13,0,0,1,0,2,0,0,1,4,590,0,3200000.0
2197,84150,2019,29,Bundesliga,1.FC Köln,3,Defender,False,26,26,6,0,0,1.08,1,1,2,0,2,1,0,0,2,2210,2210,1700000.0
2200,272812,2019,24,Bundesliga,1.FC Köln,3,Defender,False,32,31,6,0,0,1.06,1,0,1,0,6,0,1,2,10,2337,2337,2000000.0
2201,286779,2019,22,Bundesliga,1.FC Köln,3,Defender,False,25,11,6,0,0,0.91,1,1,0,0,4,0,1,6,1,614,614,4800000.0
2204,469949,2019,18,Bundesliga,1.FC Köln,3,Defender,False,21,18,6,0,0,1.22,0,0,0,0,2,0,0,2,5,1318,0,6300000.0
2209,231586,2020,23,Bundesliga,1.FC Köln,3,Defender,False,33,29,6,0,0,1.1,0,0,1,0,6,0,0,9,8,1767,0,3000000.0
2210,272812,2020,25,Bundesliga,1.FC Köln,3,Defender,False,31,21,6,0,0,0.81,0,0,1,0,5,0,0,6,13,1136,0,1700000.0
2212,338629,2020,21,Bundesliga,1.FC Köln,3,Defender,False,25,24,6,0,0,1.04,1,0,1,0,3,0,0,1,0,2082,2082,12000000.0
2214,469949,2020,19,Bundesliga,1.FC Köln,3,Defender,False,32,21,6,0,0,0.95,0,0,0,0,1,0,0,9,7,1108,0,5500000.0
2215,84150,2021,31,Bundesliga,1.FC Köln,3,Defender,False,17,17,4,0,0,1.47,0,1,1,0,4,0,0,1,2,1404,0,1000000.0
2217,160968,2021,26,Bundesliga,1.FC Köln,3,Defender,False,32,31,4,0,0,1.58,0,0,5,0,5,0,0,2,13,2432,0,3000000.0
2218,231586,2021,24,Bundesliga,1.FC Köln,3,Defender,False,20,11,4,0,0,1.82,0,0,0,0,2,0,0,8,2,472,0,1800000.0
2222,303219,2021,23,Bundesliga,1.FC Köln,3,Defender,True,13,4,4,0,0,1.5,0,0,0,0,1,0,0,2,1,208,0,2000000.0
2223,384553,2021,21,Bundesliga,1.FC Köln,3,Defender,True,32,30,4,0,0,1.5,1,0,0,0,3,0,0,5,4,2281,2281,4500000.0
2224,384553,2021,21,Bundesliga,1.FC Köln,3,Defender,True,32,30,4,0,0,1.5,1,0,0,0,3,0,0,5,4,2281,2281,4500000.0
2226,580193,2021,18,Bundesliga,1.FC Köln,3,Defender,False,4,0,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1300000.0
2228,124732,2018,25,Bundesliga,VfL Wolfsburg,82,Defender,False,29,29,10,0,0,1.55,3,0,3,0,7,0,0,0,0,2610,870,15000000.0
2229,127076,2018,25,Bundesliga,VfL Wolfsburg,82,Defender,True,28,28,10,0,0,1.5,3,0,6,0,4,0,0,0,5,2466,822,20000000.0
2234,124732,2019,26,Bundesliga,VfL Wolfsburg,82,Defender,False,30,25,8,0,0,1.44,0,0,1,0,4,0,0,0,2,2226,0,12000000.0
2236,183321,2019,24,Bundesliga,VfL Wolfsburg,82,Defender,False,33,20,8,0,0,1.35,3,0,2,0,4,0,0,2,0,1694,565,6500000.0
2237,221611,2019,24,Bundesliga,VfL Wolfsburg,82,Defender,False,12,5,8,0,0,1.6,0,0,1,0,3,0,0,1,1,380,0,800000.0
2238,278343,2019,21,Bundesliga,VfL Wolfsburg,82,Defender,False,1,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,6800000.0
2241,124732,2020,27,Bundesliga,VfL Wolfsburg,82,Defender,False,32,32,14,0,0,1.81,2,1,0,0,5,0,0,1,1,2774,1387,14000000.0
2244,221611,2020,25,Bundesliga,VfL Wolfsburg,82,Defender,False,25,23,14,0,0,1.52,0,0,2,0,7,0,1,4,3,1737,0,8000000.0
2246,327251,2020,22,Bundesliga,VfL Wolfsburg,82,Defender,True,32,32,14,0,0,1.84,6,0,8,0,1,0,0,1,12,2689,448,25000000.0
2247,341710,2020,25,Bundesliga,VfL Wolfsburg,82,Defender,False,5,2,14,0,0,2.0,0,0,0,0,0,0,0,2,0,0,0,4000000.0
2248,341710,2020,25,Bundesliga,VfL Wolfsburg,82,Defender,False,5,2,14,0,0,2.0,0,0,0,0,0,0,0,2,0,0,0,4000000.0
2250,52920,2019,32,Ligue 1,Olympique Lyon,1041,Defender,False,27,17,9,0,0,1.18,0,0,0,0,4,0,0,0,2,1505,0,2800000.0
2251,137745,2019,30,Ligue 1,Olympique Lyon,1041,Defender,False,12,11,9,0,0,1.55,0,2,1,0,1,0,2,0,1,832,0,2400000.0
2252,236400,2019,24,Ligue 1,Olympique Lyon,1041,Defender,False,16,16,9,0,0,1.63,0,0,0,0,3,0,0,1,2,1347,0,12000000.0
2253,260827,2019,23,Ligue 1,Olympique Lyon,1041,Defender,True,28,18,9,0,0,1.56,1,0,0,0,3,0,0,1,0,1530,1530,16000000.0
2259,88682,2020,27,Ligue 1,Olympique Lyon,1041,Defender,True,29,29,11,0,0,2.14,0,0,1,0,4,0,1,15,5,1457,0,7500000.0
2263,274484,2020,24,Ligue 1,Olympique Lyon,1041,Defender,False,2,0,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1600000.0
2264,277114,2020,25,Ligue 1,Olympique Lyon,1041,Defender,False,33,31,11,0,0,2.03,1,0,0,0,1,0,0,0,5,2619,2619,25000000.0
2265,532775,2020,19,Ligue 1,Olympique Lyon,1041,Defender,False,34,14,11,0,0,1.86,0,0,1,0,0,0,1,10,1,424,0,5000000.0
2267,620322,2020,17,Ligue 1,Olympique Lyon,1041,Defender,False,13,2,11,0,0,3.0,0,0,0,0,0,0,0,2,0,0,0,500000.0
2268,702441,2020,19,Ligue 1,Olympique Lyon,1041,Defender,False,36,27,11,0,0,2.26,0,0,0,0,3,0,0,17,2,1117,0,7000000.0
2269,53437,2020,31,Bundesliga,FC Schalke 04,33,Defender,False,33,27,1,0,0,0.52,0,0,2,0,1,0,0,7,2,1918,0,600000.0
2270,88590,2020,28,Bundesliga,FC Schalke 04,33,Defender,True,13,13,1,0,0,0.62,1,1,0,0,1,0,0,2,0,1036,1036,2500000.0
2271,88590,2020,28,Bundesliga,FC Schalke 04,33,Defender,True,13,13,1,0,0,0.62,1,1,0,0,1,0,0,2,0,1036,1036,2500000.0
2272,94005,2020,27,Bundesliga,FC Schalke 04,33,Defender,True,17,17,1,0,0,0.53,1,0,1,0,5,0,0,1,2,1425,1425,6500000.0
2274,341710,2020,25,Bundesliga,FC Schalke 04,33,Defender,True,10,8,1,0,0,0.38,0,0,0,0,2,0,0,1,4,476,0,4000000.0
2275,341710,2020,25,Bundesliga,FC Schalke 04,33,Defender,True,10,8,1,0,0,0.38,0,0,0,0,2,0,0,1,4,476,0,4000000.0
2276,361260,2020,20,Bundesliga,FC Schalke 04,33,Defender,False,15,14,1,0,0,0.43,0,0,0,0,4,1,0,0,1,1245,0,25000000.0
2277,361260,2020,20,Bundesliga,FC Schalke 04,33,Defender,False,15,14,1,0,0,0.43,0,0,0,0,4,1,0,0,1,1245,0,25000000.0
2279,197491,2017,23,Serie A,Hellas Verona,276,Defender,True,26,25,0,0,0,0.72,1,0,0,0,5,0,0,0,3,2138,2138,1500000.0
2282,183031,2017,24,Ligue 1,FC Nantes,995,Defender,False,35,29,12,0,0,1.38,0,0,0,0,2,0,0,2,3,2417,0,3500000.0
2283,236400,2017,22,Ligue 1,FC Nantes,995,Defender,False,36,34,12,0,0,1.38,3,0,5,0,6,0,0,0,4,3024,1008,10000000.0
2289,183031,2018,25,Ligue 1,FC Nantes,995,Defender,False,1,1,8,0,0,0.0,0,0,0,0,0,0,0,0,0,90,0,5000000.0
2290,183031,2018,25,Ligue 1,FC Nantes,995,Defender,False,1,1,8,0,0,0.0,0,0,0,0,0,0,0,0,0,90,0,5000000.0
2292,270051,2018,26,Ligue 1,FC Nantes,995,Defender,False,22,20,8,0,0,1.5,2,0,0,0,4,2,1,2,3,1479,740,3000000.0
2293,288241,2018,21,Ligue 1,FC Nantes,995,Defender,False,34,30,8,0,0,1.33,0,0,1,0,4,0,0,8,4,2036,0,4000000.0
2295,394906,2018,26,Ligue 1,FC Nantes,995,Defender,True,24,13,8,0,0,1.46,0,0,0,0,3,0,0,0,1,1164,0,3000000.0
2298,104752,2020,29,Serie A,SSC Napoli,6195,Defender,False,33,30,14,0,0,2.07,0,0,1,0,5,0,0,3,6,2300,0,23000000.0
2299,124715,2020,28,Serie A,SSC Napoli,6195,Defender,False,34,17,14,0,0,1.88,0,1,0,0,1,0,0,5,3,1205,0,10000000.0
2300,126656,2020,29,Serie A,SSC Napoli,6195,Defender,False,22,11,14,0,0,2.0,0,0,1,0,1,0,0,8,2,283,0,3000000.0
2301,126711,2020,28,Serie A,SSC Napoli,6195,Defender,False,9,2,14,0,0,1.5,0,0,0,0,0,0,0,2,0,31,0,3500000.0
2303,200056,2020,26,Serie A,SSC Napoli,6195,Defender,False,32,24,14,0,0,2.21,0,0,2,0,2,0,0,4,7,1770,0,13000000.0
2305,278531,2020,23,Serie A,SSC Napoli,6195,Defender,False,2,0,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2200000.0
2306,618505,2020,17,Serie A,SSC Napoli,6195,Defender,False,11,0,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,75000.0
2307,87884,2021,30,Serie A,SSC Napoli,6195,Defender,False,35,34,17,0,0,2.03,0,0,6,0,7,0,0,0,10,3002,0,8000000.0
2308,93128,2021,30,Serie A,SSC Napoli,6195,Defender,False,27,27,17,0,0,2.3,3,0,3,0,5,0,1,0,1,2407,802,35000000.0
2310,121985,2021,30,Serie A,SSC Napoli,6195,Defender,True,38,21,17,0,0,1.86,1,1,0,0,1,0,0,7,1,1272,1272,4000000.0
2312,126711,2021,29,Serie A,SSC Napoli,6195,Defender,False,26,8,17,0,0,1.63,0,0,1,0,3,0,0,6,2,284,0,1000000.0
2313,169880,2021,27,Serie A,SSC Napoli,6195,Defender,False,34,33,17,0,0,2.18,1,0,5,0,3,0,0,0,4,2873,2873,25000000.0
2315,342046,2021,23,Serie A,SSC Napoli,6195,Defender,True,10,1,17,0,0,3.0,0,0,0,0,0,0,0,1,0,10,0,7000000.0
2317,582354,2021,18,Serie A,SSC Napoli,6195,Defender,False,1,0,17,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,75000.0
