Unnamed: 0,player_id,Season,Date,Left,Joined,MV,Fee
73,344600,19/20,"Aug18,2019",Bor.M'gladbach,BayernMunich,€5.00m,€8.00m
74,344600,17/18,"Jul1,2017",ASNancyU19,Bor.M'gladbach,-,€250k
75,344600,16/17,"Jul1,2016",ASNancyU17,ASNancyU19,-,-
76,513963,20/21,"Jun30,2021",SKNSt.Pölten,FCBayernII,€400k,Endofloan
77,513963,20/21,"Feb8,2021",FCBayernII,SKNSt.Pölten,€200k,loantransfer
78,513963,20/21,"Jul1,2020",FCBayernU19,FCBayernII,€250k,-
79,513963,18/19,"Jan31,2019",WithoutClub,FCBayernU19,-,-
80,513963,17/18,"Jan1,2018",RSLAcademy,WithoutClub,-,-
81,57574,19/20,"Jul9,2019",Waldh.Mannheim,FCBayernII,€150k,€200k
82,57574,18/19,"Jul1,2018",FCAWalldorf,Waldh.Mannheim,€100k,freetransfer
83,580195,20/21,"Jul1,2020",FCBayernU19,BayernMunich,€1.00m,-
84,580195,19/20,"Jan1,2020",FCBayernU17,FCBayernU19,-,-
85,580195,19/20,"Jul4,2019",ChelseaYouth,FCBayernU17,-,€200k
86,604327,21/22,"Jul1,2021",FCBayernU19,FCBayernII,€200k,-
87,604327,20/21,"Jul1,2020",FCBayernU17,FCBayernU19,-,-
88,604327,19/20,"Jul1,2019",FCBayernU16,FCBayernU17,-,-
89,604327,18/19,"Jul1,2018",B.MünchenYth.,FCBayernU16,-,-
90,604327,16/17,"Jul1,2016",AugsburgYth.,B.MünchenYth.,-,freetransfer
91,900909,21/22,"Jan31,2022",FCBayernU19,BayernMunich,€750k,-
92,900909,21/22,"Jul1,2021",FCBayernU16,FCBayernU19,-,-
93,900909,20/21,"Jul1,2020",B.MünchenYth.,FCBayernU16,-,-
94,900909,18/19,"Jul1,2018",RavensburgYth.,B.MünchenYth.,-,freetransfer
95,467437,21/22,"Jul1,2021",FCBayernII,BayernMunich,€500k,-
96,467437,20/21,"Jul1,2020",FCBayernU19,FCBayernII,€500k,-
97,467437,18/19,"Jan1,2019",FCBayernU17,FCBayernU19,-,-
98,467437,17/18,"Jul1,2017",FCBayernU16,FCBayernU17,-,-
99,467437,16/17,"Mar13,2017",B.MünchenYth.,FCBayernU16,-,-
100,467437,15/16,"Aug20,2015",Gr.FürthYth.,B.MünchenYth.,-,freetransfer
101,744728,21/22,"Jul1,2021",FCBayernU17,FCBayernU19,-,-
102,744728,19/20,"Jan1,2020",B.MünchenYth.,FCBayernU17,-,-
103,744728,18/19,"Jul1,2018",NürnbergYth.,B.MünchenYth.,-,freetransfer
104,243714,17/18,"Jul1,2017",Juventus,BayernMunich,€20.00m,€21.00m
105,243714,16/17,"Jun30,2017",BayernMunich,Juventus,€20.00m,Endofloan
106,243714,15/16,"Aug30,2015",Juventus,BayernMunich,€3.50m,Loanfee:€7.00m
107,604323,21/22,"Feb2,2022",FCBayernII,RedStar,€1.20m,€2.50m
108,604323,21/22,"Jul1,2021",FCBayernU19,FCBayernII,€300k,-
109,604323,20/21,"Jul1,2020",FCBayernU17,FCBayernU19,-,-
110,604323,18/19,"Jan1,2019",FCBayernU16,FCBayernU17,-,-
111,604323,18/19,"Jul1,2018",B.MünchenYth.,FCBayernU16,-,-
112,604323,17/18,"Jul1,2017",HerthaBSCYth.,B.MünchenYth.,-,freetransfer
113,159471,17/18,"Jun30,2018",TSGHoffenheim,BayernMunich,€20.00m,Endofloan
114,159471,17/18,"Jul14,2017",BayernMunich,TSGHoffenheim,€15.00m,Loanfee:€1.00m
115,159471,17/18,"Jul1,2017",WerderBremen,BayernMunich,€15.00m,€8.00m
116,159471,16/17,"Aug31,2016",Arsenal,WerderBremen,€2.50m,€5.00m
117,159471,15/16,"Feb1,2016",WestBrom,Arsenal,€3.50m,Endofloan
118,159471,15/16,"Aug7,2015",Arsenal,WestBrom,€3.50m,loantransfer
119,192565,20/21,"Jul15,2020",ManCity,BayernMunich,€80.00m,€49.00m
120,192565,16/17,"Aug2,2016",FCSchalke04,ManCity,€30.00m,€52.00m
121,192565,15/16,"Jul1,2015",Schalke04U19,FCSchalke04,€4.00m,-
122,45660,20/21,"Oct5,2020",ParisSG,BayernMunich,€4.00m,freetransfer
123,45660,18/19,"Aug31,2018",StokeCity,ParisSG,€8.00m,freetransfer
124,45660,17/18,"Aug7,2017",FCSchalke04,StokeCity,€6.00m,freetransfer
125,636898,21/22,"Jul1,2021",FCBayernU17,FCBayernII,-,-
126,636898,19/20,"Jul1,2019",FCBayernU16,FCBayernU17,-,-
127,636898,18/19,"Oct1,2018",B.MünchenYth.,FCBayernU16,-,-
128,636898,16/17,"Jul1,2016",U'hachingYth.,B.MünchenYth.,-,freetransfer
129,257814,21/22,"Jul1,2021",VfBStuttgart,Bor.Dortmund,€13.00m,€15.00m
130,257814,20/21,"Jul28,2020",TSGHoffenheim,VfBStuttgart,€4.00m,€7.20m
131,257814,19/20,"Jun30,2020",VfBStuttgart,TSGHoffenheim,€4.00m,Endofloan
132,257814,19/20,"Jul1,2019",TSGHoffenheim,VfBStuttgart,€6.00m,Loanfee:€500k
133,257814,18/19,"Jun30,2019",FCAugsburg,TSGHoffenheim,€6.00m,Endofloan
134,257814,18/19,"Jan3,2019",TSGHoffenheim,FCAugsburg,€1.00m,Loanfee:€150k
135,257814,16/17,"Jul1,2016",GCZürichU18,TSGHoffenheim,€25k,€138k
136,257814,15/16,"Jun30,2016",HoffenheimU19,GCZürichU18,€25k,Endofloan
137,388815,19/20,"Jul1,2019",B.DortmundU19,Bor.Dortmund,-,-
138,388815,17/18,"Jul1,2017",B.DortmundU17,B.DortmundU19,-,-
139,388815,16/17,"Jul1,2016",VfLBochumYth.,B.DortmundU17,-,freetransfer
140,59027,15/16,"Jul1,2015",SCFreiburg,Bor.Dortmund,€6.00m,€3.50m
141,59238,18/19,"Jul1,2018",FCAugsburg,Bor.Dortmund,€4.00m,freetransfer
142,388067,20/21,"Jul15,2020",HoffenheimII,B.DortmundII,€125k,freetransfer
143,388067,18/19,"Jul1,2018",HoffenheimU19,HoffenheimII,-,-
144,388067,16/17,"Jul1,2016",ElversbergU17,HoffenheimU19,-,freetransfer
145,388067,15/16,"Jul1,2015",ElversbergYth.,ElversbergU17,-,-
146,684116,20/21,"Jul1,2020",B.DortmundU17,B.DortmundU19,-,-
147,684116,19/20,"Jul1,2019",B.DortmundU16,B.DortmundU17,-,-
148,684116,18/19,"Jul1,2018",Hagen11Jgd.,B.DortmundU16,-,freetransfer
149,284730,17/18,"Jan15,2018",FCBasel,Bor.Dortmund,€5.00m,€21.50m
150,284730,15/16,"Jul1,2015",FCWinterthur,FCBasel,€250k,€700k
151,344598,17/18,"Jul1,2017",ParisSGB,Bor.Dortmund,€125k,freetransfer
152,344598,16/17,"Jul1,2016",ParisSGU19,ParisSGB,-,-
153,344598,15/16,"Jul1,2015",ParisSGU17,ParisSGU19,-,-
154,39728,19/20,"Jul1,2019",BayernMunich,Bor.Dortmund,€35.00m,€30.50m
155,39728,16/17,"Jul1,2016",Bor.Dortmund,BayernMunich,€38.00m,€35.00m
156,282144,21/22,"Jun30,2022",Bor.Dortmund,VfLWolfsburg,€6.00m,Endofloan
157,282144,21/22,"Aug31,2021",VfLWolfsburg,Bor.Dortmund,€8.50m,loantransfer
158,282144,19/20,"Jan15,2020",RBSalzburg,VfLWolfsburg,€6.00m,€9.00m
159,282144,17/18,"Jul1,2017",1860Munich,RBSalzburg,€250k,€1.00m
160,282144,16/17,"Apr16,2017",1860MünchenII,1860Munich,€25k,-
161,282144,16/17,"Aug31,2016",IngolstadtU19,1860MünchenII,€25k,freetransfer
162,659513,21/22,"Jul1,2021",ParisSGU19,Bor.Dortmund,-,freetransfer
163,659513,19/20,"Jul1,2019",ParisSGU17,ParisSGU19,-,-
164,482573,21/22,"Jul1,2021",HallescherFC,B.DortmundII,€250k,freetransfer
165,482573,19/20,"Jul1,2019",VfRAalen,HallescherFC,€150k,freetransfer
166,482573,18/19,"Jul1,2018",VfRAalenU19,VfRAalen,€50k,-
167,482573,16/17,"Jul1,2016",VfRAalenU17,VfRAalenU19,-,-
168,482573,15/16,"Jul1,2015",WaiblingenU17,VfRAalenU17,-,freetransfer
169,170986,16/17,"Jul1,2016",FCLorient,Bor.Dortmund,€9.00m,€12.00m
170,85867,19/20,"Jul1,2019",TSGHoffenheim,Bor.Dortmund,€25.00m,€25.50m
171,85867,17/18,"Jul8,2017",Bor.M'gladbach,TSGHoffenheim,€2.00m,€3.00m
172,85867,15/16,"Aug18,2015",HerthaBSC,Bor.M'gladbach,€3.50m,€4.00m
173,798043,21/22,"Jul1,2021",St.PauliU17,B.DortmundU19,-,freetransfer
174,798043,20/21,"Jul1,2020",St.PauliYth.,St.PauliU17,-,-
175,798043,18/19,"Jul1,2018",Nienstedt.Yth.,St.PauliYth.,-,freetransfer
176,798043,16/17,"Jul1,2016",Büdel.TSVYth.,Nienstedt.Yth.,-,freetransfer
177,100986,20/21,"Jul1,2020",ParisSG,Bor.Dortmund,€24.00m,freetransfer
178,100986,16/17,"Jul3,2016",ClubBrugge,ParisSG,€6.00m,€6.00m
179,193900,20/21,"Jun30,2021",1.FCKöln,Bor.Dortmund,€4.00m,Endofloan
180,193900,20/21,"Oct2,2020",Bor.Dortmund,1.FCKöln,€6.50m,loantransfer
181,193900,19/20,"Jun30,2020",HerthaBSC,Bor.Dortmund,€6.50m,Endofloan
182,193900,19/20,"Sep2,2019",Bor.Dortmund,HerthaBSC,€8.00m,Loanfee:€2.00m
183,193900,18/19,"Jul2,2018",E.Frankfurt,Bor.Dortmund,€10.00m,€5.00m
184,193900,18/19,"Jul1,2018",Hannover96,E.Frankfurt,€10.00m,€500k
185,193900,17/18,"Jun30,2018",E.Frankfurt,Hannover96,€10.00m,Endofloan
186,193900,16/17,"Jan31,2017",Hannover96,E.Frankfurt,€350k,Loanfee:€500k
187,193900,15/16,"Jan8,2016",1860Munich,Hannover96,€800k,€1.50m
188,388513,19/20,"Jul1,2019",BarçaU19,Bor.Dortmund,€300k,freetransfer
189,388513,17/18,"Jul1,2017",BarçaU18,BarçaU19,-,-
190,388513,15/16,"Jul1,2015",RCDMallorcaYo,BarçaU18,-,?
191,274461,19/20,"Jun30,2020",FortunaSittard,Bor.Dortmund,€1.30m,Endofloan
192,274461,19/20,"Jul2,2019",Bor.Dortmund,FortunaSittard,€1.50m,loantransfer
193,274461,18/19,"Jun30,2019",Norwich,Bor.Dortmund,€1.50m,Endofloan
194,274461,18/19,"Jul2,2018",Bor.Dortmund,Norwich,€1.50m,Loanfee:€500k
195,274461,17/18,"Jun30,2018",TSGHoffenheim,Bor.Dortmund,€1.50m,Endofloan
196,274461,17/18,"Aug30,2017",Bor.Dortmund,TSGHoffenheim,€3.00m,loantransfer
197,274461,15/16,"Jan4,2016",B.DortmundU19,Bor.Dortmund,-,-
198,274461,15/16,"Jul1,2015",B.DortmundU17,B.DortmundU19,-,-
199,521919,20/21,"Jul1,2020",B.DortmundU17,B.DortmundU19,-,-
200,521919,18/19,"Jan1,2019",B.DortmundU16,B.DortmundU17,-,-
201,521919,18/19,"Jul1,2018",DortmundYth.,B.DortmundU16,-,-
202,521919,17/18,"Jul1,2017",BaunatalYth.,DortmundYth.,-,freetransfer
203,119296,20/21,"Jul1,2020",Juventus,Bor.Dortmund,€24.00m,€25.00m
204,119296,19/20,"Jun30,2020",Bor.Dortmund,Juventus,€24.00m,Endofloan
205,119296,19/20,"Jan31,2020",Juventus,Bor.Dortmund,€30.00m,Loanfee:€1.00m
206,119296,18/19,"Jul1,2018",Liverpool,Juventus,€30.00m,freetransfer
207,35047,18/19,"Aug6,2018",TJTianhai,Bor.Dortmund,€20.00m,€20.00m
208,35047,16/17,"Jan3,2017",ZenitS-Pb,TJQuanjian,€20.00m,€20.00m
209,718232,21/22,"Jul20,2021",ParisSGU19,B.DortmundII,-,freetransfer
210,718232,19/20,"Jul1,2019",ParisSGU17,ParisSGU19,-,-
211,392710,20/21,"Aug7,2020",UnionBerlin,B.DortmundII,€150k,?
212,392710,19/20,"Jul5,2020",ChemnitzerFC,UnionBerlin,€150k,Endofloan
213,392710,19/20,"Jan31,2020",UnionBerlin,ChemnitzerFC,€150k,loantransfer
214,392710,17/18,"Aug15,2017",U.BerlinU19,UnionBerlin,-,-
215,392710,16/17,"Jul1,2016",U.BerlinU17,U.BerlinU19,-,-
216,581678,20/21,"Jul23,2020",Birmingham,Bor.Dortmund,€11.00m,€25.00m
217,581678,19/20,"Jul1,2019",BirminghamU18,Birmingham,-,-
218,191422,17/18,"Jul1,2017",Bor.M'gladbach,Bor.Dortmund,€15.00m,€12.00m
219,91849,21/22,"Aug25,2021",Bor.Dortmund,SevillaFC,€15.00m,€6.00m
220,91849,18/19,"Jul1,2018",WerderBremen,Bor.Dortmund,€12.00m,€20.00m
221,91849,16/17,"Jan1,2017",FCCopenhagen,WerderBremen,€3.50m,€2.00m
222,384745,21/22,"Jan31,2022",Bor.Dortmund,GreutherFürth,€600k,€100k
223,384745,19/20,"Jul1,2019",B.DortmundU19,Bor.Dortmund,-,-
224,384745,17/18,"Jul1,2017",B.DortmundU17,B.DortmundU19,-,-
225,384745,16/17,"Jul1,2016",B.DortmundU16,B.DortmundU17,-,-
226,384745,15/16,"Jul1,2015",DüsseldorfYth.,B.DortmundU16,-,freetransfer
227,395928,21/22,"Jul1,2021",StuttgartII,B.DortmundII,€250k,freetransfer
228,395928,19/20,"Jul1,2019",KarlsruheU19,StuttgartII,-,freetransfer
229,395928,17/18,"Jul1,2017",KarlsruheU17,KarlsruheU19,-,-
230,395928,16/17,"Jul1,2016",HoffenheimYth.,KarlsruheU17,-,freetransfer
231,504215,19/20,"Jan12,2020",B.DortmundU19,Bor.Dortmund,-,-
232,504215,19/20,"Jul1,2019",NYCFCAcademy,B.DortmundU19,-,freetransfer
233,187492,19/20,"Jul1,2019",B.Leverkusen,Bor.Dortmund,€50.00m,€25.00m
234,627226,21/22,"Jun30,2022",Bor.Dortmund,RealMadrid,€8.00m,Endofloan
235,627226,20/21,"Aug19,2020",RealMadrid,Bor.Dortmund,€22.50m,loantransfer
236,627226,19/20,"Jan20,2020",Flamengo,RealMadrid,€25.00m,€30.00m
237,627226,18/19,"Jan1,2019",FlamengoU20,Flamengo,-,-
238,412935,21/22,"Jul1,2021",Bor.Dortmund,B.DortmundII,€700k,-
239,412935,20/21,"Jun30,2021",PECZwolle,Bor.Dortmund,€700k,Endofloan
240,412935,20/21,"Sep17,2020",Bor.Dortmund,PECZwolle,€800k,loantransfer
241,412935,20/21,"Jul1,2020",B.DortmundU19,Bor.Dortmund,-,-
242,412935,18/19,"Jul1,2018",B.DortmundU17,B.DortmundU19,-,-
243,412935,17/18,"Jul1,2017",AZAlkmaarU17,B.DortmundU17,-,freetransfer
244,412935,16/17,"Jul1,2016",AZAlkmaarYout,AZAlkmaarU17,-,-
245,655912,20/21,"Jul1,2020",B.DortmundU17,B.DortmundU19,-,-
246,655912,19/20,"Jul1,2019",B.DortmundU16,B.DortmundU17,-,-
247,655912,18/19,"Jul1,2018",DortmundYth.,B.DortmundU16,-,-
248,655912,16/17,"Jul1,2016",Schalke04Yth.,DortmundYth.,-,freetransfer
249,102226,19/20,"Jul1,2019",Bor.M'gladbach,Bor.Dortmund,€38.00m,€25.50m
250,102226,15/16,"Jul1,2015",Chelsea,Bor.M'gladbach,€10.00m,€8.00m
251,670882,20/21,"Sep17,2020",ManCityYouth,B.DortmundU19,-,freetransfer
252,670882,18/19,"Jul1,2018",ReadingYth.,ManCityYouth,-,?
253,326029,21/22,"Jul27,2021",PSVEindhoven,Bor.Dortmund,€30.00m,€30.00m
254,326029,18/19,"Jul1,2018",PSVU21,PSVEindhoven,€750k,-
255,326029,17/18,"Aug31,2017",ArsenalU23,PSVU21,€200k,€600k
256,326029,17/18,"Jul1,2017",ArsenalU18,ArsenalU23,-,-
257,326029,15/16,"Jul29,2015",AjaxU17,ArsenalU18,-,?
258,429874,21/22,"Jan20,2022",Bor.Dortmund,E.Frankfurt,€3.00m,Loanfee:€400k
259,429874,21/22,"Jul1,2021",B.DortmundII,Bor.Dortmund,€3.00m,-
260,429874,20/21,"Sep1,2020",B.DortmundU19,B.DortmundII,-,-
261,429874,19/20,"Jul1,2019",B.DortmundU17,B.DortmundU19,-,-
262,429874,18/19,"Jul1,2018",B.DortmundU16,B.DortmundU17,-,-
263,429874,17/18,"Jul1,2017",DortmundYth.,B.DortmundU16,-,-
264,429874,16/17,"Jul1,2016",HannoverYth.,DortmundYth.,-,freetransfer
265,429874,15/16,"Jul1,2015",SVGGötti.Jgd.,HannoverYth.,-,freetransfer
266,596153,21/22,"Jan6,2022",WerderBremen,B.DortmundII,€175k,loantransfer
267,596153,21/22,"Jan5,2022",W.BremenII,WerderBremen,€175k,-
268,596153,21/22,"Jul1,2021",Holst.KielII,W.BremenII,€50k,freetransfer
269,596153,19/20,"Jul1,2019",Holst.KielU19,Holst.KielII,-,-
270,596153,18/19,"Jul1,2018",EimsbüttelU19,Holst.KielU19,-,freetransfer
271,596153,17/18,"Jul1,2017",EimsbüttelU17,EimsbüttelU19,-,-
272,418560,19/20,"Jan1,2020",RBSalzburg,Bor.Dortmund,€45.00m,€20.00m
273,418560,18/19,"Jan1,2019",Molde,RBSalzburg,€5.00m,€8.00m
274,418560,16/17,"Feb1,2017",Bryne,Molde,€200k,€100k
275,418560,15/16,"Sep8,2015",BryneFKYth.,Bryne,-,-
276,467720,20/21,"Jul29,2020",B.DortmundU19,Bor.Dortmund,-,-
277,467720,19/20,"Jul1,2019",B.DortmundU17,B.DortmundU19,-,-
278,467720,17/18,"Jul1,2017",DortmundYth.,B.DortmundU17,-,-
279,467720,16/17,"Jul1,2016",St.PauliYth.,DortmundYth.,-,freetransfer
280,296879,20/21,"Jan1,2021",B.DortmundII,Bor.Dortmund,€175k,-
281,296879,19/20,"Jul1,2019",VfLOsnabrück,B.DortmundII,€150k,freetransfer
282,296879,17/18,"Jul1,2017",OsnabrückU19,VfLOsnabrück,€125k,-
283,296879,15/16,"Jul1,2015",OsnabrückU17,OsnabrückU19,-,-
284,57071,15/16,"Jul1,2015",RBSalzburg,RBLeipzig,€1.75m,€3.00m
285,388516,20/21,"Jul15,2020",UDLasPalmas,RBLeipzig,€2.30m,€2.50m
286,388516,19/20,"Jul1,2019",LasPalmasAtl.,UDLasPalmas,€500k,-
287,388516,17/18,"Jul19,2017",BarçaU19,LasPalmasAtl.,-,freetransfer
288,388516,16/17,"Jul1,2016",BarçaU18,BarçaU19,-,-
289,21726,19/20,"Jul30,2019",Hannover96,RBLeipzig,€400k,€350k
290,21726,18/19,"Jun30,2019",FCIngolstadt,Hannover96,€400k,Endofloan
291,21726,18/19,"Jan1,2019",Hannover96,FCIngolstadt,€700k,Loanfee:€90k
292,21726,15/16,"Jul1,2015",FCSt.Pauli,Hannover96,€400k,freetransfer
293,692463,20/21,"Jul1,2020",RBLeipzigU17,RBLeipzigU19,-,-
294,692463,19/20,"Jul1,2019",RBLeipzigYth.,RBLeipzigU17,-,-
295,692463,18/19,"Jul1,2018",AugsburgYth.,RBLeipzigYth.,-,freetransfer
296,475959,21/22,"Jul1,2021",DinamoZagreb,RBLeipzig,€19.00m,€18.80m
297,475959,19/20,"Jul1,2019",Din.ZagrebU19,DinamoZagreb,-,-
298,475959,18/19,"Jan26,2019",Din.ZagrebU17,Din.ZagrebU19,-,-
299,475959,17/18,"Jul1,2017",D.ZagrebYth.,Din.ZagrebU17,-,-
300,666234,21/22,"Jul1,2021",R.Strasbourg,RBLeipzig,€18.00m,€15.00m
301,666234,19/20,"Jul1,2019",R.StrasbourgB,R.Strasbourg,-,-
302,666234,18/19,"Jul1,2018",StrasbourgU19,R.StrasbourgB,-,-
303,93740,15/16,"Jul1,2015",1.FCK'lautern,RBLeipzig,€2.50m,€2.00m
304,574199,20/21,"Jul1,2020",RBLeipzigU17,RBLeipzigU19,-,-
305,574199,18/19,"Jul1,2018",RBLeipzigYth.,RBLeipzigU17,-,-
306,574199,17/18,"Jul1,2017",K'lauternYth.,RBLeipzigYth.,-,freetransfer
307,277179,21/22,"Jul1,2021",ManCity,RBLeipzig,€35.00m,€18.00m
308,277179,20/21,"Jun30,2021",RBLeipzig,ManCity,€35.00m,Endofloan
309,277179,19/20,"Jan31,2020",ManCity,RBLeipzig,€16.00m,Loanfee:€2.00m
310,277179,19/20,"Jul3,2019",PSVEindhoven,ManCity,€16.00m,€12.00m
311,277179,18/19,"Jul1,2018",ManCityU23,PSVEindhoven,€3.00m,€5.50m
312,277179,17/18,"Jun29,2018",NACBreda,ManCityU23,€3.00m,Endofloan
313,277179,17/18,"Jul4,2017",ManCityU23,NACBreda,€500k,loantransfer
314,277179,16/17,"Jun30,2017",RCDMallorca,ManCityU23,€500k,Endofloan
315,277179,16/17,"Jan31,2017",ManCityU23,RCDMallorca,€300k,loantransfer
316,277179,16/17,"Jan30,2017",Girona,ManCityU23,€300k,Endofloan
317,277179,16/17,"Jan1,2017",ManCityU23,Girona,-,loantransfer
318,277179,15/16,"Oct31,2015",NewYorkCity,ManCityU21,-,Endofloan
319,277179,15/16,"Jul8,2015",ManCityU21,NewYorkCity,-,loantransfer
320,70243,15/16,"Aug31,2015",FCSt.Pauli,RBLeipzig,€800k,€3.50m
321,348026,18/19,"Jul1,2018",Montpellier,RBLeipzig,€14.00m,€16.00m
322,348026,16/17,"Jan6,2017",StadeLavallois,Montpellier,€800k,€1.50m
323,348026,15/16,"Jul1,2015",StadeLavalB,StadeLavallois,-,-
324,202591,21/22,"Jul1,2021",Monaco,RBLeipzig,€12.00m,€15.00m
325,202591,20/21,"Jun30,2021",RBLeipzig,Monaco,€12.00m,Endofloan
326,202591,20/21,"Jul15,2020",Monaco,RBLeipzig,€12.00m,loantransfer
327,202591,18/19,"Aug28,2018",B.Leverkusen,Monaco,€12.00m,€20.00m
328,202591,15/16,"Jul1,2015",LeverkusenU19,B.Leverkusen,€150k,-
329,508637,20/21,"Jul1,2020",RBLeipzigU17,RBLeipzigU19,-,-
330,508637,19/20,"Aug19,2019",AjaxU17,RBLeipzigU17,-,€130k
331,508637,18/19,"Jul1,2018",AjaxYouth,AjaxU17,-,-
332,332705,18/19,"Jan1,2019",NewYorkRB,RBLeipzig,€4.50m,€2.63m
333,332705,16/17,"Nov30,2016",NYRedBullsII,NewYorkRB,€50k,Endofloan
334,332705,15/16,"Mar26,2016",NewYorkRB,NYRedBullsII,€50k,loantransfer
335,332705,15/16,"Nov3,2015",NYRedBullsII,NewYorkRB,-,-
336,223967,17/18,"Jul1,2017",RBSalzburg,RBLeipzig,€8.00m,€7.00m
337,402008,18/19,"Jan1,2019",RBSalzburg,RBLeipzig,€20.00m,€19.00m
338,402008,16/17,"Jun30,2017",FCLiefering,RBSalzburg,€600k,Endofloan
339,402008,16/17,"Jul28,2016",RBSalzburg,FCLiefering,-,loantransfer
340,402008,16/17,"Jul27,2016",JMGBamako,RBSalzburg,-,€800k
341,617074,21/22,"Jun30,2022",Valencia,RBLeipzig,€9.00m,Endofloan
342,617074,21/22,"Jan28,2022",RBLeipzig,Valencia,€20.00m,loantransfer
343,617074,21/22,"Aug31,2021",BarcelonaB,RBLeipzig,€25.00m,€16.00m
344,617074,20/21,"Jul1,2020",BarçaU19,BarcelonaB,€450k,-
345,617074,18/19,"Jul1,2018",BarçaU16,BarçaU19,-,-
346,617074,17/18,"Jul1,2017",BarçaYouth,BarçaU16,-,-
347,53418,17/18,"Aug31,2017",B.Leverkusen,RBLeipzig,€15.00m,€20.00m
348,53418,15/16,"Aug28,2015",Bor.Dortmund,B.Leverkusen,€9.00m,€11.00m
349,717345,21/22,"Jul1,2021",RBLeipzigU17,RBLeipzig,-,-
350,717345,20/21,"Jul1,2020",RBLeipzigYth.,RBLeipzigU17,-,-
351,717345,15/16,"Jul1,2015",LangenauJgd.,RBLeipzigYth.,-,freetransfer
352,692462,21/22,"Jul8,2021",RBLeipzigU19,RBLeipzig,-,-
353,692462,20/21,"Jul1,2020",RBLeipzigU17,RBLeipzigU19,-,-
354,692462,19/20,"Jul1,2019",RBLeipzigYth.,RBLeipzigU17,-,-
355,692462,17/18,"Jul1,2017",LeverkusenYth.,RBLeipzigYth.,-,?
356,293385,19/20,"Jan25,2020",DinamoZagreb,RBLeipzig,€35.00m,€29.00m
357,451276,20/21,"Jan1,2021",RBSalzburg,RBLeipzig,€25.00m,€22.00m
358,451276,17/18,"Jan16,2018",FCLiefering,RBSalzburg,€500k,-
359,451276,17/18,"Jul1,2017",AKASalzb.U18,FCLiefering,-,-
360,451276,16/17,"Mar30,2017",FőnixFC,AKASalzb.U18,-,€500k
361,451276,16/17,"Jul1,2016",MTKYth.,FőnixFC,-,?
362,451276,15/16,"Aug1,2015",FőnixFC,MTKYth.,-,?
363,605306,20/21,"Jul1,2020",RBLeipzigU17,RBLeipzigU19,-,-
364,605306,18/19,"Jul1,2018",RBLeipzigYth.,RBLeipzigU17,-,-
365,605306,17/18,"Jul1,2017",1.FCKölnYth.,RBLeipzigYth.,-,freetransfer
366,668276,21/22,"Jul1,2021",RBLeipzigU19,RBLeipzig,€400k,-
367,668276,20/21,"Jul1,2020",RBLeipzigU17,RBLeipzigU19,-,-
368,668276,19/20,"Jul1,2019",DeportivoYth.,RBLeipzigU17,-,?
369,597004,21/22,"Jun30,2022",HallescherFC,RBLeipzig,€350k,Endofloan
370,597004,21/22,"Jan21,2022",RBLeipzig,HallescherFC,€400k,loantransfer
371,597004,21/22,"Jul1,2021",RBLeipzigU19,RBLeipzig,€400k,-
372,597004,19/20,"Jul1,2019",RBLeipzigU17,RBLeipzigU19,-,-
373,597004,18/19,"Jul1,2018",RBLeipzigYth.,RBLeipzigU17,-,-
374,597004,15/16,"Jul1,2015",HalleYth.,RBLeipzigYth.,-,freetransfer
375,405685,21/22,"Jun30,2022",E.Braunschweig,RBLeipzig,€300k,Endofloan
376,405685,21/22,"Jan28,2022",RBLeipzig,E.Braunschweig,€350k,loantransfer
377,405685,21/22,"Jan3,2022",SCPaderborn,RBLeipzig,€350k,Endofloan
378,405685,21/22,"Jul1,2021",RBLeipzig,SCPaderborn,€350k,loantransfer
379,405685,19/20,"Jul3,2019",RBLeipzigU19,RBLeipzig,-,-
380,405685,18/19,"Jul1,2018",RBLeipzigU17,RBLeipzigU19,-,-
381,405685,16/17,"Jul1,2016",RBLeipzigYth.,RBLeipzigU17,-,-
382,344381,19/20,"Jul18,2019",ParisSG,RBLeipzig,€12.00m,€13.00m
383,344381,15/16,"Dec23,2015",ParisSGB,ParisSG,-,-
384,344381,15/16,"Jul1,2015",ParisSGU19,ParisSGB,-,-
385,198008,21/22,"Jul2,2021",E.Frankfurt,RBLeipzig,€45.00m,€23.00m
386,198008,20/21,"Sep10,2020",ACMilan,E.Frankfurt,€24.00m,€3.00m
387,198008,20/21,"Sep9,2020",E.Frankfurt,ACMilan,€24.00m,Endofloan
388,198008,19/20,"Sep2,2019",ACMilan,E.Frankfurt,€22.00m,loantransfer
389,198008,18/19,"Jun30,2019",SevillaFC,ACMilan,€22.00m,Endofloan
390,198008,18/19,"Aug11,2018",ACMilan,SevillaFC,€22.00m,Loanfee:€3.80m
391,198008,17/18,"Jul1,2017",FCPorto,ACMilan,€22.00m,€38.00m
392,198008,16/17,"Jul1,2016",FCPortoB,FCPorto,€2.00m,-
393,292246,21/22,"Jun30,2022",Wolves,RBLeipzig,€16.00m,Endofloan
394,292246,21/22,"Aug29,2021",RBLeipzig,Wolves,€11.00m,loantransfer
395,292246,20/21,"Jul15,2020",RBSalzburg,RBLeipzig,€10.00m,€12.00m
396,292246,18/19,"Jun30,2019",HamburgerSV,RBSalzburg,€3.00m,Endofloan
