player_name,signed_from,discription
Patrick Cutrone,Milan Primavera,none
Ismet Sinani,none,none
Frank Tsadjout,none,"Returned after loan spell with Ascoli Calcio; date: Jun 30, 2022; fee: End of loan"
Ismet Sinani,none,none
Antonio Mirante,Bologna FC 1909,none
Edoardo Soleri,none,none
Daniel Fuzato,Sociedade Esportiva Palmeiras,none
Edoardo Soleri,none,none
Andrea Romagnoli,none,none
Edoardo Soleri,none,none
Konstantinos Manolas,Olympiacos Piraeus,none
Edoardo Soleri,none,none
Federico Fazio,Tottenham Hotspur,Muscular problems - Return unknown
Edoardo Soleri,none,none
Elio Capradossi,Roma U19,"Knee Surgery - Return expected on Jun 1, 2023"
Edoardo Soleri,none,none
Matías Nani,none,none
Edoardo Soleri,none,none
Aleksandar Kolarov,Manchester City,none
Edoardo Soleri,none,none
Luca Pellegrini,Roma U19,none
Edoardo Soleri,none,none
Lorenzo Valeau,none,none
Edoardo Soleri,none,none
Alessandro Florenzi,FC Crotone,"Returned after loan spell with AC Milan; date: Jun 30, 2022; fee: End of loan"
Edoardo Soleri,none,none
Andrea Paolelli,none,none
Edoardo Soleri,none,none
Steven Nzonzi,Sevilla FC,none
Edoardo Soleri,none,none
Daniele De Rossi,Roma U19,none
Edoardo Soleri,none,none
Salvatore Pezzella,none,"Returned after loan spell with ACN Siena; date: Jun 30, 2022; fee: End of loan"
Edoardo Soleri,none,none
Gerson,Fluminense Football Club,none
Edoardo Soleri,none,none
Emanuele Spinozzi,none,none
Edoardo Soleri,none,none
Lorenzo Pellegrini,US Sassuolo,none
Edoardo Soleri,none,none
Ante Coric,GNK Dinamo Zagreb,"Joining: Without Club; date: Jul 1, 2023; fee: -"
Edoardo Soleri,none,none
Lorenzo Di Livio,none,none
Edoardo Soleri,none,none
Stephan El Shaarawy,Shanghai Shenhua,none
Edoardo Soleri,none,none
Diego Perotti,Genoa CFC,none
Edoardo Soleri,none,none
Keba Coly,none,none
Edoardo Soleri,none,none
Cengiz Ünder,Basaksehir FK,"Returned after loan spell with Olympique Marseille; date: Jun 30, 2022; fee: End of loan"
Edoardo Soleri,none,none
Mirko Antonucci,Roma U19,none
Edoardo Soleri,none,none
Edin Dzeko,Manchester City,none
Edoardo Soleri,none,none
Ezequiel Ponce,CA Newell's Old Boys,none
Edoardo Soleri,none,none
Zan Celar,none,none
Edoardo Soleri,none,none
Marco Sportiello,US Poggibonsi,none
Giacomo Parigi,none,none
Boris Radunović,FK Rad,none
Giacomo Parigi,none,none
Alessandro Santopadre,AC Perugia Calcio,none
Giacomo Parigi,none,none
Alessandro Turrin,none,none
Giacomo Parigi,none,none
Roberto Taliento,none,none
Giacomo Parigi,none,none
Rafael Tolói,São Paulo Futebol Clube,none
Giacomo Parigi,none,none
Berat Djimsiti,FC Zürich,none
Giacomo Parigi,none,none
Marco Varnier,AS Cittadella,none
Giacomo Parigi,none,none
Davide Bettella,Inter Milan,"Returned after loan spell with AC Monza; date: Jun 30, 2022; fee: End of loan"
Giacomo Parigi,none,none
Anton Kresic,none,"Returned after loan spell with HNK Rijeka; date: Jun 30, 2022; fee: End of loan"
Giacomo Parigi,none,none
Andrea Boffelli,none,Cruciate Ligament Surgery - Return unknown
Giacomo Parigi,none,none
Stefano Marchetti,none,none
Giacomo Parigi,none,none
Matteo Salvi,AC Pisa Berretti,"Returned after loan spell with US Grosseto 1912; date: Jun 30, 2022; fee: End of loan"
Giacomo Parigi,none,none
Arkadiusz Reca,Wisla Plock,"Returned after loan spell with Spezia Calcio; date: Jun 30, 2022; fee: End of loan"
Giacomo Parigi,none,none
Fabio Eguelfi,Inter Milan,none
Giacomo Parigi,none,none
Lorenzo Migliorelli,none,none
Giacomo Parigi,none,none
Timothy Castagne,KRC Genk,none
Giacomo Parigi,none,none
Federico Mattiello,Juventus FC,"Returned after loan spell with US Alessandria Calcio 1912; date: Jun 30, 2022; fee: End of loan"
Giacomo Parigi,none,none
Enrico Del Prato,none,"Returned after loan spell with Parma Calcio 1913; date: Jun 30, 2022; fee: End of loan"
Giacomo Parigi,none,none
Christian Mora,none,"Ankle Surgery - Return expected on Jul 14, 2023"
Giacomo Parigi,none,none
Bryan Cristante,SL Benfica,none
Giacomo Parigi,none,none
Marco Carraro,Inter Milan,none
Giacomo Parigi,none,none
Thomas Bolis,none,none
Giacomo Parigi,none,none
Remo Freuler,FC Luzern,none
Giacomo Parigi,none,none
Luca Valzania,AC Cesena,"Returned after loan spell with US Cremonese; date: Jun 30, 2022; fee: End of loan"
Giacomo Parigi,none,none
Filippo Melegoni,Atalanta Primavera,"Returned after loan spell with Genoa CFC; date: Jun 30, 2022; fee: End of loan"
Giacomo Parigi,none,none
Andrea Colpani,none,"Returned after loan spell with AC Monza; date: Jun 30, 2022; fee: End of loan"
Giacomo Parigi,none,none
Tommaso Tentoni,none,none
Giacomo Parigi,none,none
Mario Pugliese,none,none
Giacomo Parigi,none,none
Modou Badjie,none,none
Giacomo Parigi,none,none
Federico Chiossi,none,none
Giacomo Parigi,none,none
Nicolò Fazzi,AC Perugia Calcio,none
Giacomo Parigi,none,none
Gabriel Lunetta,none,"Returned after loan spell with US Alessandria Calcio 1912; date: Jun 30, 2022; fee: End of loan"
Giacomo Parigi,none,none
Josip Ilicic,ACF Fiorentina,Thigh Problems - Return unknown
Giacomo Parigi,none,none
Papu Gómez,Metalist Kharkiv (- 2016),none
Giacomo Parigi,none,none
Christian Capone,none,none
Giacomo Parigi,none,none
Emiliano Rigoni,Zenit St. Petersburg,none
Giacomo Parigi,none,none
Dejan Kulusevski,Atalanta Primavera,none
Giacomo Parigi,none,none
Lorenzo Peli,none,Indirect card suspension -  - cross-competition - 1 matchday
Giacomo Parigi,none,none
Andrea Petagna,AC Milan,none
Giacomo Parigi,none,none
Luca Vido,AC Milan,none
Giacomo Parigi,none,none
Gaetano Monachello,AS Monaco,Cruciate Ligament Rupture - Return unknown
Giacomo Parigi,none,none
Simone Mazzocchi,FC Südtirol,none
Giacomo Parigi,none,none
Roberto Piccoli,Atalanta Primavera,"Returned after loan spell with Hellas Verona; date: Jan 30, 2023; fee: End of loan"
Giacomo Parigi,none,none
Bartlomiej Dragowski,Jagiellonia Bialystok,none
Gabriele Gori,Fiorentina Primavera,none
Michele Cerofolini,Fiorentina Primavera,"Returned after loan spell with US Alessandria Calcio 1912; date: Jun 30, 2022; fee: End of loan"
Gabriele Gori,Fiorentina Primavera,none
Federico Brancolini,Fiorentina Primavera,none
Gabriele Gori,Fiorentina Primavera,none
Germán Pezzella,Real Betis Balompié,none
Gabriele Gori,Fiorentina Primavera,none
Jacob Rasmussen,Empoli FC ,none
Gabriele Gori,Fiorentina Primavera,none
David Hancko,MSK Zilina,none
Gabriele Gori,Fiorentina Primavera,none
Petko Hristov,Slavia Sofia,none
Gabriele Gori,Fiorentina Primavera,none
Pierluigi Pinto,none,none
Gabriele Gori,Fiorentina Primavera,none
Maximiliano Olivera,CA Peñarol,none
Gabriele Gori,Fiorentina Primavera,none
Lorenzo Venuti,Fiorentina Primavera,none
Gabriele Gori,Fiorentina Primavera,none
Kevin Diks,Vitesse Arnhem,none
Gabriele Gori,Fiorentina Primavera,none
Jordan Veretout,Aston Villa,none
Gabriele Gori,Fiorentina Primavera,none
Andrés Schetino,CA Fénix,none
Gabriele Gori,Fiorentina Primavera,none
Gerson,AS Roma,none
Gabriele Gori,Fiorentina Primavera,none
Szymon Zurkowski,Górnik Zabrze,none
Gabriele Gori,Fiorentina Primavera,none
Sebastián Cristóforo,Sevilla FC,none
Gabriele Gori,Fiorentina Primavera,none
Nicky Beloko,none,none
Gabriele Gori,Fiorentina Primavera,none
Amidu Salifu,Fiorentina Primavera,none
Gabriele Gori,Fiorentina Primavera,none
Riccardo Saponara,Empoli FC ,none
Gabriele Gori,Fiorentina Primavera,none
Valentin Eysseric,OGC Nice,none
Gabriele Gori,Fiorentina Primavera,none
Federico Chiesa,Fiorentina Primavera,"Returned after loan spell with Juventus FC; date: Jun 30, 2022; fee: End of loan"
Gabriele Gori,Fiorentina Primavera,none
Riccardo Sottil,Fiorentina Primavera,none
Gabriele Gori,Fiorentina Primavera,none
Jaime Báez,Juventud de Las Piedras,none
Gabriele Gori,Fiorentina Primavera,none
Giuseppe Caso,none,none
Gabriele Gori,Fiorentina Primavera,none
Mattia Trovato,none,none
Gabriele Gori,Fiorentina Primavera,none
Giovanni Simeone,Genoa CFC,none
Gabriele Gori,Fiorentina Primavera,none
Dusan Vlahovic,FK Partizan Belgrade,none
Gabriele Gori,Fiorentina Primavera,none
Martin Graiciar,FC Slovan Liberec,none
Gabriele Gori,Fiorentina Primavera,none
Silvio Proto,Olympiacos Piraeus,none
Mamadou Tounkara,Lazio U19,none
Guido Guerrieri,Lazio U19,none
Mamadou Tounkara,Lazio U19,none
Marco Alia,Lazio U19,"Returned after loan spell with Monterosi Tuscia FC; date: Jul 1, 2022; fee: End of loan"
Mamadou Tounkara,Lazio U19,none
Francesco Acerbi,US Sassuolo,none
Mamadou Tounkara,Lazio U19,none
Wallace,SC Braga,none
Mamadou Tounkara,Lazio U19,none
Patric,FC Barcelona B,none
Mamadou Tounkara,Lazio U19,none
Jorge Silva,Lazio U19,none
Mamadou Tounkara,Lazio U19,none
Nicolò Armini,Lazio U19,none
Mamadou Tounkara,Lazio U19,none
Stefan Radu,FC Dinamo 1948,none
Mamadou Tounkara,Lazio U19,none
Lorenzo Filippini,none,none
Mamadou Tounkara,Lazio U19,none
Tiago Casasola,US Salernitana 1919,"Returned after loan spell with Frosinone Calcio; date: Jun 30, 2022; fee: End of loan"
Mamadou Tounkara,Lazio U19,none
Dusan Basta,Udinese Calcio,none
Mamadou Tounkara,Lazio U19,none
Mauro Zitelli,none,none
Mamadou Tounkara,Lazio U19,none
Lucas Leiva,Liverpool FC,none
Mamadou Tounkara,Lazio U19,none
Joseph Minala,Lazio U19,none
Mamadou Tounkara,Lazio U19,none
Sergej Milinkovic-Savic,KRC Genk,none
Mamadou Tounkara,Lazio U19,none
Valon Berisha,Red Bull Salzburg,none
Mamadou Tounkara,Lazio U19,none
Marco Parolo,Parma FC,none
Mamadou Tounkara,Lazio U19,none
Bruno Jordão,SC Braga,none
Mamadou Tounkara,Lazio U19,none
Edoardo Rezzi,none,none
Mamadou Tounkara,Lazio U19,none
Senad Lulic,BSC Young Boys,none
Mamadou Tounkara,Lazio U19,none
Davide Di Gennaro,Cagliari Calcio,none
Mamadou Tounkara,Lazio U19,none
Ricardo Kishna,Ajax Amsterdam,none
Mamadou Tounkara,Lazio U19,none
Mattia Sprocati,US Salernitana 1919,none
Mamadou Tounkara,Lazio U19,none
Daniel Bezziccheri,none,none
Mamadou Tounkara,Lazio U19,none
Joaquín Correa,Sevilla FC,"Returned after loan spell with Inter Milan; date: Jun 30, 2022; fee: End of loan"
Mamadou Tounkara,Lazio U19,none
Felipe Caicedo,RCD Espanyol Barcelona,none
Mamadou Tounkara,Lazio U19,none
Alessandro Rossi,Lazio U19,none
Mamadou Tounkara,Lazio U19,none
Giacomo Satalino,Sassuolo Primavera,none
Pietro Cianci,SS Teramo Calcio,none
Merih Demiral,Alanyaspor,none
Pietro Cianci,SS Teramo Calcio,none
Marlon,FC Barcelona,none
Pietro Cianci,SS Teramo Calcio,none
Mauricio Lemos,UD Las Palmas,none
Pietro Cianci,SS Teramo Calcio,none
Edoardo Goldaniga,US Palermo,none
Pietro Cianci,SS Teramo Calcio,none
Leonardo Fontanesi,Sassuolo Primavera,none
Pietro Cianci,SS Teramo Calcio,none
Stefano Ferraresi,none,none
Pietro Cianci,SS Teramo Calcio,none
Cristian Dell'Orco,Parma Calcio 1913,Cruciate Ligament Rupture - Return unknown
Pietro Cianci,SS Teramo Calcio,none
Federico Peluso,Juventus FC,none
Pietro Cianci,SS Teramo Calcio,none
Raffaele Celia,none,none
Pietro Cianci,SS Teramo Calcio,none
Pol Lirola,Juventus FC,none
Pietro Cianci,SS Teramo Calcio,none
Leonardo Sernicola,Ternana Calcio,"Returned after loan spell with US Cremonese; date: Jun 30, 2022; fee: End of loan"
Pietro Cianci,SS Teramo Calcio,none
Mehdi Bourabia,Konyaspor,"Returned after loan spell with Spezia Calcio; date: Jun 30, 2022; fee: End of loan"
Pietro Cianci,SS Teramo Calcio,none
Francesco Magnanelli,Sangiovannese 1927,none
Pietro Cianci,SS Teramo Calcio,none
Stefano Sensi,AC Cesena,none
Pietro Cianci,SS Teramo Calcio,none
Francesco Cassata,Juventus FC,none
Pietro Cianci,SS Teramo Calcio,none
Simone Missiroli,Reggina Calcio,none
Pietro Cianci,SS Teramo Calcio,none
Jérémie Broh,none,none
Pietro Cianci,SS Teramo Calcio,none
Giovanni Sbrissa,Vicenza Calcio,none
Pietro Cianci,SS Teramo Calcio,none
Giacomo Zecca,none,none
Pietro Cianci,SS Teramo Calcio,none
Filip Djuricic,UC Sampdoria,none
Pietro Cianci,SS Teramo Calcio,none
Federico Di Francesco,Bologna FC 1909,none
Pietro Cianci,SS Teramo Calcio,none
Nicholas Pierini,Sassuolo Primavera,none
Pietro Cianci,SS Teramo Calcio,none
Matteo Politano,AS Roma,none
Pietro Cianci,SS Teramo Calcio,none
Jens Odgaard,Inter Milan,"Returned after loan spell with RKC Waalwijk; date: Jun 30, 2022; fee: End of loan"
Pietro Cianci,SS Teramo Calcio,none
Enrico Brignola,Benevento Calcio,"Returned after loan spell with Benevento Calcio; date: Jun 30, 2022; fee: End of loan"
Pietro Cianci,SS Teramo Calcio,none
Khouma Babacar,ACF Fiorentina,none
Pietro Cianci,SS Teramo Calcio,none
Gianluca Scamacca,Sassuolo Primavera,"Knee Injury - Return expected on May 31, 2023"
Pietro Cianci,SS Teramo Calcio,none
Alessandro Matri,AC Milan,none
Pietro Cianci,SS Teramo Calcio,none
Salvatore Sirigu,Paris Saint-Germain,"Achilles tendon rupture - Return expected on Jun 30, 2023"
Manuel De Luca,Torino Primavera,none
Andrea Zaccagno,none,none
Manuel De Luca,Torino Primavera,none
Tommaso Cucchietti,none,none
Manuel De Luca,Torino Primavera,none
Luca Gemello,Torino Primavera,none
Manuel De Luca,Torino Primavera,none
Nicolas N'Koulou,Olympique Lyon,none
Manuel De Luca,Torino Primavera,none
Kevin Bonifazi,Torino Primavera,none
Manuel De Luca,Torino Primavera,none
Bremer,Clube Atlético Mineiro,none
Manuel De Luca,Torino Primavera,none
Carlão,APOEL Nicosia,none
Manuel De Luca,Torino Primavera,none
Erick Ferigra,Fiorentina Primavera,none
Manuel De Luca,Torino Primavera,none
Cristian Ansaldi,Inter Milan,"Calf Injury - Return expected on Jun 11, 2023"
Manuel De Luca,Torino Primavera,none
Federico Giraudo,Torino Primavera,none
Manuel De Luca,Torino Primavera,none
Andrea Sana,none,none
Manuel De Luca,Torino Primavera,none
Emanuele Valerio,none,none
Manuel De Luca,Torino Primavera,none
Lorenzo De Silvestri,UC Sampdoria,none
Manuel De Luca,Torino Primavera,none
Stephane Singo,Torino Primavera,none
Manuel De Luca,Torino Primavera,none
Shady Oukhadda,none,none
Manuel De Luca,Torino Primavera,none
Tomás Rincón,Juventus FC,"Returned after loan spell with UC Sampdoria; date: Jun 30, 2022; fee: End of loan"
Manuel De Luca,Torino Primavera,none
Mirko Valdifiori,SSC Napoli,none
Manuel De Luca,Torino Primavera,none
Daniele Baselli,Atalanta BC,Unknown Injury - Return unknown
Manuel De Luca,Torino Primavera,none
Jacopo Segre,Torino Primavera,"Returned after loan spell with AC Perugia Calcio; date: Jun 30, 2022; fee: End of loan"
Manuel De Luca,Torino Primavera,none
Michel Adopo,Torino Primavera,"Returned after loan spell with US Viterbese 1908; date: Jun 30, 2022; fee: End of loan"
Manuel De Luca,Torino Primavera,none
Nathan Buaka,none,none
Manuel De Luca,Torino Primavera,none
Roberto Soriano,Villarreal CF,"Medial Collateral Ligament Injury - Return expected on Jun 9, 2023"
Manuel De Luca,Torino Primavera,none
Álex Berenguer,CA Osasuna,none
Manuel De Luca,Torino Primavera,none
Iago Falque,AS Roma,Tibia Fracture - Return unknown
Manuel De Luca,Torino Primavera,none
Simone Edera,Torino Primavera,none
Manuel De Luca,Torino Primavera,none
Andrea Belotti,US Palermo,none
Manuel De Luca,Torino Primavera,none
Simone Zaza,Valencia CF,none
Manuel De Luca,Torino Primavera,none
Vitalie Damascan,FC Sheriff Tiraspol,none
Manuel De Luca,Torino Primavera,none
Nicola Rauti,none,none
Manuel De Luca,Torino Primavera,none
Karlo Butic,Torino Primavera,none
Manuel De Luca,Torino Primavera,none
Vid Belec,Benevento Calcio,none
Jamie Yayi Mpie,none,none
Wladimiro Falcone,Sampdoria Primavera,none
Jamie Yayi Mpie,none,none
Titas Krapikas,none,none
Jamie Yayi Mpie,none,none
Joachim Andersen,Twente Enschede FC,none
Jamie Yayi Mpie,none,none
Lorenzo Tonelli,SSC Napoli,none
Jamie Yayi Mpie,none,none
Lorenco Simic,HNK Hajduk Split,none
Jamie Yayi Mpie,none,none
Erasmo Mulè,Trapani Calcio,none
Jamie Yayi Mpie,none,none
Maxime Leverbe,Pisa Sporting Club,"On loan from Pisa Sporting Club until Jun 30, 2023"
Jamie Yayi Mpie,none,none
Nicola Murru,Cagliari Calcio,none
Jamie Yayi Mpie,none,none
Júnior Tavares,São Paulo Futebol Clube,none
Jamie Yayi Mpie,none,none
Michal Tomic,none,none
Jamie Yayi Mpie,none,none
Carlo Romei,Sampdoria Primavera,none
Jamie Yayi Mpie,none,none
David Ivan,Sampdoria Primavera,none
Jamie Yayi Mpie,none,none
Dennis Praet,RSC Anderlecht,none
Jamie Yayi Mpie,none,none
Ronaldo Vieira,Leeds United,none
Jamie Yayi Mpie,none,none
Édgar Barreto,US Palermo,none
Jamie Yayi Mpie,none,none
Antonio Palumbo,Ternana Calcio,none
Jamie Yayi Mpie,none,none
Roberto Criscuolo,none,none
Jamie Yayi Mpie,none,none
Gabriele Rolando,none,none
Jamie Yayi Mpie,none,none
Gastón Ramírez,Middlesbrough FC,none
Jamie Yayi Mpie,none,none
Valerio Verre,Delfino Pescara 1936,none
Jamie Yayi Mpie,none,none
Federico Furlan,SSC Bari,none
Jamie Yayi Mpie,none,none
Gianluca Caprari,Inter Milan,"Returned after loan spell with Hellas Verona; date: Jun 30, 2022; fee: End of loan"
Jamie Yayi Mpie,none,none
Grégoire Defrel,AS Roma,none
Jamie Yayi Mpie,none,none
Dawid Kownacki,Lech Poznan,none
Jamie Yayi Mpie,none,none
Federico Bonazzoli,Inter Milan,"Returned after loan spell with US Salernitana 1919; date: Jun 30, 2022; fee: End of loan"
Jamie Yayi Mpie,none,none
Marco Sau,Cagliari Calcio,none
Jamie Yayi Mpie,none,none
Ibourahima Baldé,none,none
Jamie Yayi Mpie,none,none
Domenico Cuomo,none,none
Jamie Yayi Mpie,none,none
Alex Meret,Udinese Primavera,none
Emanuele Rovini,Empoli FC ,none
Simone Scuffet,Udinese Primavera,none
Emanuele Rovini,Empoli FC ,none
Nícolas,Hellas Verona,none
Emanuele Rovini,Empoli FC ,none
Manuel Gasparini,Udinese Primavera,"Returned after loan spell with FC Legnago Salus; date: Jan 31, 2022; fee: End of loan"
Emanuele Rovini,Empoli FC ,none
Samir Caetano,CR Flamengo,none
Emanuele Rovini,Empoli FC ,none
Bram Nuytinck,RSC Anderlecht,none
Emanuele Rovini,Empoli FC ,none
Sebastien De Maio,Bologna FC 1909,none
Emanuele Rovini,Empoli FC ,none
Molla Wagué,Granada CF,none
Emanuele Rovini,Empoli FC ,none
Danilo,Desportivo Brasil Ltda (SP),none
Emanuele Rovini,Empoli FC ,none
Pawel Bochniewicz,Udinese Primavera,none
Emanuele Rovini,Empoli FC ,none
Filip Vasko,none,none
Emanuele Rovini,Empoli FC ,none
Marvin Zeegelaar,Without Club,"Joined from Without Club; date: Mar 7, 2023; fee: -"
Emanuele Rovini,Empoli FC ,none
Jens Stryger Larsen,Austria Vienna,none
Emanuele Rovini,Empoli FC ,none
Rolando Mandragora,Juventus FC,none
Emanuele Rovini,Empoli FC ,none
Valon Behrami,Watford FC,none
Emanuele Rovini,Empoli FC ,none
Rodrigo de Paul,Valencia CF,none
Emanuele Rovini,Empoli FC ,none
Andrija Balic,HNK Hajduk Split,none
Emanuele Rovini,Empoli FC ,none
Emmanuel Badu,Berekum Arsenal,none
Emanuele Rovini,Empoli FC ,none
Emil Hallfredsson,Without Club,none
Emanuele Rovini,Empoli FC ,none
Thomas Battistella,none,"Returned after loan spell with Carrarese Calcio 1908; date: Jun 30, 2022; fee: End of loan"
Emanuele Rovini,Empoli FC ,none
Antonin Barak,SK Slavia Prague,none
Emanuele Rovini,Empoli FC ,none
Darwin Machís,Granada CF,none
Emanuele Rovini,Empoli FC ,none
Marco D'Alessandro,Atalanta BC,none
Emanuele Rovini,Empoli FC ,none
Ryder Matos,ACF Fiorentina,none
Emanuele Rovini,Empoli FC ,none
Stefano Okaka,Watford FC,Unknown Injury - Return unknown
Emanuele Rovini,Empoli FC ,none
Riad Bajic,Konyaspor,"Returned after loan spell with Brescia Calcio; date: Jun 30, 2022; fee: End of loan"
Emanuele Rovini,Empoli FC ,none
Stipe Perica,Chelsea FC,none
Emanuele Rovini,Empoli FC ,none
Miloš Bočić,none,none
Emanuele Rovini,Empoli FC ,none
Jandrei,Associação Chapecoense de Futebol,Hand Injury - Return unknown
Franco Ferrari,AD Valdinievole Montecatini,none
Federico Marchetti,SS Lazio,none
