player_name,signed_from,discription
Andrey Galabinov,Novara Calcio 1908,none
Isaac Cofie,Chievo Verona,none
Andrey Galabinov,Novara Calcio 1908,none
Daniel Bessa,Hellas Verona,none
Andrey Galabinov,Novara Calcio 1908,none
Stephane Omeonga,US Avellino 1912,none
Andrey Galabinov,Novara Calcio 1908,none
Petar Brlek,Wisla Kraków,none
Andrey Galabinov,Novara Calcio 1908,none
Darko Lazovic,Red Star Belgrade,Hamstring Injury - Return unknown
Andrey Galabinov,Novara Calcio 1908,none
Ricardo Centurión,São Paulo Futebol Clube,none
Andrey Galabinov,Novara Calcio 1908,none
Iuri Medeiros,Sporting CP,none
Andrey Galabinov,Novara Calcio 1908,none
Thomas Rodríguez,CA Banfield,none
Andrey Galabinov,Novara Calcio 1908,none
Goran Pandev,Galatasaray,none
Andrey Galabinov,Novara Calcio 1908,none
Pietro Pellegri,Genoa Primavera,none
Andrey Galabinov,Novara Calcio 1908,none
Eddie Salcedo,Inter Milan,"On loan from Inter Milan until Jun 30, 2023"
Andrey Galabinov,Novara Calcio 1908,none
Giuseppe Rossi,Without Club,none
Andrey Galabinov,Novara Calcio 1908,none
Leonardo Marson,US Palermo,none
Alessandro Matri,AC Milan,none
Giacomo Satalino,Sassuolo Primavera,none
Alessandro Matri,AC Milan,none
Mauricio Lemos,UD Las Palmas,none
Alessandro Matri,AC Milan,none
Timo Letschert,FC Utrecht,none
Alessandro Matri,AC Milan,none
Martin Erlic,Spezia Calcio,"Joined from Spezia Calcio; date: Jul 1, 2022; fee: €3.00m"
Alessandro Matri,AC Milan,none
Paolo Cannavaro,SSC Napoli,none
Alessandro Matri,AC Milan,none
Cristian Dell'Orco,Parma Calcio 1913,Cruciate Ligament Rupture - Return unknown
Alessandro Matri,AC Milan,none
Riccardo Marchizza,AS Roma,"Returned after loan spell with FC Empoli; date: Jun 30, 2022; fee: End of loan"
Alessandro Matri,AC Milan,none
Claud Adjapong,Sassuolo Primavera,"Returned after loan spell with Reggina 1914; date: Jun 30, 2022; fee: End of loan"
Alessandro Matri,AC Milan,none
Luca Mazzitelli,AS Roma,none
Alessandro Matri,AC Milan,none
Alfred Duncan,UC Sampdoria,none
Alessandro Matri,AC Milan,none
Francesco Cassata,Juventus FC,none
Alessandro Matri,AC Milan,none
Davide Frattesi,AS Roma,none
Alessandro Matri,AC Milan,none
Daniele Cipolla,none,none
Alessandro Matri,AC Milan,none
Nicholas Pierini,Sassuolo Primavera,none
Alessandro Matri,AC Milan,none
Domenico Berardi,Juventus FC,none
Alessandro Matri,AC Milan,none
Giacomo Raspadori,Sassuolo Primavera,"Joining: SSC Napoli; date: Jul 1, 2023; fee: €26.00m"
Alessandro Matri,AC Milan,none
Diego Falcinelli,Foligno Calcio,none
Alessandro Matri,AC Milan,none
Gianluca Scamacca,Sassuolo Primavera,"Knee Injury - Return expected on May 31, 2023"
Alessandro Matri,AC Milan,none
Orestis Karnezis,Panathinaikos Athens,none
Ewandro Costa,São Paulo Futebol Clube,none
Albano Bizzarri,Delfino Pescara 1936,none
Ewandro Costa,São Paulo Futebol Clube,none
Manuel Gasparini,Udinese Primavera,"Returned after loan spell with FC Legnago Salus; date: Jan 31, 2022; fee: End of loan"
Ewandro Costa,São Paulo Futebol Clube,none
Samir Caetano,CR Flamengo,none
Ewandro Costa,São Paulo Futebol Clube,none
Molla Wagué,Granada CF,none
Ewandro Costa,São Paulo Futebol Clube,none
Gabriele Angella,Watford FC,none
Ewandro Costa,São Paulo Futebol Clube,none
Pawel Bochniewicz,Udinese Primavera,none
Ewandro Costa,São Paulo Futebol Clube,none
Aldo Caiazza,none,none
Ewandro Costa,São Paulo Futebol Clube,none
Ali Adnan,Caykur Rizespor,"No eligibility - until Jun 30, 2023 - cross-competition"
Ewandro Costa,São Paulo Futebol Clube,none
Jens Stryger Larsen,Austria Vienna,none
Ewandro Costa,São Paulo Futebol Clube,none
Andrea Donadello,none,none
Ewandro Costa,São Paulo Futebol Clube,none
Simone Pontisso,Udinese Primavera,none
Ewandro Costa,São Paulo Futebol Clube,none
Rodrigo de Paul,Valencia CF,none
Ewandro Costa,São Paulo Futebol Clube,none
Emil Hallfredsson,Without Club,none
Ewandro Costa,São Paulo Futebol Clube,none
Mak Varesanovic,none,none
Ewandro Costa,São Paulo Futebol Clube,none
Antonin Barak,SK Slavia Prague,none
Ewandro Costa,São Paulo Futebol Clube,none
Nicolás Garmendia,none,none
Ewandro Costa,São Paulo Futebol Clube,none
Franck Djoulou,none,none
Ewandro Costa,São Paulo Futebol Clube,none
Nabil Jaadi,none,none
Ewandro Costa,São Paulo Futebol Clube,none
Cyril Théréau,Chievo Verona,none
Ewandro Costa,São Paulo Futebol Clube,none
Riad Bajic,Konyaspor,"Returned after loan spell with Brescia Calcio; date: Jun 30, 2022; fee: End of loan"
Ewandro Costa,São Paulo Futebol Clube,none
Rodrigo Aguirre,Liverpool FC Montevideo,none
Ewandro Costa,São Paulo Futebol Clube,none
Maxi López,Torino FC,Red card suspension -  - Italy Cup - 3 matchdays
Ewandro Costa,São Paulo Futebol Clube,none
Angelo da Costa,UC Sampdoria,none
Rodrigo Palacio,Inter Milan,none
Federico Ravaglia,Bologna Primavera,"Returned after loan spell with Reggina 1914; date: Jan 13, 2023; fee: End of loan"
Rodrigo Palacio,Inter Milan,none
Thomas Fantoni,none,none
Rodrigo Palacio,Inter Milan,none
Simone Romagnoli,Empoli FC ,none
Rodrigo Palacio,Inter Milan,none
Giancarlo González,US Palermo,none
Rodrigo Palacio,Inter Milan,none
Daniele Gastaldello,UC Sampdoria,none
Rodrigo Palacio,Inter Milan,none
Adam Masina,Bologna Primavera,none
Rodrigo Palacio,Inter Milan,none
Gianluca Frabotta,none,none
Rodrigo Palacio,Inter Milan,none
Emil Krafth,Helsingborgs IF,"Cruciate Ligament Rupture - Return expected on May 31, 2023"
Rodrigo Palacio,Inter Milan,none
Erick Pulgar,CD Universidad Católica,none
Rodrigo Palacio,Inter Milan,none
Lorenzo Crisetig,Inter Milan,none
Rodrigo Palacio,Inter Milan,none
Andrea Poli,AC Milan,Cruciate Ligament Injury - Return unknown
Rodrigo Palacio,Inter Milan,none
Blerim Dzemaili,Galatasaray,none
Rodrigo Palacio,Inter Milan,none
Kingsley Michael,Bologna Primavera,"Returned after loan spell with SV Ried; date: Apr 30, 2023; fee: End of loan"
Rodrigo Palacio,Inter Milan,none
Simone Verdi,AC Milan,none
Rodrigo Palacio,Inter Milan,none
Federico Di Francesco,SS Virtus Lanciano,none
Rodrigo Palacio,Inter Milan,none
Riccardo Orsolini,Juventus FC,"Indirect card suspension - until May 29, 2023 - Serie A - 1 matchday"
Rodrigo Palacio,Inter Milan,none
Orji Okwonkwo,Bologna Primavera,"Returned after loan spell with AS Cittadella; date: Jun 30, 2022; fee: End of loan"
Rodrigo Palacio,Inter Milan,none
Mattia Destro,AS Roma,none
Rodrigo Palacio,Inter Milan,none
Bruno Petkovic,Trapani Calcio,none
Rodrigo Palacio,Inter Milan,none
Rafael,Hellas Verona,none
Luca Gagliano,Cagliari Primavera,none
Riccardo Daga,none,none
Luca Gagliano,Cagliari Primavera,none
Filippo Romagna,Juventus FC,none
Luca Gagliano,Cagliari Primavera,none
Luca Ceppitelli,Parma FC,none
Luca Gagliano,Cagliari Primavera,none
Marco Capuano,Delfino Pescara 1936,none
Luca Gagliano,Cagliari Primavera,none
Andrea Cadili,none,none
Luca Gagliano,Cagliari Primavera,none
Charalampos Lykogiannis,SK Sturm Graz,none
Luca Gagliano,Cagliari Primavera,none
Mattia Pitzalis,none,none
Luca Gagliano,Cagliari Primavera,none
Antonio Balzano,Delfino Pescara 1936,none
Luca Gagliano,Cagliari Primavera,none
Luca Cigarini,UC Sampdoria,none
Luca Gagliano,Cagliari Primavera,none
Nicolò Barella,Cagliari Primavera,none
Luca Gagliano,Cagliari Primavera,none
Artur Ionita,Hellas Verona,none
Luca Gagliano,Cagliari Primavera,none
Fabrizio Caligara,Juventus Primavera,"Returned after loan spell with Ascoli Calcio; date: Jun 30, 2022; fee: End of loan"
Luca Gagliano,Cagliari Primavera,none
Simone Padoin,Juventus FC,none
Luca Gagliano,Cagliari Primavera,none
Andrea Cossu,Olbia Calcio 1905,none
Luca Gagliano,Cagliari Primavera,none
Leonardo Pavoletti,SSC Napoli,none
Luca Gagliano,Cagliari Primavera,none
Kwang-song Han,ISM Academy,none
Luca Gagliano,Cagliari Primavera,none
Marco Sau,US Foggia,none
Luca Gagliano,Cagliari Primavera,none
Niccolò Giannetti,Spezia Calcio,"Fracture-dislocation of the ankle - Return expected on Oct 2, 2023"
Luca Gagliano,Cagliari Primavera,none
Marco Borriello,Atalanta BC,none
Luca Gagliano,Cagliari Primavera,none
Alfred Gomis,Torino FC,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Giacomo Poluzzi,Fidelis Andria,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Francesco Vicari,Novara Calcio 1908,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Lorenco Simic,UC Sampdoria,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Thiago Cionek,US Palermo,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Michele Cremonesi,FC Crotone,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Daniele Gasparetto,AS Cittadella,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Lorenzo Polvani,US Città di Pontedera,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Renato Vischi,none,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Boukary Dramé,Atalanta BC,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Manuel Lazzari,AC Giacomense,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Federico Viviani,Hellas Verona,Suspended -  - Serie B
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Pasquale Schiattarella,US Latina Calcio,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Alberto Grassi,SSC Napoli,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Luca Rizzo,Bologna FC 1909,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Mattia Vitale,Juventus FC,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Alessandro Bellemo,Biancoscudati Padova,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Alberto Paloschi,Atalanta BC,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Federico Bonazzoli,UC Sampdoria,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Sergio Floccari,Bologna FC 1909,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Gabriel Barbosa,none,none
Leonardo Ubaldi,none,Red card suspension -  - cross-competition - 3 matchdays
Alberto Brignoli,Juventus FC,none
Karamoko Cissé,Casertana FC,none
Riccardo Piscitelli,Milan Primavera,none
Karamoko Cissé,Casertana FC,none
Gianluca Volzone,none,none
Karamoko Cissé,Casertana FC,none
Berat Djimsiti,Atalanta BC,none
Karamoko Cissé,Casertana FC,none
Jean-Claude Billong,NK Maribor,none
Karamoko Cissé,Casertana FC,none
Andrea Costa,Empoli FC ,none
Karamoko Cissé,Casertana FC,none
Fabio Lucioni,Reggina Calcio,none
Karamoko Cissé,Casertana FC,none
Christian Rutjens,Without Club,none
Karamoko Cissé,Casertana FC,none
Achraf Lazaar,Newcastle United,none
Karamoko Cissé,Casertana FC,none
Gaetano Letizia,Carpi FC 1909,none
Karamoko Cissé,Casertana FC,none
Bright Gyamfi,Without Club,none
Karamoko Cissé,Casertana FC,none
Sandro,Antalyaspor,none
Karamoko Cissé,Casertana FC,none
Nicolas Viola,Novara Calcio 1908,none
Karamoko Cissé,Casertana FC,none
Mirko Eramo,UC Sampdoria,none
Karamoko Cissé,Casertana FC,none
Giovanni Volpicelli,Benevento Primavera,none
Karamoko Cissé,Casertana FC,none
Siriky Sanogo,Benevento Primavera,"Returned after loan spell with FC Schaffhausen; date: Jun 30, 2022; fee: End of loan"
Karamoko Cissé,Casertana FC,none
Filip Djuricic,UC Sampdoria,none
Karamoko Cissé,Casertana FC,none
Amato Ciciretti,AS Roma,Unknown Injury - Return unknown
Karamoko Cissé,Casertana FC,none
Cristiano Lombardi,SS Lazio,Unknown Injury - Return unknown
Karamoko Cissé,Casertana FC,none
Enrico Brignola,US Sassuolo,"Joining: US Catanzaro; date: Jul 1, 2023; fee: ?"
Karamoko Cissé,Casertana FC,none
George Puscas,Inter Milan,none
Karamoko Cissé,Casertana FC,none
Pietro Iemmello,US Sassuolo,none
Karamoko Cissé,Casertana FC,none
Massimo Coda,US Salernitana 1919,none
Karamoko Cissé,Casertana FC,none
Vincenzo Pinto,none,none
Karamoko Cissé,Casertana FC,none
Marco Silvestri,Leeds United,none
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Nicola Borghetto,AC Belluno 1905,"Returned after loan spell with Monterosi Tuscia FC; date: Jun 30, 2022; fee: End of loan"
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Jagos Vukovic,Olympiacos Piraeus,none
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Alex Ferrari,Bologna FC 1909,none
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Matteo Bianchetti,FC Internazionale,none
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Samuel Souprayen,Dijon FCO,none
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Nicolò Cherubin,Bologna FC 1909,none
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Marash Kumbulla,Hellas Verona Primavera,"Cruciate Ligament Injury - Return expected on Sep 5, 2023"
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Michelangelo Albertazzi,AC Milan,none
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Bruno Zuculini,Manchester City,"Partial damage to the cruciate ligament - Return expected on Jun 30, 2023"
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Andrea Danzi,Hellas Verona Primavera,none
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Rômulo,ACF Fiorentina,none
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Mattia Valoti,UC AlbinoLeffe,none
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Simone Calvano,Milan Primavera,none
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Mohamed Fares,Hellas Verona Primavera,none
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Seung-woo Lee,FC Barcelona B,none
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Mattia Zaccagni,Hellas Verona Primavera,"Returned after loan spell with SS Lazio; date: Jun 30, 2022; fee: End of loan"
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Alessio Cerci,Atlético de Madrid,none
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Moise Kean,Juventus FC,none
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Giampaolo Pazzini,AC Milan,none
Lubomir Tupta,Hellas Verona Primavera,"Returned after loan spell with FC Slovan Liberec; date: Jun 30, 2022; fee: End of loan"
Andrea Seculin,ACF Fiorentina,none
Alejandro Rodríguez,AC Cesena,none
Filippo Pavoni,Chievo Primavera,none
Alejandro Rodríguez,AC Cesena,none
Nenad Tomović,ACF Fiorentina,none
Alejandro Rodríguez,AC Cesena,none
Alessandro Gamberini,SSC Napoli,none
Alejandro Rodríguez,AC Cesena,none
Bostjan Cesar,Grenoble Foot 38,none
Alejandro Rodríguez,AC Cesena,none
Massimo Gobbi,Parma Calcio 1913,none
Alejandro Rodríguez,AC Cesena,none
Fabrizio Cacciatore,UC Sampdoria,none
Alejandro Rodríguez,AC Cesena,none
Nicolas Frey,Without Club,none
Alejandro Rodríguez,AC Cesena,none
Nicola Rigoni,Vicenza Calcio,none
Alejandro Rodríguez,AC Cesena,none
Samuel Bastien,RSC Anderlecht,none
Alejandro Rodríguez,AC Cesena,none
Antonio Cinelli,Cagliari Calcio,none
Alejandro Rodríguez,AC Cesena,none
Emanuele Giaccherini,SSC Napoli,none
Alejandro Rodríguez,AC Cesena,none
Pawel Jaroszynski,Cracovia,none
Alejandro Rodríguez,AC Cesena,none
Valter Birsa,AC Milan,none
Alejandro Rodríguez,AC Cesena,none
Emanuel Vignato,Bologna FC 1909,none
Alejandro Rodríguez,AC Cesena,none
Roberto Inglese,SSC Napoli,none
Alejandro Rodríguez,AC Cesena,none
Riccardo Meggiorini,Torino FC,none
Alejandro Rodríguez,AC Cesena,none
Sergio Pellissier,Varese FC,none
Alejandro Rodríguez,AC Cesena,none
Marco Festa,AC Mantova,none
Marco Tumminello,Atalanta BC,none
Giacomo Figliuzzi,Crotone Primavera,none
Marco Tumminello,Atalanta BC,none
Federico Ceccherini,AS Livorno,none
Marco Tumminello,Atalanta BC,none
Marco Capuano,Cagliari Calcio,none
Marco Tumminello,Atalanta BC,none
Leandro Cabrera,Real Zaragoza,none
Marco Tumminello,Atalanta BC,none
Daniel Pavlovic,UC Sampdoria,none
Marco Tumminello,Atalanta BC,none
Bruno Martella,UC Sampdoria,none
Marco Tumminello,Atalanta BC,none
Mario Sampirisi,Vicenza Calcio,none
Marco Tumminello,Atalanta BC,none
Andrea Barberis,Varese Calcio,none
Marco Tumminello,Atalanta BC,none
Ahmad Benali,Delfino Pescara 1936,"Returned after loan spell with Pisa Sporting Club; date: Jun 30, 2022; fee: End of loan"
Marco Tumminello,Atalanta BC,none
Giovanni Crociata,AC Milan,none
Marco Tumminello,Atalanta BC,none
Mariano Izco,Chievo Verona,none
Marco Tumminello,Atalanta BC,none
Pasquale Giannotti,none,none
Marco Tumminello,Atalanta BC,none
Andrej Kotnik,ND Gorica,none
Marco Tumminello,Atalanta BC,none
Aleksandar Tonev,Frosinone Calcio,none
Marco Tumminello,Atalanta BC,none
Andrea Nalini,US Salernitana 1919,none
Marco Tumminello,Atalanta BC,none
Moussa Diaby,Paris Saint-Germain B,none
Marco Tumminello,Atalanta BC,none
Marcello Trotta,US Sassuolo,none
Marco Tumminello,Atalanta BC,none
Simy,Portimonense SC,Unknown Injury - Return unknown
Marco Tumminello,Atalanta BC,none
Luka Markovic,FK Čukarički U19,none
Marco Tumminello,Atalanta BC,none
Emil Audero,Juventus Primavera,"Shoulder Injury - Return expected on Jun 30, 2023"
Pablo Moreno,none,none
Carlo Pinsoglio,Vicenza Calcio,none
Pablo Moreno,none,none
Mattia Del Favero,none,none
Pablo Moreno,none,none
Daniele Rugani,Empoli FC ,none
Pablo Moreno,none,none
Giorgio Chiellini,ACF Fiorentina,Unknown Injury - Return unknown
Pablo Moreno,none,none
Andrea Barzagli,VfL Wolfsburg,none
Pablo Moreno,none,none
Dario Del Fabro,Cagliari Calcio,none
Pablo Moreno,none,none
Luca Coccolo,none,"Cruciate Ligament Rupture - Return expected on Sep 14, 2023"
Pablo Moreno,none,none
Alex Sandro,FC Porto,none
Pablo Moreno,none,none
Rogério,none,none
Pablo Moreno,none,none
Mattia De Sciglio,AC Milan,Cruciate Ligament Injury - Return unknown
Pablo Moreno,none,none
Emre Can,Liverpool FC,none
Pablo Moreno,none,none
Miralem Pjanic,AS Roma,Unknown Injury - Return unknown
Pablo Moreno,none,none
Blaise Matuidi,Paris Saint-Germain,none
Pablo Moreno,none,none
Sami Khedira,Real Madrid,none
Pablo Moreno,none,none
Hans Nicolussi Caviglia,none,none
Pablo Moreno,none,none
Grigoris Kastanos,none,none
Pablo Moreno,none,none
Nicolò Fagioli,Juventus U23,"Returned after loan spell with US Cremonese; date: Jun 30, 2022; fee: End of loan"
Pablo Moreno,none,none
Nicola Mosti,none,none
Pablo Moreno,none,none
Stephy Mavididi,none,none
Pablo Moreno,none,none
Douglas Costa,Bayern Munich,"Returned after loan spell with Grêmio Foot-Ball Porto Alegrense; date: Jun 30, 2022; fee: End of loan"
Pablo Moreno,none,none
Luca Clemenza,none,none
Pablo Moreno,none,none
Stefano Beltrame,UC Sampdoria,none
Pablo Moreno,none,none
Cristiano Ronaldo,Real Madrid,none
Pablo Moreno,none,none
Gonzalo Higuaín,SSC Napoli,none
Pablo Moreno,none,none
Alberto Cerri,Parma Calcio 1913,none
Pablo Moreno,none,none
Leonardo Mancuso,Delfino Pescara 1936,none
Pablo Moreno,none,none
Stefano Padovan,none,none
Pablo Moreno,none,none
Davide Cais,Atalanta Primavera,none
Pablo Moreno,none,none
Luigi Sepe,Napoli Primavera,none
Carlos Vinícius,Real SC,none
Orestis Karnezis,Udinese Calcio,none
Carlos Vinícius,Real SC,none
Davide Marfella,SSC Bari,none
Carlos Vinícius,Real SC,none
Alessandro D'Andrea,none,none
Carlos Vinícius,Real SC,none
Antonio Pio Daniele,none,none
Carlos Vinícius,Real SC,none
Nikola Maksimovic,Torino FC,none
Carlos Vinícius,Real SC,none
Raúl Albiol,Real Madrid,none
Carlos Vinícius,Real SC,none
Sebastiano Luperto,Napoli Primavera,none
Carlos Vinícius,Real SC,none
Faouzi Ghoulam,AS Saint-Étienne,none
Carlos Vinícius,Real SC,none
Armando Anastasio,none,none
Carlos Vinícius,Real SC,none
Elseid Hysaj,Empoli FC ,none
Carlos Vinícius,Real SC,none
Pio Schiavi,none,none
Carlos Vinícius,Real SC,none
Amadou Diawara,Bologna FC 1909,none
Carlos Vinícius,Real SC,none
Umberto Otranto,none,none
Carlos Vinícius,Real SC,none
Piotr Zielinski,Udinese Calcio,none
Carlos Vinícius,Real SC,none
Alberto Grassi,Atalanta BC,none
Carlos Vinícius,Real SC,none
Zinédine Machach,FC Toulouse,"Returned after loan spell with Budapest Honvéd FC; date: Jun 30, 2022; fee: End of loan"
Carlos Vinícius,Real SC,none
Antonio Romano,none,none
Carlos Vinícius,Real SC,none
Simone Verdi,Bologna FC 1909,none
Carlos Vinícius,Real SC,none
Lorenzo Insigne,Napoli Primavera,none
Carlos Vinícius,Real SC,none
Leandrinho,Associação Atlética Ponte Preta,none
Carlos Vinícius,Real SC,none
Raffaele Russo,none,Cruciate Ligament Surgery - Return unknown
Carlos Vinícius,Real SC,none
Adam Ounas,FC Girondins Bordeaux,none
Carlos Vinícius,Real SC,none
Amato Ciciretti,Benevento Calcio,Unknown Injury - Return unknown
Carlos Vinícius,Real SC,none
Dries Mertens,PSV Eindhoven,none
Carlos Vinícius,Real SC,none
Roberto Inglese,Chievo Verona,none
Carlos Vinícius,Real SC,none
Gennaro Tutino,none,"Returned after loan spell with Parma Calcio 1913; date: Jun 30, 2022; fee: End of loan"
Carlos Vinícius,Real SC,none
Samir Handanovic,Udinese Calcio,none
Andrea Adorante,none,none
Daniele Padelli,Torino FC,none
Andrea Adorante,none,none
Marco Pissardo,none,none
Andrea Adorante,none,none
Milan Skriniar,UC Sampdoria,"Joining: Without Club; date: Jul 1, 2023; fee: -"
Andrea Adorante,none,none
Alessandro Bastoni,Atalanta BC,none
Andrea Adorante,none,none
Zinho Vanheusden,Standard Liège,none
Andrea Adorante,none,none
Miranda,Atlético de Madrid,none
Andrea Adorante,none,none
Manuel Lombardoni,none,none
Andrea Adorante,none,none
Dalbert,OGC Nice,"Joining: Without Club; date: Jul 1, 2023; fee: -"
Andrea Adorante,none,none
Federico Dimarco,FC Sion,none
Andrea Adorante,none,none
Andrea Cagnano,none,none
Andrea Adorante,none,none
Cédric Soares,Southampton FC,none
Andrea Adorante,none,none
Alessandro Mattioli,none,none
Andrea Adorante,none,none
Marcelo Brozovic,GNK Dinamo Zagreb,none
Andrea Adorante,none,none
Matías Vecino,ACF Fiorentina,none
Andrea Adorante,none,none
Roberto Gagliardini,Atalanta BC,"Joining: Without Club; date: Jul 1, 2023; fee: -"
Andrea Adorante,none,none
Lorenzo Gavioli,none,"Returned after loan spell with Reggina 1914; date: Jun 30, 2022; fee: End of loan"
Andrea Adorante,none,none
Maj Roric,none,none
Andrea Adorante,none,none
Tommaso Brignoli,none,none
Andrea Adorante,none,none
Ivan Perisic,VfL Wolfsburg,none
Andrea Adorante,none,none
Xian Emmers,Inter Milan Primavera,none
Andrea Adorante,none,none
Matteo Politano,US Sassuolo,none
Andrea Adorante,none,none
Davide Merola,none,none
Andrea Adorante,none,none
Matteo Rover,none,none
Andrea Adorante,none,none
Moussa Souare,none,none
Andrea Adorante,none,none
Lautaro Martínez,Racing Club,none
Andrea Adorante,none,none
Andrea Pinamonti,Genoa CFC,"Joining: US Sassuolo; date: Jul 1, 2023; fee: €20.00m"
Andrea Adorante,none,none
Eddie Salcedo,Genoa CFC,none
Andrea Adorante,none,none
Samuele Longo,Inter Milan Primavera,none
Andrea Adorante,none,none
Sebastiano Esposito,Inter Milan Primavera,none
Andrea Adorante,none,none
Alessandro Plizzari,Milan Primavera,"Returned after loan spell with US Lecce; date: Jun 30, 2022; fee: End of loan"
Ismet Sinani,none,none
Antonio Donnarumma,Asteras Tripolis,Red card suspension -  - cross-competition - 2 matchdays
Ismet Sinani,none,none
Alessio Romagnoli,AS Roma,none
Ismet Sinani,none,none
Ricardo Rodríguez,VfL Wolfsburg,none
Ismet Sinani,none,none
Gustavo Gómez,Club Atlético Lanús,none
Ismet Sinani,none,none
Stefan Simic,Milan Primavera,none
Ismet Sinani,none,none
Diego Laxalt,Genoa CFC,none
Ismet Sinani,none,none
Gian Filippo Felicioli,Milan Primavera,none
Ismet Sinani,none,none
Andrés Llamas,none,none
Ismet Sinani,none,none
Andrea Conti,Atalanta BC,"tendon irritation - Return expected on Jun 23, 2023"
Ismet Sinani,none,none
Raoul Bellanova,none,none
Ismet Sinani,none,none
Manuel Locatelli,Milan Primavera,none
Ismet Sinani,none,none
Riccardo Montolivo,ACF Fiorentina,none
Ismet Sinani,none,none
Franck Kessié,Atalanta BC,none
Ismet Sinani,none,none
Hakan Calhanoglu,Bayer 04 Leverkusen,none
Ismet Sinani,none,none
José Mauri,Parma Calcio 1913,Ruptured ligaments - Return unknown
Ismet Sinani,none,none
Marco Brescianini,none,none
Ismet Sinani,none,none
Alen Halilovic,Hamburger SV,none
Ismet Sinani,none,none
Suso,Liverpool FC,none
Ismet Sinani,none,none
Krzysztof Piatek,Genoa CFC,none
Ismet Sinani,none,none
