,player_id,season,Age,Competition,Club,club_id,position_group,New_season,Squad,Appearances,PPG,Goals,Assists,Penalty goals,Minutes per goal,market_value
1616,473050,2020,18,Bundesliga,SC Freiburg,60,Attack,False,2,0,0.0,0,0,0,0,450000.0
1617,42936,2021,32,Bundesliga,SC Freiburg,60,Attack,False,27,22,1.68,5,1,0,113,1500000.0
1620,273054,2021,26,Bundesliga,SC Freiburg,60,Attack,False,3,1,1.0,0,0,0,0,400000.0
1621,297583,2021,21,Bundesliga,SC Freiburg,60,Attack,False,32,32,1.59,5,2,0,358,5500000.0
1622,332798,2021,24,Bundesliga,SC Freiburg,60,Attack,False,31,31,1.58,4,5,0,390,12000000.0
1623,335457,2021,23,Bundesliga,SC Freiburg,60,Attack,False,33,31,1.71,2,3,0,428,6000000.0
1625,392163,2021,19,Bundesliga,SC Freiburg,60,Attack,False,20,10,1.5,0,2,0,0,1700000.0
1628,67063,2018,27,Premier League,Arsenal FC,11,Attack,False,10,8,2.5,1,1,0,147,12000000.0
1629,93720,2018,27,Premier League,Arsenal FC,11,Attack,False,37,35,1.74,13,10,0,192,70000000.0
1630,340324,2018,19,Premier League,Arsenal FC,11,Attack,False,19,5,1.8,1,0,0,62,8000000.0
1632,58864,2019,30,Premier League,Arsenal FC,11,Attack,False,36,36,1.5,22,3,2,143,56000000.0
1634,340324,2019,20,Premier League,Arsenal FC,11,Attack,False,14,13,1.85,2,0,0,317,11000000.0
1637,433177,2019,17,Premier League,Arsenal FC,11,Attack,False,32,26,1.42,1,5,0,1753,20000000.0
1638,655488,2019,18,Premier League,Arsenal FC,11,Attack,False,24,14,1.21,3,0,0,219,25000000.0
1641,177065,2020,27,Premier League,Brighton & Hove Albion,1237,Attack,False,1,0,0.0,0,0,0,0,2000000.0
1642,209212,2020,25,Premier League,Brighton & Hove Albion,1237,Attack,False,21,21,1.1,2,1,0,837,9000000.0
1644,345468,2020,21,Premier League,Brighton & Hove Albion,1237,Attack,False,26,9,1.67,0,0,0,0,2500000.0
1645,434207,2020,20,Premier League,Brighton & Hove Albion,1237,Attack,False,28,17,0.88,2,1,0,395,7000000.0
1647,144028,2021,26,Premier League,Brighton & Hove Albion,1237,Attack,False,35,34,1.29,8,3,1,351,20000000.0
1649,177065,2021,28,Premier League,Brighton & Hove Albion,1237,Attack,False,1,0,0.0,0,0,0,0,1000000.0
1652,345468,2021,22,Premier League,Brighton & Hove Albion,1237,Attack,False,3,0,0.0,0,0,0,0,2300000.0
1653,345468,2021,22,Premier League,Brighton & Hove Albion,1237,Attack,False,3,0,0.0,0,0,0,0,2300000.0
1654,434207,2021,21,Premier League,Brighton & Hove Albion,1237,Attack,False,9,4,1.25,0,0,0,0,6000000.0
1655,648046,2021,16,Premier League,Brighton & Hove Albion,1237,Attack,False,17,1,0.0,0,0,0,0,600000.0
1656,45389,2019,30,Serie A,Hellas Verona,276,Attack,False,31,22,0.95,8,0,1,162,1400000.0
1659,119234,2017,25,Bundesliga,1.FSV Mainz 05,39,Attack,False,14,8,1.5,0,0,0,0,500000.0
1660,142281,2017,26,Bundesliga,1.FSV Mainz 05,39,Attack,False,17,11,0.91,0,0,0,0,2000000.0
1661,190289,2017,22,Bundesliga,1.FSV Mainz 05,39,Attack,False,22,17,1.18,2,1,0,448,2000000.0
1665,333647,2018,17,Bundesliga,1.FSV Mainz 05,39,Attack,False,5,4,1.0,0,0,0,0,1750000.0
1668,123682,2019,27,Premier League,AFC Bournemouth,989,Attack,False,35,35,0.89,8,3,0,362,24000000.0
1670,355861,2019,22,Premier League,AFC Bournemouth,989,Attack,False,19,14,0.43,0,0,0,0,9500000.0
1672,282810,2021,23,Serie A,AS Roma,12,Attack,False,35,19,1.05,1,1,0,541,6000000.0
1673,298976,2021,24,Serie A,AS Roma,12,Attack,False,16,5,1.2,0,0,0,0,9000000.0
1674,298976,2021,24,Serie A,AS Roma,12,Attack,False,16,5,1.2,0,0,0,0,9000000.0
1675,331726,2021,23,Serie A,AS Roma,12,Attack,True,37,37,1.7,17,4,3,182,50000000.0
1677,872380,2021,18,Serie A,AS Roma,12,Attack,False,25,17,1.65,2,0,0,332,6000000.0
1678,45320,2020,32,Ligue 1,Paris Saint-Germain,583,Attack,False,29,27,2.04,5,11,0,373,20000000.0
1679,68290,2020,28,Ligue 1,Paris Saint-Germain,583,Attack,False,18,18,1.94,9,6,5,157,100000000.0
1680,68863,2020,27,Ligue 1,Paris Saint-Germain,583,Attack,False,21,20,2.35,7,4,1,153,40000000.0
1684,364135,2020,20,Ligue 1,Paris Saint-Germain,583,Attack,True,30,26,2.23,13,0,0,131,35000000.0
1685,585959,2020,18,Ligue 1,Paris Saint-Germain,583,Attack,False,4,1,0.0,0,0,0,0,10000000.0
1687,58295,2021,31,Ligue 1,Montpellier HSC,969,Attack,False,4,0,0.0,0,0,0,0,300000.0
1688,60540,2021,31,Ligue 1,Montpellier HSC,969,Attack,True,34,34,1.15,4,3,0,493,2500000.0
1689,122797,2021,29,Ligue 1,Montpellier HSC,969,Attack,False,3,3,1.33,2,1,0,135,13000000.0
1690,122797,2021,29,Ligue 1,Montpellier HSC,969,Attack,False,3,3,1.33,2,1,0,135,13000000.0
1693,624920,2021,18,Ligue 1,Montpellier HSC,969,Attack,False,33,23,0.61,0,0,0,0,800000.0
1696,876034,2021,20,Ligue 1,Montpellier HSC,969,Attack,False,7,3,1.0,0,0,0,0,250000.0
1698,251664,2021,25,Premier League,Brentford FC,1148,Attack,False,33,33,1.24,12,5,5,242,35000000.0
1699,251845,2021,24,Premier League,Brentford FC,1148,Attack,False,33,31,1.06,3,2,0,698,14000000.0
1700,388165,2021,24,Premier League,Brentford FC,1148,Attack,True,33,30,1.3,7,1,0,182,12000000.0
1701,404584,2021,22,Premier League,Brentford FC,1148,Attack,False,23,7,0.86,0,1,0,0,4000000.0
1703,465606,2021,21,Premier League,Brentford FC,1148,Attack,False,3,0,0.0,0,0,0,0,3000000.0
1706,177065,2018,25,Premier League,Brighton & Hove Albion,1237,Attack,False,28,23,0.78,3,0,0,291,6000000.0
1708,144028,2019,24,Premier League,Brighton & Hove Albion,1237,Attack,False,34,31,0.97,5,3,0,402,13000000.0
1712,217115,2019,22,Premier League,Brighton & Hove Albion,1237,Attack,False,38,37,1.08,10,3,1,277,17500000.0
1713,434207,2019,19,Premier League,Brighton & Hove Albion,1237,Attack,False,28,24,1.13,3,2,0,420,4000000.0
1715,106270,2019,26,Bundesliga,1.FC Köln,3,Attack,True,30,28,0.96,5,7,1,312,2400000.0
1716,112935,2019,27,Bundesliga,1.FC Köln,3,Attack,True,15,15,1.07,5,6,1,233,6000000.0
1718,472249,2019,17,Bundesliga,1.FC Köln,3,Attack,False,19,12,1.42,0,1,0,0,2300000.0
1720,50512,2020,32,Bundesliga,1.FC Köln,3,Attack,False,13,8,0.75,0,0,0,0,1500000.0
1721,106270,2020,27,Bundesliga,1.FC Köln,3,Attack,False,8,8,1.25,1,0,0,451,3500000.0
1723,448854,2020,22,Bundesliga,1.FC Köln,3,Attack,False,12,9,0.78,0,1,0,0,5000000.0
1724,472249,2020,18,Bundesliga,1.FC Köln,3,Attack,False,28,24,1.0,2,3,0,510,4000000.0
1726,553285,2020,18,Bundesliga,1.FC Köln,3,Attack,False,2,0,0.0,0,0,0,0,300000.0
1729,112935,2021,29,Bundesliga,1.FC Köln,3,Attack,True,30,30,1.5,5,8,0,408,3000000.0
1730,147573,2021,29,Bundesliga,1.FC Köln,3,Attack,False,27,26,1.38,3,1,0,419,2000000.0
1732,522084,2021,19,Bundesliga,1.FC Köln,3,Attack,False,4,0,0.0,0,0,0,0,300000.0
1733,553285,2021,19,Bundesliga,1.FC Köln,3,Attack,False,23,13,1.23,2,0,0,67,2000000.0
1734,66058,2018,27,Bundesliga,VfL Wolfsburg,82,Attack,False,27,26,1.69,6,7,0,283,10000000.0
1735,79501,2018,27,Bundesliga,VfL Wolfsburg,82,Attack,True,24,24,1.58,6,4,0,212,12000000.0
1736,194638,2018,26,Bundesliga,VfL Wolfsburg,82,Attack,False,33,31,1.65,5,1,0,301,5000000.0
1738,293169,2018,20,Bundesliga,VfL Wolfsburg,82,Attack,True,32,25,1.52,3,3,0,471,10000000.0
1741,194638,2019,27,Bundesliga,VfL Wolfsburg,82,Attack,False,32,27,1.37,6,3,0,265,4000000.0
1742,228645,2019,26,Bundesliga,VfL Wolfsburg,82,Attack,False,32,32,1.34,16,3,4,171,21500000.0
1744,314288,2019,20,Bundesliga,VfL Wolfsburg,82,Attack,True,12,6,1.0,0,0,0,0,3600000.0
1745,445939,2019,20,Bundesliga,VfL Wolfsburg,82,Attack,False,9,5,1.4,0,0,0,0,125000.0
1746,66058,2020,29,Bundesliga,VfL Wolfsburg,82,Attack,False,28,18,1.94,0,2,0,0,4000000.0
1747,79501,2020,29,Bundesliga,VfL Wolfsburg,82,Attack,False,26,11,1.09,0,0,0,0,2000000.0
1752,445939,2020,21,Bundesliga,VfL Wolfsburg,82,Attack,False,7,1,1.0,0,0,0,0,2000000.0
1753,535551,2020,18,Bundesliga,VfL Wolfsburg,82,Attack,False,31,19,1.95,2,0,0,126,5000000.0
1754,131996,2019,23,Ligue 1,Olympique Lyon,1041,Attack,False,27,23,1.35,1,3,0,1251,9500000.0
1756,229004,2019,22,Ligue 1,Olympique Lyon,1041,Attack,False,28,27,1.44,16,2,4,137,40000000.0
1758,315110,2019,26,Ligue 1,Olympique Lyon,1041,Attack,True,8,8,1.38,2,1,0,269,14000000.0
1759,418659,2019,19,Ligue 1,Olympique Lyon,1041,Attack,False,3,1,3.0,0,0,0,0,4000000.0
1760,442891,2019,22,Ligue 1,Olympique Lyon,1041,Attack,False,26,23,1.35,1,2,0,1196,10500000.0
1761,131996,2020,24,Ligue 1,Olympique Lyon,1041,Attack,False,2,0,0.0,0,0,0,0,20000000.0
1762,167850,2020,26,Ligue 1,Olympique Lyon,1041,Attack,False,37,37,1.97,20,12,8,147,45000000.0
1763,174915,2020,32,Ligue 1,Olympique Lyon,1041,Attack,True,18,18,1.83,3,1,0,189,3000000.0
1764,174915,2020,32,Ligue 1,Olympique Lyon,1041,Attack,True,18,18,1.83,3,1,0,189,3000000.0
1767,315110,2020,27,Ligue 1,Olympique Lyon,1041,Attack,False,35,35,1.97,14,7,0,202,15000000.0
1768,384060,2020,24,Ligue 1,Olympique Lyon,1041,Attack,False,33,33,1.94,10,3,0,202,13000000.0
1771,678194,2020,19,Bundesliga,FC Schalke 04,33,Attack,False,25,22,0.55,6,1,0,218,4500000.0
1773,283735,2017,22,Serie A,Hellas Verona,276,Attack,False,12,6,0.33,0,0,0,0,500000.0
1774,364135,2017,17,Serie A,Hellas Verona,276,Attack,False,21,19,0.79,4,0,0,283,12000000.0
1775,364135,2017,17,Serie A,Hellas Verona,276,Attack,False,21,19,0.79,4,0,0,283,12000000.0
1777,487969,2017,18,Ligue 1,FC Nantes,995,Attack,False,2,0,0.0,0,0,0,0,150000.0
1779,146805,2018,26,Ligue 1,FC Nantes,995,Attack,True,33,33,1.3,5,6,1,450,3500000.0
1781,487969,2018,19,Ligue 1,FC Nantes,995,Attack,False,10,6,1.0,0,0,0,0,300000.0
1783,133964,2020,29,Serie A,SSC Napoli,6195,Attack,False,35,35,2.11,19,7,7,151,48000000.0
1785,199258,2020,25,Serie A,SSC Napoli,6195,Attack,True,32,26,1.92,4,3,0,238,15000000.0
1786,316889,2020,24,Serie A,SSC Napoli,6195,Attack,False,32,32,2.06,11,4,0,179,45000000.0
1787,401923,2020,21,Serie A,SSC Napoli,6195,Attack,True,25,24,2.13,10,3,0,157,50000000.0
1789,56416,2021,34,Serie A,SSC Napoli,6195,Attack,False,33,30,1.83,11,2,1,126,4000000.0
1791,165895,2021,27,Serie A,SSC Napoli,6195,Attack,False,35,33,2.15,3,4,0,552,20000000.0
1792,199258,2021,26,Serie A,SSC Napoli,6195,Attack,False,35,24,2.17,3,1,0,190,12000000.0
1796,566936,2021,18,Serie A,SSC Napoli,6195,Attack,False,1,0,0.0,0,0,0,0,500000.0
1797,707295,2021,17,Serie A,SSC Napoli,6195,Attack,False,1,0,0.0,0,0,0,0,500000.0
1799,412095,2017,19,Ligue 1,RC Strasbourg Alsace,667,Attack,False,20,17,1.0,0,0,0,0,2000000.0
1800,412095,2017,19,Ligue 1,RC Strasbourg Alsace,667,Attack,False,20,17,1.0,0,0,0,0,2000000.0
1805,119115,2018,27,Serie A,Bologna FC 1909,1025,Attack,True,35,15,0.8,0,1,0,0,3000000.0
1806,340070,2018,21,Serie A,Bologna FC 1909,1025,Attack,False,13,4,0.25,0,0,0,0,1000000.0
1807,340070,2018,21,Serie A,Bologna FC 1909,1025,Attack,False,13,4,0.25,0,0,0,0,1000000.0
1809,66058,2017,26,Bundesliga,VfL Wolfsburg,82,Attack,True,6,5,0.4,1,0,0,289,5000000.0
1810,148368,2017,22,Bundesliga,VfL Wolfsburg,82,Attack,True,31,31,0.87,6,2,0,328,10000000.0
1811,194638,2017,25,Bundesliga,VfL Wolfsburg,82,Attack,False,17,16,0.88,0,1,0,0,3500000.0
1812,293169,2017,19,Bundesliga,VfL Wolfsburg,82,Attack,False,16,13,0.77,3,1,0,278,5500000.0
1813,311489,2017,19,Bundesliga,VfL Wolfsburg,82,Attack,False,28,21,0.62,0,1,0,0,6000000.0
1814,401923,2017,18,Bundesliga,VfL Wolfsburg,82,Attack,False,23,12,0.75,0,0,0,0,1000000.0
1815,193534,2021,30,Bundesliga,VfB Stuttgart,79,Attack,False,14,10,0.7,2,2,0,249,700000.0
1816,272278,2021,23,Bundesliga,VfB Stuttgart,79,Attack,True,25,25,1.0,3,2,0,575,4000000.0
1817,369567,2021,23,Bundesliga,VfB Stuttgart,79,Attack,False,16,15,1.0,6,2,1,203,25000000.0
1819,431561,2021,20,Bundesliga,VfB Stuttgart,79,Attack,False,22,19,1.05,2,0,0,437,2000000.0
1820,445939,2021,22,Bundesliga,VfB Stuttgart,79,Attack,True,21,21,1.33,3,5,0,527,6000000.0
1821,572919,2021,17,Bundesliga,VfB Stuttgart,79,Attack,False,1,1,3.0,0,0,0,0,1000000.0
1826,750886,2021,17,Bundesliga,VfB Stuttgart,79,Attack,False,18,13,0.54,0,0,0,0,1200000.0
1827,58295,2018,28,Ligue 1,Montpellier HSC,969,Attack,False,38,28,1.32,1,2,0,587,1000000.0
1828,122797,2018,26,Ligue 1,Montpellier HSC,969,Attack,True,36,36,1.61,14,7,3,224,12500000.0
1829,181378,2018,24,Ligue 1,Montpellier HSC,969,Attack,False,36,36,1.61,11,5,0,265,10000000.0
1830,58295,2019,29,Ligue 1,Montpellier HSC,969,Attack,False,17,5,0.2,0,0,0,0,650000.0
1832,181378,2019,25,Ligue 1,Montpellier HSC,969,Attack,False,28,28,1.43,6,5,0,375,8000000.0
1833,58295,2020,30,Ligue 1,Montpellier HSC,969,Attack,False,33,19,1.42,2,0,0,109,700000.0
1835,181378,2020,26,Ligue 1,Montpellier HSC,969,Attack,False,38,38,1.42,16,8,0,204,15000000.0
1836,340328,2020,22,Ligue 1,Montpellier HSC,969,Attack,True,35,35,1.51,9,0,0,226,8000000.0
1839,93720,2020,29,Premier League,Arsenal FC,11,Attack,False,36,31,1.52,13,2,3,148,28000000.0
1840,340324,2020,21,Premier League,Arsenal FC,11,Attack,False,28,17,1.12,2,1,0,207,16000000.0
1842,343052,2020,25,Premier League,Arsenal FC,11,Attack,False,35,29,1.48,10,1,1,161,35000000.0
1845,58864,2021,32,Premier League,Arsenal FC,11,Attack,False,14,14,1.64,4,1,0,260,15000000.0
1846,58864,2021,32,Premier League,Arsenal FC,11,Attack,False,14,14,1.64,4,1,0,260,15000000.0
1849,340325,2021,21,Premier League,Arsenal FC,11,Attack,False,2,1,0.0,0,0,0,0,6500000.0
1851,433177,2021,19,Premier League,Arsenal FC,11,Attack,False,38,38,1.82,11,7,2,272,65000000.0
1852,503770,2021,19,Premier League,Arsenal FC,11,Attack,False,2,2,0.0,0,0,0,0,4000000.0
1853,565821,2021,18,Premier League,Arsenal FC,11,Attack,False,1,0,0.0,0,0,0,0,600000.0
1856,453824,2020,21,Premier League,Fulham FC,931,Attack,False,17,15,0.87,3,0,1,270,5000000.0
1857,82048,2019,27,Serie A,Bologna FC 1909,1025,Attack,False,34,33,1.18,4,4,3,568,6000000.0
1858,88683,2019,28,Serie A,Bologna FC 1909,1025,Attack,False,11,5,1.4,0,0,0,0,2400000.0
1859,99180,2019,28,Serie A,Bologna FC 1909,1025,Attack,False,26,24,1.25,1,0,1,755,4000000.0
1861,432982,2019,19,Serie A,Bologna FC 1909,1025,Attack,False,34,26,1.12,1,0,0,747,6700000.0
1862,486624,2019,20,Serie A,Bologna FC 1909,1025,Attack,False,19,18,1.33,9,3,1,150,11000000.0
1863,496270,2019,17,Serie A,Bologna FC 1909,1025,Attack,True,13,3,1.0,0,0,0,0,500000.0
1866,142281,2019,28,Bundesliga,1.FC Union Berlin,89,Attack,True,34,24,1.13,3,2,0,314,1200000.0
1867,147573,2019,27,Bundesliga,1.FC Union Berlin,89,Attack,False,33,33,1.15,12,3,1,224,4800000.0
1869,269878,2019,23,Bundesliga,1.FC Union Berlin,89,Attack,False,31,28,1.25,5,3,1,345,1600000.0
1870,356118,2019,22,Bundesliga,1.FC Union Berlin,89,Attack,False,11,6,0.67,1,0,0,153,1400000.0
1873,183334,2021,27,Premier League,Leeds United,399,Attack,False,10,9,1.11,2,2,0,280,16000000.0
1874,296986,2021,22,Premier League,Leeds United,399,Attack,False,27,23,0.83,1,1,0,974,8000000.0
1875,319301,2021,23,Premier League,Leeds United,399,Attack,False,32,32,1.0,4,5,0,593,18000000.0
1876,319301,2021,23,Premier League,Leeds United,399,Attack,False,32,32,1.0,4,5,0,593,18000000.0
1880,503980,2021,19,Premier League,Leeds United,399,Attack,False,31,20,0.65,2,4,0,366,6000000.0
1881,592474,2021,18,Premier League,Leeds United,399,Attack,False,9,1,0.0,0,0,0,0,200000.0
1882,178459,2019,24,Bundesliga,SV Werder Bremen,86,Attack,True,13,11,0.91,0,0,0,0,8000000.0
1884,393325,2019,19,Bundesliga,SV Werder Bremen,86,Attack,False,30,28,1.11,4,4,0,355,6700000.0
1885,178459,2020,25,Bundesliga,SV Werder Bremen,86,Attack,False,27,23,0.87,3,0,1,267,2800000.0
1887,344830,2020,20,Bundesliga,SV Werder Bremen,86,Attack,True,19,13,1.08,0,1,0,0,4000000.0
1890,81999,2018,28,Premier League,Newcastle United,762,Attack,False,28,16,0.75,2,0,0,293,4000000.0
1893,272999,2018,24,Premier League,Newcastle United,762,Attack,False,10,10,1.7,0,0,0,0,20000000.0
1894,281404,2018,22,Premier League,Newcastle United,762,Attack,False,28,25,1.16,1,1,0,1343,10000000.0
1897,196522,2020,30,Premier League,Newcastle United,762,Attack,False,27,18,0.94,1,1,0,503,4000000.0
1898,199527,2020,25,Premier League,Newcastle United,762,Attack,False,33,26,1.08,2,3,0,811,4000000.0
1899,272642,2020,23,Premier League,Newcastle United,762,Attack,False,25,25,1.36,3,4,0,522,30000000.0
1901,108725,2021,29,Premier League,Newcastle United,762,Attack,False,18,17,1.88,2,0,1,664,10000000.0
1902,123682,2021,29,Premier League,Newcastle United,762,Attack,False,18,18,0.83,8,0,2,174,18000000.0
1904,196522,2021,31,Premier League,Newcastle United,762,Attack,False,36,8,1.5,0,0,0,0,1500000.0
1906,272642,2021,24,Premier League,Newcastle United,762,Attack,False,35,35,1.2,5,5,0,562,32000000.0
1907,272999,2021,27,Premier League,Newcastle United,762,Attack,False,36,30,1.2,1,0,0,1719,16000000.0
1908,149579,2021,28,Ligue 1,Clermont Foot 63,3524,Attack,False,29,29,0.97,8,3,0,221,2500000.0
1909,203504,2021,27,Ligue 1,Clermont Foot 63,3524,Attack,False,22,17,0.53,0,0,0,0,1200000.0
1910,221151,2021,29,Ligue 1,Clermont Foot 63,3524,Attack,False,37,35,0.91,3,1,0,673,1800000.0
1915,594991,2021,23,Ligue 1,Clermont Foot 63,3524,Attack,False,32,32,1.0,14,5,2,173,12000000.0
1916,657635,2021,20,Ligue 1,Clermont Foot 63,3524,Attack,False,2,0,0.0,0,0,0,0,300000.0
1917,73794,2021,30,Serie A,Atalanta BC,800,Attack,False,26,24,1.5,10,5,3,173,28000000.0
1919,216569,2021,24,Serie A,Atalanta BC,800,Attack,True,15,15,0.87,0,0,0,0,19000000.0
1920,216569,2021,24,Serie A,Atalanta BC,800,Attack,True,15,15,0.87,0,0,0,0,19000000.0
1921,386914,2021,24,Serie A,Atalanta BC,800,Attack,False,2,2,2.0,0,0,0,0,3000000.0
1922,432092,2021,20,Serie A,Atalanta BC,800,Attack,True,21,12,1.75,1,0,0,185,4000000.0
1923,432092,2021,20,Serie A,Atalanta BC,800,Attack,True,21,12,1.75,1,0,0,185,4000000.0
1926,988862,2021,17,Serie A,Atalanta BC,800,Attack,False,7,3,2.0,1,0,0,35,1000000.0
1927,324690,2017,19,Ligue 1,Montpellier HSC,969,Attack,True,24,18,1.28,1,1,0,999,700000.0
1930,427161,2018,22,Ligue 1,RC Strasbourg Alsace,667,Attack,False,34,32,1.19,9,3,1,198,7000000.0
1931,146805,2019,27,Ligue 1,RC Strasbourg Alsace,667,Attack,True,7,7,1.57,2,1,0,186,2400000.0
1933,427161,2019,23,Ligue 1,RC Strasbourg Alsace,667,Attack,True,22,21,1.33,3,3,0,348,4000000.0
1935,283994,2020,26,Ligue 1,RC Strasbourg Alsace,667,Attack,False,36,35,1.2,16,4,4,186,12000000.0
1936,344888,2020,25,Ligue 1,RC Strasbourg Alsace,667,Attack,False,32,32,1.22,9,3,1,259,10000000.0
1937,358509,2020,23,Ligue 1,RC Strasbourg Alsace,667,Attack,False,32,23,0.78,2,0,0,397,1500000.0
1939,342226,2019,21,Ligue 1,Stade Brestois 29,3911,Attack,True,23,21,1.24,6,3,0,242,4800000.0
1941,238639,2020,25,Ligue 1,Stade Brestois 29,3911,Attack,True,35,35,1.09,9,4,1,298,7000000.0
1943,737781,2020,22,Ligue 1,Stade Brestois 29,3911,Attack,False,31,28,1.11,1,2,0,807,1200000.0
1944,175014,2021,29,Ligue 1,Stade Brestois 29,3911,Attack,True,14,13,0.85,3,2,0,278,2000000.0
1945,229006,2021,24,Ligue 1,Stade Brestois 29,3911,Attack,False,34,34,1.24,11,6,0,265,10000000.0
1946,238639,2021,26,Ligue 1,Stade Brestois 29,3911,Attack,False,35,35,1.23,9,2,2,257,7000000.0
1947,342226,2021,23,Ligue 1,Stade Brestois 29,3911,Attack,False,35,32,1.09,4,2,0,332,4500000.0
1948,640109,2021,20,Ligue 1,Stade Brestois 29,3911,Attack,False,15,15,1.53,4,0,0,235,7000000.0
1949,649035,2021,19,Ligue 1,Stade Brestois 29,3911,Attack,False,17,9,0.33,0,0,0,0,2000000.0
1953,241076,2020,26,Serie A,Spezia Calcio,3522,Attack,False,38,37,0.97,4,6,0,714,2500000.0
1954,256361,2020,24,Serie A,Spezia Calcio,3522,Attack,True,28,21,0.76,6,1,0,163,1500000.0
1956,432092,2020,19,Serie A,Spezia Calcio,3522,Attack,True,32,20,0.6,5,1,0,140,3000000.0
1958,243225,2021,24,Serie A,Spezia Calcio,3522,Attack,False,2,2,0.5,0,0,0,0,600000.0
1960,308278,2021,24,Serie A,Spezia Calcio,3522,Attack,False,33,30,1.13,5,0,2,354,1500000.0
1961,354814,2021,24,Serie A,Spezia Calcio,3522,Attack,False,26,21,0.95,2,1,0,531,2000000.0
1963,482836,2021,20,Serie A,Spezia Calcio,3522,Attack,False,25,10,0.4,1,0,0,505,1400000.0
1964,538974,2021,18,Serie A,Spezia Calcio,3522,Attack,True,35,18,0.72,1,0,0,794,4000000.0
1965,540827,2021,19,Serie A,Spezia Calcio,3522,Attack,True,18,5,1.2,0,1,0,0,500000.0
1966,567217,2021,21,Serie A,Spezia Calcio,3522,Attack,True,17,11,0.64,0,1,0,0,3200000.0
1968,79967,2017,26,Bundesliga,1.FC Köln,3,Attack,False,22,17,0.47,2,1,0,484,1750000.0
1970,272278,2017,19,Bundesliga,1.FC Köln,3,Attack,False,2,2,1.5,0,0,0,0,150000.0
1971,129990,2018,27,Ligue 1,Stade Reims,1421,Attack,True,29,22,1.14,3,0,0,261,3500000.0
1972,222876,2018,23,Ligue 1,Stade Reims,1421,Attack,False,16,15,1.4,3,3,2,269,6000000.0
1973,236510,2018,21,Ligue 1,Stade Reims,1421,Attack,False,22,15,0.87,0,0,0,0,2000000.0
1975,321647,2018,22,Ligue 1,Stade Reims,1421,Attack,False,2,1,3.0,0,0,0,0,600000.0
1977,399543,2018,21,Ligue 1,Stade Reims,1421,Attack,False,38,37,1.46,10,4,0,263,11000000.0
1978,626913,2018,21,Ligue 1,Stade Reims,1421,Attack,False,19,18,1.61,3,1,0,256,2000000.0
1979,83877,2019,29,Serie A,US Lecce,1005,Attack,False,19,18,0.78,2,1,0,408,3500000.0
1981,103565,2017,26,Ligue 1,Stade Rennais FC,273,Attack,False,25,24,1.46,9,2,3,214,10000000.0
1982,272644,2017,20,Ligue 1,Stade Rennais FC,273,Attack,False,12,6,0.67,1,0,0,109,300000.0
1985,119228,2018,27,Serie A,ACF Fiorentina,430,Attack,True,19,19,0.79,6,0,0,241,13000000.0
1987,282388,2018,22,Serie A,ACF Fiorentina,430,Attack,False,38,36,1.11,6,3,0,409,20000000.0
1988,341092,2018,20,Serie A,ACF Fiorentina,430,Attack,False,37,37,1.08,6,3,0,506,60000000.0
1989,357498,2018,18,Serie A,ACF Fiorentina,430,Attack,False,26,10,0.5,0,0,0,0,1500000.0
1990,386455,2018,19,Serie A,ACF Fiorentina,430,Attack,False,13,2,0.5,0,0,0,0,1500000.0
1991,129990,2019,28,Ligue 1,Stade Reims,1421,Attack,False,18,13,1.31,1,1,0,251,1600000.0
1993,243606,2019,22,Ligue 1,Stade Reims,1421,Attack,True,19,15,1.33,0,0,0,0,2000000.0
1994,315283,2019,21,Ligue 1,Stade Reims,1421,Attack,False,1,1,1.0,0,0,0,0,2700000.0
1996,399383,2019,22,Ligue 1,Stade Reims,1421,Attack,False,13,13,1.38,1,2,1,931,6000000.0
1998,557614,2019,17,Ligue 1,Stade Reims,1421,Attack,False,20,11,1.73,0,0,0,0,3600000.0
2001,222876,2020,25,Ligue 1,Stade Reims,1421,Attack,False,31,28,0.89,3,3,0,429,5000000.0
2004,316137,2020,25,Ligue 1,Stade Reims,1421,Attack,False,30,23,1.43,0,1,0,0,2000000.0
2005,388160,2020,20,Ligue 1,Stade Reims,1421,Attack,False,10,3,0.0,0,0,0,0,1250000.0
2006,395242,2020,20,Ligue 1,Stade Reims,1421,Attack,False,7,2,0.5,1,0,0,41,525000.0
2008,557614,2020,18,Ligue 1,Stade Reims,1421,Attack,False,34,32,1.09,4,2,0,557,9000000.0
2010,649016,2020,18,Ligue 1,Stade Reims,1421,Attack,False,36,33,1.03,4,1,0,309,8000000.0
2011,709726,2020,18,Ligue 1,Stade Reims,1421,Attack,False,6,2,1.5,0,0,0,0,600000.0
2012,122116,2017,26,Ligue 1,LOSC Lille,1082,Attack,False,4,4,1.0,2,0,1,143,7000000.0
2014,296783,2017,20,Ligue 1,LOSC Lille,1082,Attack,False,36,28,1.11,2,1,0,542,2500000.0
2016,427161,2017,21,Ligue 1,LOSC Lille,1082,Attack,False,14,14,0.93,5,1,0,238,3000000.0
2017,435485,2017,21,Ligue 1,LOSC Lille,1082,Attack,False,37,34,0.82,5,3,0,403,7000000.0
2018,129990,2017,26,Ligue 1,ESTAC Troyes,1095,Attack,False,29,26,0.69,6,0,0,199,3500000.0
2019,413039,2017,17,Ligue 1,ESTAC Troyes,1095,Attack,False,7,4,1.0,0,0,0,0,300000.0
