,player_id,season,Age,Competition,Club,club_id,position_group,New_season,Squad,Appearances,club_clean_sheet,player_clean_sheet,Goals conceded,PPG,Goals,Own goals,Assists,Penalty goals,Yellow cards,Second yellow cards,Red cards,Substitutions on,Substitutions off,Minutes played,Minutes per goal,market_value
1,61560,2017,27,Premier League,Leicester City,1003,midfield,False,35,34,8,0,0,1.29,2,0,7,0,5,0,1,4,10,2543,1272,10000000.0
2,65467,2017,29,Premier League,Leicester City,1003,midfield,False,29,19,8,0,0,1.42,3,0,0,0,0,0,0,2,7,1414,471,10000000.0
4,341501,2017,19,Premier League,Leicester City,1003,midfield,False,8,8,8,0,0,0.88,0,0,1,0,1,0,0,4,2,375,0,1000000.0
7,129588,2021,27,Premier League,Leicester City,1003,midfield,False,3,0,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,13000000.0
8,249565,2021,24,Premier League,Leicester City,1003,midfield,False,33,32,7,0,0,1.47,6,0,4,2,3,0,0,3,5,2634,439,55000000.0
9,274839,2021,24,Premier League,Leicester City,1003,midfield,False,21,19,7,0,0,1.32,0,0,0,0,4,0,0,1,2,1619,0,60000000.0
10,294057,2021,24,Premier League,Leicester City,1003,midfield,False,35,35,7,0,0,1.4,12,0,8,0,3,0,0,7,14,2466,206,50000000.0
11,341501,2021,23,Premier League,Leicester City,1003,midfield,False,31,6,7,0,0,1.33,0,0,0,0,1,0,0,2,3,286,0,4000000.0
13,475188,2021,22,Premier League,Leicester City,1003,midfield,False,36,28,7,0,0,1.46,1,0,2,0,4,0,0,5,4,2104,2104,8000000.0
16,3333,2017,31,Premier League,Liverpool FC,31,midfield,False,37,32,10,0,0,2.06,0,0,3,0,3,0,0,16,3,1763,0,15000000.0
17,43530,2017,29,Premier League,Liverpool FC,31,midfield,False,14,12,10,0,0,2.33,0,0,0,0,1,0,0,11,2,236,0,25000000.0
18,49499,2017,26,Premier League,Liverpool FC,31,midfield,False,35,33,10,0,0,2.03,1,0,2,0,1,0,0,6,6,2387,2387,30000000.0
25,43530,2018,30,Premier League,Liverpool FC,31,midfield,False,24,13,21,0,0,2.54,0,0,0,0,1,0,0,8,5,464,0,15000000.0
26,49499,2018,27,Premier League,Liverpool FC,31,midfield,False,35,35,21,0,0,2.57,3,0,0,0,3,0,0,3,13,2735,912,50000000.0
29,143424,2018,24,Premier League,Liverpool FC,31,midfield,False,3,2,21,0,0,3.0,0,0,0,0,0,0,0,2,0,19,0,35000000.0
33,3333,2019,33,Premier League,Liverpool FC,31,midfield,False,27,22,17,0,0,2.91,2,0,2,2,4,0,0,13,2,926,463,6500000.0
35,49499,2019,28,Premier League,Liverpool FC,31,midfield,False,37,37,17,0,0,2.59,4,0,0,0,0,0,0,2,15,2948,737,40000000.0
36,61651,2019,29,Premier League,Liverpool FC,31,midfield,False,31,30,17,0,0,2.77,4,0,5,0,2,0,0,4,10,2244,561,28000000.0
37,86792,2019,27,Premier League,Liverpool FC,31,midfield,False,17,7,17,0,0,2.57,1,0,0,0,0,0,0,5,1,181,181,16000000.0
43,3333,2020,34,Premier League,Liverpool FC,31,midfield,False,30,26,12,0,0,1.73,0,0,1,0,3,0,0,15,5,1060,0,3000000.0
45,60444,2020,29,Premier League,Liverpool FC,31,midfield,True,25,24,12,0,0,1.71,1,0,0,0,4,0,0,4,7,1857,1857,30000000.0
46,61651,2020,30,Premier League,Liverpool FC,31,midfield,False,23,21,12,0,0,1.62,1,0,1,0,0,0,0,1,4,1706,1706,20000000.0
50,302215,2020,25,Premier League,Liverpool FC,31,midfield,False,18,10,12,0,0,2.4,0,0,0,0,1,0,0,3,5,521,0,32000000.0
51,344015,2020,20,Premier League,Liverpool FC,31,midfield,False,3,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2000000.0
56,143424,2021,27,Premier League,Liverpool FC,31,midfield,False,29,17,21,0,0,2.41,2,0,1,0,0,0,0,8,9,787,394,16000000.0
57,225693,2021,27,Premier League,Liverpool FC,31,midfield,False,30,29,21,0,0,2.38,5,0,1,2,7,0,0,3,5,2316,463,60000000.0
58,302215,2021,26,Premier League,Liverpool FC,31,midfield,False,29,23,21,0,0,2.43,3,0,1,0,3,0,0,9,10,1174,391,25000000.0
59,344015,2021,21,Premier League,Liverpool FC,31,midfield,False,1,0,21,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1200000.0
62,618494,2021,18,Premier League,Liverpool FC,31,midfield,False,9,2,21,0,0,2.0,0,0,0,0,1,0,0,1,1,66,0,3000000.0
64,55735,2017,28,Premier League,Manchester United,985,midfield,False,16,15,19,0,0,1.93,1,0,5,0,2,0,0,4,11,930,930,35000000.0
65,55735,2017,28,Premier League,Manchester United,985,midfield,False,16,15,19,0,0,1.93,1,0,5,0,2,0,0,4,11,930,930,35000000.0
66,74683,2017,28,Premier League,Manchester United,985,midfield,True,36,36,19,0,0,2.14,1,0,1,0,7,0,0,1,2,3119,3119,40000000.0
67,99343,2017,27,Premier League,Manchester United,985,midfield,False,33,26,19,0,0,2.12,0,0,2,0,4,0,0,13,6,1259,0,30000000.0
72,126414,2019,25,Serie A,AC Milan,5,midfield,False,35,35,13,0,0,1.69,9,0,9,1,6,0,0,1,15,2716,302,14500000.0
73,259953,2019,25,Serie A,AC Milan,5,midfield,False,32,15,13,0,0,1.73,0,0,1,0,3,0,0,11,3,529,0,6500000.0
77,539134,2019,17,Serie A,AC Milan,5,midfield,False,16,2,13,0,0,2.0,0,0,0,0,0,0,0,2,0,25,0,300000.0
79,259953,2020,26,Serie A,AC Milan,5,midfield,False,35,25,14,0,0,2.6,1,0,2,0,3,0,0,20,3,705,705,6000000.0
80,294808,2020,23,Serie A,AC Milan,5,midfield,False,37,37,14,0,0,2.05,13,0,6,11,8,0,0,1,4,3230,248,55000000.0
81,314678,2020,20,Serie A,AC Milan,5,midfield,True,34,27,14,0,0,2.07,4,0,4,0,2,0,0,12,15,1228,307,15000000.0
82,351816,2020,22,Serie A,AC Milan,5,midfield,False,21,21,14,0,0,2.24,0,0,3,0,4,0,0,4,13,1331,0,38000000.0
86,582302,2020,18,Serie A,AC Milan,5,midfield,False,1,0,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
88,259953,2021,27,Serie A,AC Milan,5,midfield,False,33,28,18,0,0,2.39,0,0,1,0,2,0,0,13,10,1412,0,9000000.0
89,294808,2021,24,Serie A,AC Milan,5,midfield,False,31,31,18,0,0,2.26,6,0,0,2,2,0,0,6,7,2309,385,45000000.0
90,314678,2021,21,Serie A,AC Milan,5,midfield,False,35,31,18,0,0,2.1,3,0,3,0,4,0,0,6,23,1871,624,18000000.0
91,351816,2021,23,Serie A,AC Milan,5,midfield,False,31,31,18,0,0,2.32,2,0,1,0,7,0,0,16,11,1518,759,33000000.0
92,392538,2021,21,Serie A,AC Milan,5,midfield,True,1,0,18,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,16000000.0
96,118278,2021,30,Ligue 1,Stade Reims,1421,midfield,False,3,3,11,0,0,1.0,0,0,0,0,0,0,0,1,0,219,0,3500000.0
97,118278,2021,30,Ligue 1,Stade Reims,1421,midfield,False,3,3,11,0,0,1.0,0,0,0,0,0,0,0,1,0,219,0,3500000.0
98,145115,2021,28,Ligue 1,Stade Reims,1421,midfield,False,21,13,11,0,0,0.92,0,0,1,0,0,1,0,8,4,452,0,2500000.0
102,468066,2021,21,Ligue 1,Stade Reims,1421,midfield,False,8,8,11,0,0,0.63,2,0,0,1,0,0,0,4,4,363,182,5000000.0
104,649033,2021,19,Ligue 1,Stade Reims,1421,midfield,False,33,26,11,0,0,1.23,0,0,0,0,4,0,0,7,11,1644,0,2500000.0
106,739769,2021,22,Ligue 1,Stade Reims,1421,midfield,False,38,31,11,0,0,1.32,1,0,4,0,1,0,0,10,18,1778,1778,4500000.0
108,926235,2021,16,Ligue 1,Stade Reims,1421,midfield,False,2,1,11,0,0,3.0,0,0,0,0,0,0,0,1,0,0,0,150000.0
109,63186,2018,27,Serie A,Torino FC,416,midfield,False,19,11,15,0,0,1.45,0,0,2,0,1,0,0,5,5,468,0,7000000.0
110,75942,2018,30,Serie A,Torino FC,416,midfield,False,35,34,15,0,0,1.62,3,0,0,0,15,0,0,2,7,2804,935,8000000.0
111,134883,2018,26,Serie A,Torino FC,416,midfield,False,35,34,15,0,0,1.65,4,0,1,0,5,0,0,7,17,2389,597,10000000.0
116,134883,2019,27,Serie A,Torino FC,416,midfield,False,18,16,7,0,0,1.13,0,0,2,0,3,0,0,0,10,1288,0,7500000.0
117,245056,2019,22,Serie A,Torino FC,416,midfield,False,33,30,7,0,0,1.07,1,0,0,0,5,0,1,10,5,1857,1857,3200000.0
119,130360,2020,27,Serie A,Torino FC,416,midfield,False,34,33,8,0,0,0.94,1,0,5,0,6,0,0,16,15,1614,1614,8000000.0
120,134883,2020,28,Serie A,Torino FC,416,midfield,False,22,15,8,0,0,1.13,0,0,0,0,2,0,0,12,2,387,0,5000000.0
123,308279,2020,23,Serie A,Torino FC,416,midfield,True,17,17,8,0,0,1.12,3,0,1,0,2,1,0,0,0,1526,509,14000000.0
125,57280,2020,30,Serie A,ACF Fiorentina,430,midfield,True,34,34,10,0,0,1.15,3,0,3,0,5,0,0,7,19,2266,755,4000000.0
129,287579,2020,23,Serie A,ACF Fiorentina,430,midfield,True,35,31,10,0,0,1.06,0,0,0,0,7,0,0,3,7,2444,0,15000000.0
130,303116,2020,23,Serie A,ACF Fiorentina,430,midfield,False,35,34,10,0,0,0.97,5,0,3,0,8,0,1,5,20,2346,469,20000000.0
131,602124,2020,17,Serie A,ACF Fiorentina,430,midfield,False,3,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,125000.0
132,57280,2021,31,Serie A,ACF Fiorentina,430,midfield,False,32,31,12,0,0,1.55,4,0,8,0,7,0,1,3,18,2280,570,3000000.0
134,184894,2021,28,Serie A,ACF Fiorentina,430,midfield,False,38,33,12,0,0,1.76,2,0,2,0,3,0,0,12,16,1932,966,8500000.0
136,215616,2021,27,Serie A,ACF Fiorentina,430,midfield,False,12,6,12,0,0,1.5,0,0,1,0,2,0,0,2,2,341,0,6500000.0
139,318077,2021,25,Serie A,ACF Fiorentina,430,midfield,True,34,31,12,0,0,1.52,5,0,2,0,8,1,0,5,13,2204,441,20000000.0
141,561150,2021,19,Serie A,ACF Fiorentina,430,midfield,False,1,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,100000.0
142,602124,2021,18,Serie A,ACF Fiorentina,430,midfield,False,5,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,350000.0
144,184894,2017,24,Serie A,US Sassuolo,6574,midfield,False,32,26,11,0,0,1.27,0,0,2,0,4,0,0,3,11,1958,0,10000000.0
146,301236,2017,19,Serie A,US Sassuolo,6574,midfield,False,35,10,11,0,0,1.4,1,0,0,0,3,0,1,5,2,455,455,3500000.0
147,394300,2017,17,Serie A,US Sassuolo,6574,midfield,True,18,0,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1000000.0
148,7093,2018,33,Serie A,US Sassuolo,6574,midfield,False,36,26,13,0,0,1.15,0,0,0,0,3,1,0,5,4,1859,0,800000.0
150,94307,2018,26,Serie A,US Sassuolo,6574,midfield,True,35,23,13,0,0,0.74,2,0,1,0,1,1,0,7,14,1261,631,1500000.0
151,131731,2018,26,Serie A,US Sassuolo,6574,midfield,False,34,32,13,0,0,1.13,1,0,0,0,7,1,0,11,5,2005,2005,4000000.0
153,216179,2018,22,Serie A,US Sassuolo,6574,midfield,False,35,28,13,0,0,1.04,2,0,4,0,8,0,0,5,12,1978,989,18000000.0
154,265088,2018,20,Serie A,US Sassuolo,6574,midfield,True,37,29,13,0,0,1.0,2,0,4,0,7,0,0,8,10,1848,924,12000000.0
155,7093,2019,34,Serie A,US Sassuolo,6574,midfield,False,33,22,7,0,0,1.32,0,0,0,0,5,0,0,7,3,1392,0,650000.0
156,94307,2019,27,Serie A,US Sassuolo,6574,midfield,False,33,29,7,0,0,1.31,5,0,6,0,6,0,0,10,16,1642,328,2000000.0
158,131731,2019,27,Serie A,US Sassuolo,6574,midfield,False,29,17,7,0,0,1.35,1,2,2,0,5,1,0,7,2,921,921,2800000.0
159,184894,2019,26,Serie A,US Sassuolo,6574,midfield,False,18,13,7,0,0,1.08,1,0,5,0,3,0,0,3,6,847,847,13500000.0
165,131731,2020,28,Serie A,US Sassuolo,6574,midfield,False,25,15,8,0,0,1.93,1,0,0,0,2,0,0,11,2,520,520,2300000.0
166,265088,2020,22,Serie A,US Sassuolo,6574,midfield,False,34,34,8,0,0,1.76,4,0,3,2,9,0,0,2,4,2885,721,35000000.0
168,391065,2020,20,Serie A,US Sassuolo,6574,midfield,False,37,35,8,0,0,1.57,5,0,3,0,6,0,0,15,15,1787,357,20000000.0
171,290862,2021,23,Serie A,US Sassuolo,6574,midfield,True,35,35,4,0,0,1.34,2,0,2,0,14,0,0,2,4,2939,1470,15000000.0
172,391065,2021,21,Serie A,US Sassuolo,6574,midfield,False,32,31,4,0,0,1.39,7,0,4,0,3,0,0,10,18,1781,254,22000000.0
173,394300,2021,21,Serie A,US Sassuolo,6574,midfield,False,36,36,4,0,0,1.28,4,1,4,0,6,0,0,1,29,2883,721,20000000.0
174,416386,2021,23,Serie A,US Sassuolo,6574,midfield,False,28,22,4,0,0,1.32,0,0,0,0,2,0,0,19,2,434,0,3000000.0
176,613129,2021,19,Serie A,US Sassuolo,6574,midfield,False,3,0,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,150000.0
182,82097,2017,26,Bundesliga,Borussia Mönchengladbach,18,midfield,False,27,27,8,0,0,1.26,3,0,0,0,5,0,0,1,9,2160,720,12000000.0
183,243188,2017,19,Bundesliga,Borussia Mönchengladbach,18,midfield,False,7,2,8,0,0,2.0,0,0,0,0,0,0,0,2,0,37,0,1500000.0
186,48298,2018,29,Bundesliga,Borussia Mönchengladbach,18,midfield,False,22,21,13,0,0,1.76,3,0,3,0,2,0,0,2,7,1512,504,10000000.0
188,82097,2018,27,Bundesliga,Borussia Mönchengladbach,18,midfield,False,27,18,13,0,0,1.5,2,0,1,0,6,0,0,5,5,1137,569,10000000.0
189,243188,2018,20,Bundesliga,Borussia Mönchengladbach,18,midfield,False,5,1,13,0,0,1.0,0,0,0,0,0,0,0,1,0,26,0,1500000.0
190,278332,2018,21,Bundesliga,Borussia Mönchengladbach,18,midfield,False,33,32,13,0,0,1.63,3,0,9,0,5,0,0,7,16,2071,690,22000000.0
194,48298,2019,30,Bundesliga,Borussia Mönchengladbach,18,midfield,False,27,25,7,0,0,1.8,9,0,3,2,4,0,0,11,12,1433,159,6500000.0
196,82097,2019,28,Bundesliga,Borussia Mönchengladbach,18,midfield,False,33,22,7,0,0,2.05,0,0,0,0,4,0,0,5,5,1464,0,7000000.0
198,278332,2019,22,Bundesliga,Borussia Mönchengladbach,18,midfield,False,33,30,7,0,0,1.87,4,0,2,0,6,0,0,4,9,2361,590,17500000.0
202,520857,2019,18,Bundesliga,Borussia Mönchengladbach,18,midfield,False,1,0,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,100000.0
206,278332,2020,23,Bundesliga,Borussia Mönchengladbach,18,midfield,False,33,33,8,0,0,1.45,6,0,6,0,9,0,0,3,12,2630,438,35000000.0
207,334526,2020,23,Bundesliga,Borussia Mönchengladbach,18,midfield,False,26,25,8,0,0,1.48,1,0,1,0,5,0,0,10,8,1417,1417,30000000.0
208,368860,2020,20,Bundesliga,Borussia Mönchengladbach,18,midfield,False,1,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,300000.0
209,48298,2021,32,Bundesliga,Borussia Mönchengladbach,18,midfield,False,27,26,5,0,0,1.42,4,0,5,0,10,0,0,6,13,1635,409,2500000.0
211,243188,2021,23,Bundesliga,Borussia Mönchengladbach,18,midfield,False,30,13,5,0,0,1.31,0,0,1,0,0,0,0,11,3,238,0,3000000.0
212,278332,2021,24,Bundesliga,Borussia Mönchengladbach,18,midfield,False,34,29,5,0,0,1.31,4,0,4,0,2,0,0,5,11,2126,532,20000000.0
214,334526,2021,24,Bundesliga,Borussia Mönchengladbach,18,midfield,False,16,16,5,0,0,1.13,2,0,1,0,4,0,0,1,0,1394,697,27000000.0
215,334526,2021,24,Bundesliga,Borussia Mönchengladbach,18,midfield,False,16,16,5,0,0,1.13,2,0,1,0,4,0,0,1,0,1394,697,27000000.0
216,368860,2021,21,Bundesliga,Borussia Mönchengladbach,18,midfield,False,9,1,5,0,0,3.0,0,0,0,0,0,0,0,1,0,4,0,400000.0
220,126422,2017,26,Serie A,SSC Napoli,6195,midfield,False,38,38,19,0,0,2.39,4,0,4,0,2,0,0,6,13,2863,716,33000000.0
221,181136,2017,23,Serie A,SSC Napoli,6195,midfield,False,38,36,19,0,0,2.36,4,0,1,0,2,0,0,22,8,1661,415,32000000.0
225,126414,2018,24,Serie A,AC Milan,5,midfield,False,36,36,14,0,0,1.81,3,0,6,0,3,0,0,2,15,2898,966,20000000.0
226,182618,2018,23,Serie A,AC Milan,5,midfield,True,37,31,14,0,0,1.61,1,0,1,0,5,1,0,5,4,2299,2299,35000000.0
227,294808,2018,21,Serie A,AC Milan,5,midfield,False,35,34,14,0,0,1.88,7,0,3,3,8,0,0,0,3,3022,432,33000000.0
230,73491,2019,29,Premier League,Aston Villa,405,midfield,True,7,4,7,0,0,1.0,0,0,0,0,1,0,0,0,4,263,0,4800000.0
231,73491,2019,29,Premier League,Aston Villa,405,midfield,True,7,4,7,0,0,1.0,0,0,0,0,1,0,0,0,4,263,0,4800000.0
232,193116,2019,24,Premier League,Aston Villa,405,midfield,False,28,28,7,0,0,0.89,3,0,3,0,3,0,0,1,6,2317,772,16000000.0
233,324882,2019,25,Premier League,Aston Villa,405,midfield,False,34,29,7,0,0,0.93,0,0,0,0,5,0,0,10,9,1835,0,8000000.0
235,41414,2020,33,Serie A,SS Lazio,398,midfield,False,32,32,12,0,0,1.78,0,0,0,0,10,0,0,2,28,2157,0,3500000.0
237,170481,2020,27,Serie A,SS Lazio,398,midfield,True,36,32,12,0,0,2.0,0,0,1,0,9,0,0,26,5,1032,0,3500000.0
240,266302,2020,25,Serie A,SS Lazio,398,midfield,False,33,32,12,0,0,1.81,8,0,10,0,4,0,0,0,10,2755,344,70000000.0
242,287700,2020,24,Serie A,SS Lazio,398,midfield,True,27,21,12,0,0,1.71,0,0,1,0,5,0,0,9,9,1138,0,5500000.0
245,41414,2021,34,Serie A,SS Lazio,398,midfield,False,37,35,9,0,0,1.77,0,0,1,0,9,0,0,16,14,1695,0,1000000.0
246,128220,2021,28,Serie A,SS Lazio,398,midfield,False,35,34,9,0,0,1.74,5,0,11,0,5,0,0,7,16,2361,472,28000000.0
250,266795,2021,28,Serie A,SS Lazio,398,midfield,False,16,1,9,0,0,3.0,0,0,0,0,0,0,0,1,0,8,0,2500000.0
251,266795,2021,28,Serie A,SS Lazio,398,midfield,False,16,1,9,0,0,3.0,0,0,0,0,0,0,0,1,0,8,0,2500000.0
252,334835,2021,24,Serie A,SS Lazio,398,midfield,False,36,29,9,0,0,1.69,0,0,2,0,3,0,0,20,7,969,0,8000000.0
253,601577,2021,21,Serie A,SS Lazio,398,midfield,False,16,4,9,0,0,1.75,0,0,0,0,1,0,0,4,0,61,0,1700000.0
254,613539,2021,18,Serie A,SS Lazio,398,midfield,False,3,0,9,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,100000.0
255,44162,2018,28,Serie A,Juventus FC,506,midfield,False,34,31,16,0,0,2.42,2,0,6,0,5,1,0,4,11,2288,1144,70000000.0
257,119296,2018,24,Serie A,Juventus FC,506,midfield,True,30,29,16,0,0,2.41,4,1,1,1,7,0,0,9,4,1806,452,40000000.0
258,298635,2018,20,Serie A,Juventus FC,506,midfield,False,5,1,16,0,0,0.0,0,0,0,0,0,0,0,0,1,61,0,400000.0
261,430280,2018,18,Serie A,Juventus FC,506,midfield,False,12,3,16,0,0,1.0,0,0,0,0,0,0,0,3,0,54,0,500000.0
267,182913,2019,24,Serie A,Juventus FC,506,midfield,True,34,28,12,0,0,2.25,1,0,1,0,5,1,0,7,8,1915,1915,25500000.0
268,354362,2019,22,Serie A,Juventus FC,506,midfield,False,34,30,12,0,0,2.07,0,0,8,0,9,0,0,5,8,2199,0,40000000.0
271,91970,2020,32,Serie A,Juventus FC,506,midfield,False,30,30,6,0,0,2.07,2,0,11,1,9,0,1,4,8,2180,1090,16000000.0
273,332697,2020,21,Serie A,Juventus FC,506,midfield,True,36,34,6,0,0,2.18,5,0,2,0,5,0,0,16,12,1700,340,25000000.0
274,354362,2020,23,Serie A,Juventus FC,506,midfield,False,34,33,6,0,0,1.97,0,0,4,0,6,1,0,6,8,2326,0,35000000.0
276,394304,2020,20,Serie A,Juventus FC,506,midfield,False,16,2,6,0,0,2.0,0,0,0,0,1,0,0,1,1,70,0,1000000.0
277,430280,2020,20,Serie A,Juventus FC,506,midfield,False,1,0,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1500000.0
278,430280,2020,20,Serie A,Juventus FC,506,midfield,False,1,0,6,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1500000.0
282,91970,2021,33,Serie A,Juventus FC,506,midfield,False,35,33,13,0,0,1.85,4,0,5,0,9,0,0,5,10,2492,623,8000000.0
283,182913,2021,26,Serie A,Juventus FC,506,midfield,False,34,32,13,0,0,1.81,0,0,2,0,5,0,0,4,11,2291,0,17000000.0
285,332697,2021,22,Serie A,Juventus FC,506,midfield,False,23,21,13,0,0,1.67,3,0,0,0,1,0,0,6,6,1369,456,25000000.0
286,334526,2021,24,Serie A,Juventus FC,506,midfield,False,10,9,13,0,0,1.89,1,0,1,0,1,0,0,3,2,596,596,27000000.0
287,334526,2021,24,Serie A,Juventus FC,506,midfield,False,10,9,13,0,0,1.89,1,0,1,0,1,0,0,3,2,596,596,27000000.0
288,354362,2021,24,Serie A,Juventus FC,506,midfield,False,22,19,13,0,0,2.05,0,0,2,0,1,0,0,6,8,1155,0,28000000.0
291,477556,2021,19,Serie A,Juventus FC,506,midfield,False,1,0,13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,700000.0
292,489611,2021,20,Serie A,Juventus FC,506,midfield,False,2,0,13,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1800000.0
293,571607,2021,17,Serie A,Juventus FC,506,midfield,False,13,6,13,0,0,1.67,0,0,0,0,0,0,0,2,3,322,0,5000000.0
294,617170,2021,19,Serie A,Juventus FC,506,midfield,True,1,1,13,0,0,1.0,0,0,0,0,0,0,0,1,0,12,0,700000.0
298,141660,2021,28,Premier League,Manchester United,985,midfield,False,32,16,8,0,0,1.44,2,0,0,0,1,0,0,14,2,355,178,18000000.0
302,288255,2021,24,Premier League,Manchester United,985,midfield,False,22,8,8,0,0,1.75,1,0,0,0,0,0,0,8,0,68,68,25000000.0
303,288255,2021,24,Premier League,Manchester United,985,midfield,False,22,8,8,0,0,1.75,1,0,0,0,0,0,0,8,0,68,68,25000000.0
305,607224,2021,18,Premier League,Manchester United,985,midfield,False,7,2,8,0,0,0.0,0,0,0,0,2,0,0,1,1,68,0,6000000.0
306,686837,2021,18,Premier League,Manchester United,985,midfield,False,1,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,600000.0
308,82863,2019,28,Bundesliga,TSG 1899 Hoffenheim,533,midfield,False,15,7,8,0,0,1.71,0,0,0,0,0,0,0,3,4,340,0,2400000.0
311,270393,2019,23,Bundesliga,TSG 1899 Hoffenheim,533,midfield,False,32,31,8,0,0,1.55,4,0,9,0,4,0,0,2,6,2611,653,10500000.0
312,315604,2019,23,Bundesliga,TSG 1899 Hoffenheim,533,midfield,False,26,21,8,0,0,1.52,0,0,1,0,4,0,0,5,6,1309,0,12000000.0
315,57051,2020,30,Bundesliga,TSG 1899 Hoffenheim,533,midfield,False,26,25,6,0,0,1.2,1,0,3,0,4,0,0,4,9,1680,1680,3000000.0
317,215864,2020,25,Bundesliga,TSG 1899 Hoffenheim,533,midfield,True,25,23,6,0,0,1.09,0,0,2,0,5,0,0,16,5,810,0,3500000.0
318,251309,2020,22,Bundesliga,TSG 1899 Hoffenheim,533,midfield,False,9,9,6,0,0,1.33,1,0,1,0,4,0,1,0,5,663,663,10000000.0
320,315604,2020,24,Bundesliga,TSG 1899 Hoffenheim,533,midfield,False,32,31,6,0,0,1.26,0,0,2,0,3,0,0,0,13,2575,0,14000000.0
322,392775,2020,20,Bundesliga,TSG 1899 Hoffenheim,533,midfield,True,24,23,6,0,0,1.26,2,0,3,0,4,0,0,6,4,1572,786,18000000.0
323,476915,2020,18,Bundesliga,TSG 1899 Hoffenheim,533,midfield,False,31,9,6,0,0,1.67,0,0,1,0,1,0,0,7,1,272,0,2500000.0
324,57051,2021,31,Bundesliga,TSG 1899 Hoffenheim,533,midfield,False,25,21,8,0,0,1.14,3,0,1,0,5,0,0,14,4,764,255,1500000.0
329,315604,2021,25,Bundesliga,TSG 1899 Hoffenheim,533,midfield,False,30,24,8,0,0,1.63,2,0,1,0,7,0,0,3,16,1667,834,16000000.0
330,324278,2021,21,Bundesliga,TSG 1899 Hoffenheim,533,midfield,False,29,29,8,0,0,1.34,7,0,1,0,5,0,0,6,14,1895,271,22000000.0
332,452065,2021,19,Bundesliga,TSG 1899 Hoffenheim,533,midfield,False,1,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,125000.0
335,822959,2021,16,Bundesliga,TSG 1899 Hoffenheim,533,midfield,False,7,1,8,0,0,0.0,0,0,0,0,0,0,0,1,0,13,0,1000000.0
338,131978,2017,23,Premier League,Chelsea FC,631,midfield,True,8,2,16,0,0,0.0,0,0,0,0,0,0,0,0,2,131,0,25000000.0
339,182618,2017,22,Premier League,Chelsea FC,631,midfield,True,34,29,16,0,0,2.03,2,0,2,0,3,1,0,5,3,2123,1062,40000000.0
341,8806,2018,31,Ligue 1,AS Monaco,162,midfield,True,13,13,0,0,0,1.38,1,0,0,0,2,0,0,1,4,968,968,15000000.0
342,8806,2018,31,Ligue 1,AS Monaco,162,midfield,True,13,13,0,0,0,1.38,1,0,0,0,2,0,0,1,4,968,968,15000000.0
343,56810,2018,29,Ligue 1,AS Monaco,162,midfield,True,15,15,0,0,0,1.4,0,0,0,0,6,0,0,2,1,1183,0,13000000.0
344,99189,2018,26,Ligue 1,AS Monaco,162,midfield,False,14,8,0,0,0,0.88,0,0,1,0,0,1,0,4,2,448,0,4500000.0
349,463618,2018,17,Ligue 1,AS Monaco,162,midfield,False,5,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,500000.0
350,555076,2018,19,Ligue 1,AS Monaco,162,midfield,False,2,1,0,0,0,0.0,0,0,0,0,1,0,0,0,0,90,0,500000.0
351,8806,2018,31,Premier League,Chelsea FC,631,midfield,False,15,6,16,0,0,1.33,0,0,0,0,1,0,0,5,0,175,0,15000000.0
352,8806,2018,31,Premier League,Chelsea FC,631,midfield,False,15,6,16,0,0,1.33,0,0,0,0,1,0,0,5,0,175,0,15000000.0
354,73491,2018,28,Premier League,Chelsea FC,631,midfield,False,1,0,16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,8000000.0
356,131978,2018,24,Premier League,Chelsea FC,631,midfield,False,36,27,16,0,0,2.0,3,0,5,0,1,0,0,14,10,1241,414,30000000.0
358,225083,2018,27,Premier League,Chelsea FC,631,midfield,False,37,36,16,0,0,1.89,4,0,4,0,3,0,0,0,4,3095,774,100000000.0
359,8806,2019,32,Ligue 1,AS Monaco,162,midfield,False,23,18,7,0,0,1.56,0,0,3,0,1,0,1,6,9,934,0,6500000.0
