,player_id,season,Age,Competition,Club,club_id,position_group,New_season,Squad,Appearances,club_clean_sheet,player_clean_sheet,Goals conceded,PPG,Goals,Own goals,Assists,Penalty goals,Yellow cards,Second yellow cards,Red cards,Substitutions on,Substitutions off,Minutes played,Minutes per goal,market_value
361,182618,2019,24,Ligue 1,AS Monaco,162,midfield,True,20,20,7,0,0,1.45,1,0,2,0,4,0,1,0,2,1722,1722,25500000.0
363,413112,2019,19,Ligue 1,AS Monaco,162,midfield,False,6,3,7,0,0,1.33,0,0,0,0,3,0,0,3,0,62,0,15500000.0
364,569598,2019,20,Ligue 1,AS Monaco,162,midfield,False,7,7,7,0,0,1.57,0,0,2,0,1,0,0,0,2,612,0,11000000.0
366,178313,2020,26,Ligue 1,AS Monaco,162,midfield,False,3,2,15,0,0,2.0,0,0,0,0,0,0,0,2,0,34,0,4000000.0
368,357162,2020,20,Ligue 1,AS Monaco,162,midfield,False,15,9,15,0,0,1.89,0,0,0,0,1,0,0,7,2,235,0,10000000.0
370,535834,2020,18,Ligue 1,AS Monaco,162,midfield,False,29,10,15,0,0,2.2,1,0,1,0,0,0,1,7,2,310,310,6000000.0
371,569366,2020,17,Ligue 1,AS Monaco,162,midfield,False,16,2,15,0,0,0.0,0,0,0,0,0,0,0,2,0,39,0,1000000.0
373,8806,2021,34,Ligue 1,AS Monaco,162,midfield,False,5,2,11,0,0,0.0,0,0,0,0,0,0,0,2,0,36,0,2500000.0
374,263918,2021,25,Ligue 1,AS Monaco,162,midfield,False,28,27,11,0,0,1.93,3,0,4,0,4,0,1,10,14,1506,502,25000000.0
375,413112,2021,21,Ligue 1,AS Monaco,162,midfield,False,35,35,11,0,0,1.89,3,0,2,0,9,1,0,2,3,2931,977,60000000.0
376,504084,2021,19,Ligue 1,AS Monaco,162,midfield,False,1,1,11,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,250000.0
379,578872,2021,23,Ligue 1,AS Monaco,162,midfield,True,38,28,11,0,0,1.75,1,0,1,0,1,1,0,10,13,1448,1448,8000000.0
383,82873,2017,26,Premier League,Brighton & Hove Albion,1237,midfield,False,38,38,10,0,0,1.05,7,0,8,1,2,0,0,3,24,2949,421,10000000.0
386,99343,2018,28,Premier League,Manchester United,985,midfield,False,25,22,7,0,0,2.05,2,0,3,0,4,0,0,6,7,1404,702,25000000.0
387,122153,2018,25,Premier League,Manchester United,985,midfield,False,37,35,7,0,0,1.8,13,0,9,7,6,0,0,1,6,3011,232,100000000.0
388,141660,2018,25,Premier League,Manchester United,985,midfield,False,29,27,7,0,0,1.78,4,0,3,1,3,0,0,8,13,1668,417,40000000.0
390,203394,2018,22,Premier League,Manchester United,985,midfield,False,23,15,7,0,0,1.47,1,0,1,0,5,0,0,9,5,594,594,10000000.0
391,315969,2018,21,Premier League,Manchester United,985,midfield,False,23,16,7,0,0,1.75,2,0,0,0,1,0,0,7,1,860,430,12000000.0
394,44068,2019,31,Premier League,Manchester United,985,midfield,False,38,19,13,0,0,1.26,0,0,2,0,1,0,0,11,6,752,0,9500000.0
395,74683,2019,30,Premier League,Manchester United,985,midfield,False,27,21,13,0,0,1.95,0,0,2,0,2,0,0,3,5,1583,0,16000000.0
396,122153,2019,26,Premier League,Manchester United,985,midfield,False,16,16,13,0,0,1.88,1,0,4,0,1,0,0,3,3,1204,1204,80000000.0
397,141660,2019,26,Premier League,Manchester United,985,midfield,False,26,22,13,0,0,1.55,1,0,0,0,3,0,0,13,9,931,931,17500000.0
404,44068,2020,32,Premier League,Manchester United,985,midfield,False,26,9,14,0,0,2.44,1,0,2,1,0,0,0,3,5,511,511,4000000.0
406,122153,2020,27,Premier League,Manchester United,985,midfield,False,29,26,14,0,0,1.81,3,0,5,0,3,0,0,5,4,1896,632,60000000.0
407,141660,2020,27,Premier League,Manchester United,985,midfield,False,4,0,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,22000000.0
408,191614,2020,27,Premier League,Manchester United,985,midfield,False,35,30,14,0,0,1.97,1,0,0,0,5,0,0,3,9,2395,2395,22000000.0
409,240306,2020,25,Premier League,Manchester United,985,midfield,False,37,37,14,0,0,1.92,18,0,11,9,6,0,0,2,12,3108,173,90000000.0
411,315969,2020,23,Premier League,Manchester United,985,midfield,False,36,32,14,0,0,1.94,4,0,1,0,3,0,0,8,4,2125,531,35000000.0
413,50362,2021,31,Premier League,Everton FC,29,midfield,False,16,11,8,0,0,1.18,0,0,0,0,2,0,0,3,6,665,0,1800000.0
414,126422,2021,30,Premier League,Everton FC,29,midfield,False,33,28,8,0,0,1.14,0,0,2,0,7,0,1,3,7,2187,0,15000000.0
417,207929,2021,25,Premier League,Everton FC,29,midfield,False,18,11,8,0,0,0.91,0,0,0,0,3,0,0,10,1,329,0,16000000.0
418,221025,2021,27,Premier League,Everton FC,29,midfield,False,21,14,8,0,0,1.14,0,0,1,0,3,0,0,7,5,617,0,18000000.0
420,288255,2021,24,Premier League,Everton FC,29,midfield,False,9,7,8,0,0,0.43,1,0,0,0,1,0,0,2,2,483,483,25000000.0
421,288255,2021,24,Premier League,Everton FC,29,midfield,False,9,7,8,0,0,0.43,1,0,0,0,1,0,0,2,2,483,483,25000000.0
426,25488,2019,32,Serie A,Inter Milan,46,midfield,False,36,32,14,0,0,2.22,5,0,8,0,5,0,0,8,15,2002,400,5500000.0
428,143812,2019,27,Serie A,Inter Milan,46,midfield,False,23,20,14,0,0,2.1,2,0,1,0,4,0,0,6,4,1280,640,18500000.0
432,255942,2019,22,Serie A,Inter Milan,46,midfield,False,28,27,14,0,0,2.3,1,0,5,0,11,0,0,4,6,2013,2013,36000000.0
433,569384,2019,17,Serie A,Inter Milan,46,midfield,False,24,3,14,0,0,1.67,0,0,0,0,1,0,0,3,0,65,0,3200000.0
434,37666,2020,33,Serie A,Inter Milan,46,midfield,True,26,23,16,0,0,2.3,1,0,2,0,3,0,0,9,12,1139,1139,3500000.0
437,143812,2020,28,Serie A,Inter Milan,46,midfield,False,17,8,16,0,0,2.63,1,0,1,0,0,0,0,5,1,279,279,8000000.0
438,156617,2020,27,Serie A,Inter Milan,46,midfield,False,34,33,16,0,0,2.3,2,0,6,0,7,1,0,4,8,2584,1292,40000000.0
439,197471,2020,26,Serie A,Inter Milan,46,midfield,False,36,28,16,0,0,2.54,3,0,2,0,2,0,0,14,10,1229,410,15000000.0
441,255942,2020,23,Serie A,Inter Milan,46,midfield,False,37,36,16,0,0,2.36,3,0,9,0,5,0,0,4,9,2901,967,65000000.0
443,174094,2021,26,Premier League,Aston Villa,405,midfield,True,27,10,11,0,0,1.3,0,0,0,0,0,0,0,7,3,352,0,10000000.0
444,193116,2021,26,Premier League,Aston Villa,405,midfield,False,35,35,11,0,0,1.23,3,0,4,0,8,0,0,0,3,3093,1031,32000000.0
445,324882,2021,27,Premier League,Aston Villa,405,midfield,False,24,16,11,0,0,0.94,0,0,0,0,5,0,0,6,5,903,0,7000000.0
449,646658,2021,18,Premier League,Aston Villa,405,midfield,False,3,0,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1000000.0
451,696589,2021,18,Premier League,Aston Villa,405,midfield,False,22,3,11,0,0,2.33,0,0,0,0,1,0,0,2,1,91,0,2500000.0
457,314210,2017,19,Premier League,Everton FC,29,midfield,False,35,33,10,0,0,1.42,2,0,1,0,7,0,0,13,12,1896,948,15000000.0
458,26267,2019,34,Premier League,Manchester City,281,midfield,False,36,30,18,0,0,2.07,0,1,1,0,7,1,1,4,3,2398,0,8000000.0
459,35518,2019,33,Premier League,Manchester City,281,midfield,False,33,27,18,0,0,2.22,6,0,10,0,0,0,0,5,12,1833,306,12000000.0
461,88755,2019,28,Premier League,Manchester City,281,midfield,False,36,35,18,0,0,2.23,13,0,20,2,3,0,0,3,12,2800,215,120000000.0
468,88755,2020,29,Premier League,Manchester City,281,midfield,False,29,25,19,0,0,2.24,6,0,12,2,1,0,0,2,6,2001,334,100000000.0
470,357565,2020,24,Premier League,Manchester City,281,midfield,False,38,34,19,0,0,2.26,2,0,2,1,6,0,0,3,3,2747,1374,70000000.0
471,395239,2020,19,Premier League,Manchester City,281,midfield,False,1,0,19,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,450000.0
474,568177,2020,18,Premier League,Manchester City,281,midfield,False,6,0,19,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,500000.0
477,88755,2021,30,Premier League,Manchester City,281,midfield,False,33,30,21,0,0,2.3,15,0,8,0,2,0,0,5,9,2206,147,85000000.0
481,568177,2021,19,Premier League,Manchester City,281,midfield,False,24,4,21,0,0,3.0,0,0,0,0,0,0,0,3,1,121,0,6000000.0
482,583199,2021,18,Premier League,Manchester City,281,midfield,False,13,2,21,0,0,3.0,0,0,0,0,0,0,0,2,0,18,0,3000000.0
483,628451,2021,17,Premier League,Manchester City,281,midfield,False,9,0,21,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,2000000.0
485,130360,2018,25,Serie A,SSC Napoli,6195,midfield,True,30,22,16,0,0,2.09,3,0,3,1,0,0,0,13,9,699,233,23000000.0
486,181136,2018,24,Serie A,SSC Napoli,6195,midfield,False,37,36,16,0,0,2.08,6,0,2,0,6,0,0,3,10,2881,480,40000000.0
489,355501,2018,20,Serie A,SSC Napoli,6195,midfield,False,27,13,16,0,0,2.46,0,0,0,0,4,0,0,5,5,661,0,15000000.0
493,283628,2019,24,Premier League,West Ham United,379,midfield,False,13,13,8,0,0,1.0,3,1,0,0,0,0,0,1,2,1041,347,12000000.0
495,357885,2019,23,Premier League,West Ham United,379,midfield,False,37,36,8,0,0,1.08,2,0,5,0,3,0,0,12,17,2177,1089,16000000.0
498,135853,2020,27,Premier League,West Ham United,379,midfield,False,32,17,11,0,0,1.47,1,0,1,0,1,0,0,12,4,560,560,10000000.0
499,141660,2020,27,Premier League,West Ham United,379,midfield,False,16,16,11,0,0,1.88,9,0,5,1,3,0,0,0,5,1425,158,22000000.0
501,357662,2020,21,Premier League,West Ham United,379,midfield,False,32,32,11,0,0,1.75,2,0,1,1,2,0,0,0,1,2880,1440,65000000.0
503,419025,2020,20,Premier League,West Ham United,379,midfield,False,7,0,11,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
505,102558,2017,24,Ligue 1,Paris Saint-Germain,583,midfield,False,23,22,18,0,0,2.55,0,0,3,0,8,1,0,2,7,1722,0,70000000.0
510,166237,2018,24,Ligue 1,Paris Saint-Germain,583,midfield,True,16,16,11,0,0,1.81,0,0,2,0,1,0,0,2,3,1250,0,35000000.0
512,348795,2018,22,Ligue 1,Paris Saint-Germain,583,midfield,False,3,1,11,0,0,3.0,0,0,0,0,0,0,0,1,0,10,0,50000000.0
515,157507,2017,23,Ligue 1,OGC Nice,417,midfield,False,30,26,7,0,0,1.54,0,0,1,0,3,0,0,7,8,1684,0,4000000.0
517,322305,2017,19,Ligue 1,OGC Nice,417,midfield,False,20,5,7,0,0,0.8,0,0,0,0,1,0,0,3,1,244,0,2500000.0
518,377393,2017,24,Ligue 1,OGC Nice,417,midfield,False,34,34,7,0,0,1.41,5,1,6,1,6,0,1,1,8,2897,579,8000000.0
519,157507,2018,24,Ligue 1,OGC Nice,417,midfield,False,37,37,16,0,0,1.43,0,0,3,0,7,0,0,3,11,2950,0,8000000.0
521,273438,2018,22,Ligue 1,OGC Nice,417,midfield,False,27,22,16,0,0,1.55,0,0,0,0,1,0,1,4,7,1550,0,8000000.0
522,322305,2018,20,Ligue 1,OGC Nice,417,midfield,False,32,25,16,0,0,1.28,1,0,0,0,3,0,0,14,9,1023,1023,4000000.0
524,157507,2019,25,Ligue 1,OGC Nice,417,midfield,False,13,8,4,0,0,1.25,1,0,0,0,2,0,0,2,2,519,519,4800000.0
525,182889,2019,24,Ligue 1,OGC Nice,417,midfield,False,20,20,4,0,0,1.45,7,0,3,5,1,1,0,0,1,1774,253,14500000.0
526,273438,2019,23,Ligue 1,OGC Nice,417,midfield,False,23,16,4,0,0,1.38,0,0,0,0,4,0,0,4,1,1119,0,6500000.0
529,463618,2019,18,Ligue 1,OGC Nice,417,midfield,True,20,14,4,0,0,1.64,0,0,0,0,1,0,0,7,5,588,0,3600000.0
532,56818,2020,30,Ligue 1,OGC Nice,417,midfield,True,30,28,9,0,0,1.39,0,0,0,0,7,1,0,4,2,2196,0,7000000.0
533,273438,2020,24,Ligue 1,OGC Nice,417,midfield,False,5,4,9,0,0,1.0,0,0,0,0,2,0,0,1,1,250,0,6500000.0
534,326300,2020,22,Ligue 1,OGC Nice,417,midfield,False,14,14,9,0,0,0.93,1,0,3,0,1,0,0,2,4,1059,1059,22000000.0
538,482769,2020,19,Ligue 1,OGC Nice,417,midfield,False,31,5,9,0,0,1.2,0,0,0,0,0,0,0,4,1,105,0,2000000.0
540,56818,2021,31,Ligue 1,OGC Nice,417,midfield,False,28,20,14,0,0,1.65,0,0,1,0,1,0,1,15,0,635,0,3500000.0
543,370791,2021,24,Ligue 1,OGC Nice,417,midfield,False,36,36,14,0,0,1.83,0,0,2,0,7,0,0,5,12,2736,0,10000000.0
546,482769,2021,20,Ligue 1,OGC Nice,417,midfield,False,1,0,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1500000.0
548,904712,2021,18,Ligue 1,OGC Nice,417,midfield,False,10,0,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,300000.0
549,82070,2019,27,Serie A,SSC Napoli,6195,midfield,False,18,15,8,0,0,1.73,1,0,0,0,6,0,0,5,7,904,904,13500000.0
553,192735,2019,24,Serie A,SSC Napoli,6195,midfield,False,19,14,8,0,0,2.21,0,0,0,0,0,0,0,5,6,752,0,16000000.0
554,192735,2019,24,Serie A,SSC Napoli,6195,midfield,False,19,14,8,0,0,2.21,0,0,0,0,0,0,0,5,6,752,0,16000000.0
555,350219,2019,23,Serie A,SSC Napoli,6195,midfield,False,37,33,8,0,0,1.76,3,0,6,0,2,0,0,3,8,2689,896,48000000.0
556,358008,2019,19,Serie A,SSC Napoli,6195,midfield,False,19,0,8,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,725000.0
557,400489,2019,19,Serie A,SSC Napoli,6195,midfield,False,37,26,8,0,0,2.04,1,0,1,0,7,0,0,14,8,1128,1128,15500000.0
559,258027,2020,22,Ligue 1,LOSC Lille,1082,midfield,True,25,23,21,0,0,2.13,1,0,3,0,4,0,0,9,10,1271,1271,30000000.0
561,344605,2020,21,Ligue 1,LOSC Lille,1082,midfield,False,37,32,21,0,0,2.16,0,0,1,0,3,0,0,11,7,1914,0,28000000.0
562,386726,2020,23,Ligue 1,LOSC Lille,1082,midfield,False,33,32,21,0,0,2.19,7,0,4,0,1,0,0,22,10,1074,153,20000000.0
564,644032,2020,20,Ligue 1,LOSC Lille,1082,midfield,False,14,0,21,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,800000.0
565,37666,2021,34,Serie A,Inter Milan,46,midfield,False,30,28,15,0,0,2.29,1,0,1,0,3,0,0,26,2,717,717,2000000.0
566,42460,2021,32,Serie A,Inter Milan,46,midfield,False,37,35,15,0,0,2.14,8,0,7,1,4,0,0,0,19,2839,355,10000000.0
567,126414,2021,27,Serie A,Inter Milan,46,midfield,True,36,34,15,0,0,2.12,7,0,13,3,11,0,0,1,26,2505,358,35000000.0
569,156617,2021,28,Serie A,Inter Milan,46,midfield,False,35,35,15,0,0,2.34,2,0,1,0,7,0,0,0,12,2949,1475,40000000.0
571,216179,2021,25,Serie A,Inter Milan,46,midfield,False,17,9,15,0,0,2.78,0,0,0,0,0,0,0,8,1,160,0,7000000.0
574,321528,2021,25,Serie A,Inter Milan,46,midfield,False,38,33,15,0,0,2.15,5,0,5,0,3,0,0,12,8,2025,405,25000000.0
575,569384,2021,19,Serie A,Inter Milan,46,midfield,True,1,0,15,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,7000000.0
576,614500,2021,19,Serie A,Inter Milan,46,midfield,False,5,0,15,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,250000.0
578,56810,2018,29,Premier League,Leicester City,1003,midfield,False,4,2,10,0,0,1.5,0,0,0,0,0,0,0,1,1,88,0,13000000.0
579,61560,2018,28,Premier League,Leicester City,1003,midfield,False,29,27,10,0,0,1.37,2,0,3,0,3,0,0,9,10,1625,813,10000000.0
581,111051,2018,26,Premier League,Leicester City,1003,midfield,True,35,31,10,0,0,1.52,0,0,0,0,5,0,0,8,4,2088,0,8000000.0
583,274839,2018,21,Premier League,Leicester City,1003,midfield,False,38,38,10,0,0,1.37,2,0,0,0,8,0,0,1,4,3298,1649,35000000.0
586,61560,2019,29,Premier League,Leicester City,1003,midfield,False,36,20,13,0,0,1.45,0,0,3,0,2,0,0,11,7,863,0,8000000.0
587,111051,2019,27,Premier League,Leicester City,1003,midfield,False,14,7,13,0,0,1.86,0,0,0,0,0,0,0,3,3,291,0,5500000.0
589,249565,2019,22,Premier League,Leicester City,1003,midfield,True,38,37,13,0,0,1.59,3,0,6,0,2,0,0,5,11,2834,945,44000000.0
590,274839,2019,22,Premier League,Leicester City,1003,midfield,False,32,32,13,0,0,1.78,2,0,1,0,6,0,0,3,3,2674,1337,36000000.0
595,129588,2020,26,Premier League,Leicester City,1003,midfield,False,25,15,11,0,0,2.07,1,0,1,0,0,0,0,5,10,722,722,18000000.0
597,274839,2020,23,Premier League,Leicester City,1003,midfield,False,27,26,11,0,0,1.88,1,0,4,0,6,0,0,1,4,2179,2179,60000000.0
598,294057,2020,23,Premier League,Leicester City,1003,midfield,False,31,31,11,0,0,1.87,8,0,7,0,4,0,0,7,13,2105,263,55000000.0
599,341501,2020,22,Premier League,Leicester City,1003,midfield,False,31,10,11,0,0,1.8,0,0,0,0,1,0,0,6,3,313,0,7000000.0
601,142031,2017,24,Bundesliga,Eintracht Frankfurt,24,midfield,False,9,9,7,0,0,1.44,1,0,0,0,4,0,0,1,0,770,770,8000000.0
602,215864,2017,22,Bundesliga,Eintracht Frankfurt,24,midfield,False,33,29,7,0,0,1.69,1,0,5,0,4,0,0,7,13,1816,1816,8000000.0
607,184894,2019,26,Serie A,ACF Fiorentina,430,midfield,True,14,13,11,0,0,1.77,1,0,1,0,2,0,0,3,5,889,889,13500000.0
608,201040,2019,24,Serie A,ACF Fiorentina,430,midfield,False,30,18,11,0,0,1.5,1,0,1,0,1,0,0,8,4,977,977,11000000.0
609,215616,2019,25,Serie A,ACF Fiorentina,430,midfield,True,37,37,11,0,0,1.32,7,0,6,7,9,0,0,5,1,2946,421,12000000.0
610,303116,2019,22,Serie A,ACF Fiorentina,430,midfield,False,34,33,11,0,0,1.36,3,0,2,0,10,0,0,2,13,2684,895,20000000.0
612,587458,2019,20,Serie A,ACF Fiorentina,430,midfield,False,16,3,11,0,0,2.0,0,0,0,0,0,0,0,2,1,63,0,2700000.0
613,16922,2021,34,Bundesliga,Hertha BSC,44,midfield,True,25,18,7,0,0,1.17,0,0,0,0,8,0,0,10,8,693,0,900000.0
616,353948,2021,24,Bundesliga,Hertha BSC,44,midfield,False,31,30,7,0,0,0.9,2,0,0,0,3,0,0,8,4,1957,979,9000000.0
617,361068,2021,21,Bundesliga,Hertha BSC,44,midfield,False,27,21,7,0,0,1.1,3,0,0,0,1,0,0,15,6,710,237,3500000.0
620,605222,2021,18,Bundesliga,Hertha BSC,44,midfield,False,1,0,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,175000.0
621,37666,2017,30,Bundesliga,Bayern Munich,27,midfield,False,22,22,14,0,0,2.55,6,0,2,0,6,0,0,5,8,1457,243,35000000.0
622,57051,2017,27,Bundesliga,Bayern Munich,27,midfield,True,33,25,14,0,0,2.44,1,0,4,0,2,0,0,9,3,1509,1509,15000000.0
623,60444,2017,26,Bundesliga,Bayern Munich,27,midfield,False,20,19,14,0,0,2.47,2,0,2,0,3,0,0,7,3,1242,621,60000000.0
624,161056,2017,22,Bundesliga,Bayern Munich,27,midfield,False,33,29,14,0,0,2.45,1,0,12,0,1,0,0,3,4,2331,2331,55000000.0
628,258027,2017,19,Bundesliga,Bayern Munich,27,midfield,False,1,0,14,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,20000000.0
630,153084,2018,23,Bundesliga,Bayern Munich,27,midfield,True,30,30,13,0,0,2.3,8,1,5,0,3,0,0,7,5,2020,253,50000000.0
633,258027,2018,20,Bundesliga,Bayern Munich,27,midfield,False,30,17,13,0,0,1.94,1,0,1,0,1,1,0,13,2,567,567,18000000.0
634,42460,2019,30,Bundesliga,Bayern Munich,27,midfield,True,25,22,15,0,0,2.59,4,0,6,0,1,0,0,11,7,1202,301,17500000.0
635,60444,2019,28,Bundesliga,Bayern Munich,27,midfield,False,25,24,15,0,0,2.17,3,0,0,0,7,0,0,4,5,1770,590,48000000.0
638,190393,2019,24,Bundesliga,Bayern Munich,27,midfield,False,22,13,15,0,0,2.23,1,0,2,0,0,0,0,6,4,637,637,25500000.0
639,258027,2019,21,Bundesliga,Bayern Munich,27,midfield,False,1,1,15,0,0,1.0,0,0,0,0,0,0,0,1,0,5,0,16000000.0
640,344600,2019,19,Bundesliga,Bayern Munich,27,midfield,True,27,9,15,0,0,3.0,1,0,1,0,1,0,0,6,2,302,302,8000000.0
642,153084,2020,25,Bundesliga,Bayern Munich,27,midfield,False,24,24,9,0,0,2.25,5,0,6,0,2,0,0,6,7,1704,341,70000000.0
643,161056,2020,25,Bundesliga,Bayern Munich,27,midfield,False,27,27,9,0,0,2.33,4,0,10,0,4,0,0,2,5,2196,549,90000000.0
646,344600,2020,20,Bundesliga,Bayern Munich,27,midfield,False,1,1,9,0,0,3.0,0,0,0,0,0,0,0,1,0,17,0,7000000.0
647,344600,2020,20,Bundesliga,Bayern Munich,27,midfield,False,1,1,9,0,0,3.0,0,0,0,0,0,0,0,1,0,17,0,7000000.0
649,580195,2020,17,Bundesliga,Bayern Munich,27,midfield,False,34,26,9,0,0,2.35,6,0,1,0,0,0,0,19,7,869,145,38000000.0
652,106987,2021,27,Bundesliga,Bayern Munich,27,midfield,True,25,25,12,0,0,2.16,1,0,1,0,0,0,0,17,7,896,896,15000000.0
653,153084,2021,26,Bundesliga,Bayern Munich,27,midfield,False,20,19,12,0,0,2.21,3,0,3,0,0,0,0,0,11,1405,468,65000000.0
655,190393,2021,26,Bundesliga,Bayern Munich,27,midfield,False,19,15,12,0,0,2.67,2,0,1,0,0,0,0,7,7,702,351,15000000.0
656,336869,2021,24,Bundesliga,Bayern Munich,27,midfield,False,24,9,12,0,0,2.44,0,0,0,0,0,0,0,5,4,378,0,7000000.0
659,580195,2021,18,Bundesliga,Bayern Munich,27,midfield,False,32,30,12,0,0,2.33,5,0,5,0,2,0,0,18,7,1453,291,65000000.0
662,900909,2021,15,Bundesliga,Bayern Munich,27,midfield,False,9,4,12,0,0,2.25,0,0,0,0,0,0,0,4,0,35,0,2000000.0
664,69633,2017,25,Premier League,Tottenham Hotspur,148,midfield,False,37,37,15,0,0,2.05,10,0,11,0,0,0,0,0,8,3226,323,80000000.0
666,249126,2017,21,Premier League,Tottenham Hotspur,148,midfield,False,21,16,15,0,0,2.06,0,0,1,0,0,0,0,7,4,770,0,15000000.0
668,69633,2018,26,Premier League,Tottenham Hotspur,148,midfield,False,36,35,12,0,0,1.77,8,0,12,0,3,0,0,5,3,2772,347,100000000.0
669,207929,2018,22,Premier League,Tottenham Hotspur,148,midfield,False,25,25,12,0,0,1.72,5,0,3,0,4,0,0,3,12,1832,366,90000000.0
672,46001,2019,29,Premier League,Tottenham Hotspur,148,midfield,False,29,29,6,0,0,1.62,2,0,1,0,8,0,0,1,5,2456,1228,20000000.0
677,392775,2019,19,Premier League,Tottenham Hotspur,148,midfield,True,19,6,6,0,0,1.83,0,0,0,0,0,0,0,2,1,341,0,31500000.0
678,406638,2019,18,Premier League,Tottenham Hotspur,148,midfield,False,24,7,6,0,0,2.14,0,0,0,0,0,0,0,6,1,71,0,7200000.0
679,450936,2019,22,Premier League,Tottenham Hotspur,148,midfield,True,27,21,6,0,0,1.05,2,0,2,0,3,0,0,9,10,1007,504,52000000.0
682,167799,2020,24,Premier League,Tottenham Hotspur,148,midfield,True,38,38,12,0,0,1.63,2,0,4,0,9,0,0,0,0,3420,1710,35000000.0
683,207929,2020,24,Premier League,Tottenham Hotspur,148,midfield,False,23,15,12,0,0,1.33,0,0,1,0,0,0,0,8,6,617,0,30000000.0
687,581683,2020,17,Premier League,Tottenham Hotspur,148,midfield,False,1,0,12,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
689,46001,2021,31,Premier League,Tottenham Hotspur,148,midfield,False,1,0,16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,4500000.0
690,167799,2021,25,Premier League,Tottenham Hotspur,148,midfield,False,37,36,16,0,0,1.94,2,0,2,0,3,0,0,0,3,3199,1600,40000000.0
691,207929,2021,25,Premier League,Tottenham Hotspur,148,midfield,False,19,10,16,0,0,1.4,1,0,0,1,1,0,0,2,3,657,657,16000000.0
693,348795,2021,25,Premier League,Tottenham Hotspur,148,midfield,False,13,9,16,0,0,1.78,0,0,0,0,0,0,0,7,2,233,0,22000000.0
694,354362,2021,24,Premier League,Tottenham Hotspur,148,midfield,False,17,17,16,0,0,1.88,0,0,4,0,5,0,0,1,6,1365,0,28000000.0
695,392775,2021,21,Premier League,Tottenham Hotspur,148,midfield,True,22,15,16,0,0,2.0,0,0,2,0,2,0,0,2,9,1053,0,18000000.0
696,406638,2021,20,Premier League,Tottenham Hotspur,148,midfield,False,19,18,16,0,0,1.78,0,0,0,0,6,0,0,4,2,1348,0,18000000.0
699,581598,2021,19,Premier League,Tottenham Hotspur,148,midfield,False,19,0,16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,600000.0
701,728734,2021,16,Premier League,Tottenham Hotspur,148,midfield,False,3,0,16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,900000.0
702,18900,2018,31,Ligue 1,Stade Rennais FC,273,midfield,True,28,26,9,0,0,1.27,7,0,2,2,1,0,0,3,7,2036,291,6000000.0
705,266359,2018,24,Ligue 1,Stade Rennais FC,273,midfield,False,36,34,9,0,0,1.41,6,0,5,2,5,0,0,6,15,2434,406,12000000.0
709,84301,2021,30,Ligue 1,LOSC Lille,1082,midfield,False,33,33,10,0,0,1.36,2,0,1,0,10,1,0,0,11,2764,1382,12000000.0
710,258027,2021,23,Ligue 1,LOSC Lille,1082,midfield,False,25,25,10,0,0,1.4,2,0,5,0,6,1,0,5,8,1655,828,28000000.0
713,392770,2021,20,Ligue 1,LOSC Lille,1082,midfield,True,37,24,10,0,0,1.63,1,0,1,0,3,0,0,12,12,953,953,7000000.0
715,538972,2021,19,Ligue 1,LOSC Lille,1082,midfield,False,1,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,200000.0
718,656441,2021,21,Ligue 1,LOSC Lille,1082,midfield,False,1,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5000000.0
719,656441,2021,21,Ligue 1,LOSC Lille,1082,midfield,False,1,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,5000000.0
720,707230,2021,17,Ligue 1,LOSC Lille,1082,midfield,False,3,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,250000.0
721,973085,2021,17,Ligue 1,LOSC Lille,1082,midfield,False,3,0,10,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,150000.0
722,18934,2017,30,Ligue 1,Angers SCO,1420,midfield,False,35,35,1,0,0,1.14,2,0,6,1,7,0,0,1,3,3027,1514,3500000.0
725,250013,2017,20,Ligue 1,Angers SCO,1420,midfield,False,29,29,1,0,0,1.03,3,0,5,0,4,0,0,13,13,1527,509,3500000.0
