host_id,host_status,score,match_id,match_date,guest_id,Season,goals_for,goals_against
583,Win,2:1 ,3589530,2022-04-17,244,2021,2,1 
583,Win,2:0 ,3589292,2021-12-12,162,2021,2,0 
583,Win,1:0 ,3589388,2022-02-11,273,2021,1,0 
583,equal,0:0 ,3589262,2021-12-01,417,2021,0,0 
583,Win,4:2 ,3588789,2021-08-14,667,2021,4,2 
583,equal,1:1 ,3589557,2022-04-23,826,2021,1,1 
583,Win,2:1 ,3588917,2021-09-19,1041,2021,2,1 
583,Win,3:1 ,3589206,2021-11-20,995,2021,3,1 
583,Win,2:1 ,3589144,2021-10-29,1082,2021,2,1 
583,Win,2:0 ,3589335,2022-01-15,3911,2021,2,0 
583,Win,4:0 ,3589359,2022-01-23,1421,2021,4,0 
583,Win,2:0 ,3589102,2021-09-25,969,2021,2,0 
583,Win,2:1 ,3589124,2021-10-15,1420,2021,2,1 
583,equal,2:2 ,3589579,2022-05-08,1095,2021,2,2 
583,Win,5:1 ,3589477,2022-04-03,1158,2021,5,1 
583,Win,4:0 ,3588848,2021-09-11,3524,2021,4,0 
583,Win,3:1 ,3589425,2022-02-26,618,2021,3,1 
583,Win,5:0 ,3589606,2022-05-21,347,2021,5,0 
583,Win,3:0 ,3589446,2022-03-13,40,2021,3,0 
244,equal,0:0 ,3589130,2021-10-24,583,2021,0,0 
244,Lost,0:1 ,3589432,2022-03-06,162,2021,0,1 
244,Win,2:0 ,3588915,2021-09-19,273,2021,2,0 
244,Win,2:1 ,3589460,2022-03-20,417,2021,2,1 
244,Win,4:0 ,3589604,2022-05-21,667,2021,4,0 
244,Lost,2:3 ,3589101,2021-09-26,826,2021,2,3 
244,Lost,0:3 ,3589565,2022-05-01,1041,2021,0,3 
244,Win,3:2 ,3589539,2022-04-20,995,2021,3,2 
244,equal,1:1 ,3589332,2022-01-16,1082,2021,1,1 
244,Lost,1:2 ,3589276,2021-12-04,3911,2021,1,2 
244,equal,1:1 ,3589306,2021-12-22,1421,2021,1,1 
244,Win,2:0 ,3589503,2022-04-10,969,2021,2,0 
244,Win,5:2 ,3589362,2022-02-04,1420,2021,5,2 
244,Win,1:0 ,3589226,2021-11-28,1095,2021,1,0 
244,Win,4:1 ,3589121,2021-10-17,1158,2021,4,1 
244,Lost,0:2 ,3589402,2022-02-20,3524,2021,0,2 
244,Win,3:1 ,3588834,2021-08-28,618,2021,3,1 
244,equal,0:0 ,3589170,2021-11-07,347,2021,0,0 
244,equal,2:2 ,3588787,2021-08-15,40,2021,2,2 
162,Win,3:0 ,3589461,2022-03-20,583,2021,3,0 
162,Lost,0:2 ,3588845,2021-09-11,244,2021,0,2 
162,Win,2:1 ,3589307,2021-12-22,273,2021,2,1 
162,Win,1:0 ,3589540,2022-04-20,417,2021,1,0 
162,equal,1:1 ,3589227,2021-11-28,667,2021,1,1 
162,Lost,0:2 ,3588818,2021-08-21,826,2021,0,2 
162,Win,2:0 ,3589363,2022-02-05,1041,2021,2,0 
162,equal,1:1 ,3588767,2021-08-06,995,2021,1,1 
162,equal,2:2 ,3589205,2021-11-19,1082,2021,2,2 
162,Win,4:2 ,3589584,2022-05-14,3911,2021,4,2 
162,Lost,1:2 ,3589423,2022-02-27,1421,2021,1,2 
162,Win,3:1 ,3589131,2021-10-24,969,2021,3,1 
162,Win,2:0 ,3589566,2022-05-01,1420,2021,2,0 
162,Win,2:1 ,3589504,2022-04-10,1095,2021,2,1 
162,equal,0:0 ,3589385,2022-02-13,1158,2021,0,0 
162,Win,4:0 ,3589333,2022-01-16,3524,2021,4,0 
162,Win,3:1 ,3588934,2021-09-22,618,2021,3,1 
162,Win,4:0 ,3589277,2021-12-05,347,2021,4,0 
162,Win,3:0 ,3589111,2021-10-03,40,2021,3,0 
273,Win,2:0 ,3589115,2021-10-03,583,2021,2,0 
273,Win,2:0 ,3589587,2022-05-14,244,2021,2,0 
273,Lost,2:3 ,3589531,2022-04-15,162,2021,2,3 
273,Lost,1:2 ,3589294,2021-12-12,417,2021,1,2 
273,Win,1:0 ,3589135,2021-10-24,667,2021,1,0 
273,equal,1:1 ,3588770,2021-08-08,826,2021,1,1 
273,Win,4:1 ,3589174,2021-11-07,1041,2021,4,1 
273,Win,1:0 ,3588821,2021-08-22,995,2021,1,0 
273,Lost,1:2 ,3589263,2021-12-01,1082,2021,1,2 
273,Win,2:0 ,3589366,2022-02-06,3911,2021,2,0 
273,Lost,0:2 ,3588849,2021-09-12,1421,2021,0,2 
273,Win,2:0 ,3589207,2021-11-20,969,2021,2,0 
273,Win,2:0 ,3589436,2022-03-06,1420,2021,2,0 
273,Win,4:1 ,3589406,2022-02-20,1095,2021,4,1 
273,Win,5:0 ,3589559,2022-04-24,1158,2021,5,0 
273,Win,6:0 ,3588937,2021-09-22,3524,2021,6,0 
273,Win,2:0 ,3589568,2022-04-30,618,2021,2,0 
273,Win,6:1 ,3589464,2022-03-20,347,2021,6,1 
273,Win,6:0 ,3589337,2022-01-16,40,2021,6,0 
417,Win,1:0 ,3589434,2022-03-05,583,2021,1,0 
417,equal,1:1 ,3588820,2021-10-27,244,2021,1,1 
417,equal,2:2 ,3588916,2021-09-19,162,2021,2,2 
417,equal,1:1 ,3589476,2022-04-02,273,2021,1,1 
417,Lost,0:3 ,3589279,2021-12-05,667,2021,0,3 
417,Win,2:1 ,3589309,2021-12-22,826,2021,2,1 
417,Win,3:2 ,3589133,2021-10-24,1041,2021,3,2 
417,Win,2:1 ,3589334,2022-01-14,995,2021,2,1 
417,Lost,1:3 ,3589586,2022-05-14,1082,2021,1,3 
417,Win,2:1 ,3589114,2021-10-02,3911,2021,2,1 
417,equal,0:0 ,3588769,2021-08-08,1421,2021,0,0 
417,Lost,0:1 ,3589172,2021-11-07,969,2021,0,1 
417,Win,1:0 ,3589404,2022-02-20,1420,2021,1,0 
417,Win,1:0 ,3589556,2022-04-24,1095,2021,1,0 
417,Win,2:1 ,3589529,2022-04-17,1158,2021,2,1 
417,Lost,0:1 ,3589364,2022-02-06,3524,2021,0,1 
417,Win,4:2 ,3589578,2022-05-11,618,2021,4,2 
417,Lost,0:1 ,3589229,2021-11-27,347,2021,0,1 
417,Win,4:0 ,3588836,2021-08-28,40,2021,4,0 
667,equal,3:3 ,3589569,2022-04-29,583,2021,3,3 
667,Lost,0:2 ,3589295,2021-12-12,244,2021,0,2 
667,Win,1:0 ,3589447,2022-03-13,162,2021,1,0 
667,Win,2:1 ,3589542,2022-04-20,273,2021,2,1 
667,equal,0:0 ,3589426,2022-02-26,417,2021,0,0 
667,Win,1:0 ,3589479,2022-04-03,826,2021,1,0 
667,equal,1:1 ,3589506,2022-04-10,1041,2021,1,1 
667,Win,1:0 ,3589368,2022-02-06,995,2021,1,0 
667,Lost,1:2 ,3589105,2021-09-25,1082,2021,1,2 
667,Win,3:1 ,3588838,2021-08-29,3911,2021,3,1 
667,equal,1:1 ,3589208,2021-11-21,1421,2021,1,1 
667,Win,3:1 ,3589339,2022-01-16,969,2021,3,1 
667,Lost,0:2 ,3588772,2021-08-08,1420,2021,0,2 
667,equal,1:1 ,3588823,2021-08-22,1095,2021,1,1 
667,Win,4:0 ,3589145,2021-10-31,1158,2021,4,0 
667,Win,1:0 ,3589589,2022-05-14,3524,2021,1,0 
667,Win,5:1 ,3589125,2021-10-17,618,2021,5,1 
667,Win,3:0 ,3588920,2021-09-17,347,2021,3,0 
667,Win,5:2 ,3589264,2021-12-01,40,2021,5,2 
826,equal,1:1 ,3589273,2021-12-04,583,2021,1,1 
826,Lost,0:2 ,3589354,2022-01-22,244,2021,0,2 
826,equal,2:2 ,3589601,2022-05-21,162,2021,2,2 
826,Win,1:0 ,3589325,2022-01-08,273,2021,1,0 
826,Win,3:0 ,3589501,2022-04-10,417,2021,3,0 
826,Lost,0:1 ,3588929,2021-09-22,667,2021,0,1 
826,equal,1:1 ,3589399,2022-02-19,1041,2021,1,1 
826,equal,2:2 ,3589563,2022-04-30,995,2021,2,2 
826,Win,1:0 ,3588914,2021-09-18,1082,2021,1,0 
826,Lost,0:1 ,3589429,2022-03-05,3911,2021,0,1 
826,Win,2:0 ,3589108,2021-10-01,1421,2021,2,0 
826,Win,2:0 ,3589537,2022-04-20,969,2021,2,0 
826,equal,2:2 ,3589223,2021-11-26,1420,2021,2,2 
826,Win,4:0 ,3589167,2021-11-05,1095,2021,4,0 
826,equal,2:2 ,3588832,2021-08-29,1158,2021,2,2 
826,Win,3:1 ,3589458,2022-03-19,3524,2021,3,1 
826,equal,2:2 ,3588784,2021-08-15,618,2021,2,2 
826,Win,4:1 ,3589127,2021-10-24,347,2021,4,1 
826,Win,3:2 ,3589382,2022-02-13,40,2021,3,2 
1041,equal,1:1 ,3589327,2022-01-09,583,2021,1,1 
1041,Win,2:1 ,3589203,2022-02-01,244,2021,2,1 
1041,Win,2:0 ,3589120,2021-10-16,162,2021,2,0 
1041,Lost,2:4 ,3589443,2022-03-13,273,2021,2,4 
1041,Win,2:0 ,3589383,2022-02-12,417,2021,2,0 
1041,Win,3:1 ,3588843,2021-09-12,667,2021,3,1 
1041,Win,2:1 ,3589141,2021-10-30,826,2021,2,1 
1041,Win,3:2 ,3589582,2022-05-14,995,2021,3,2 
1041,Lost,0:1 ,3589421,2022-02-27,1082,2021,0,1 
1041,equal,1:1 ,3588765,2021-08-07,3911,2021,1,1 
1041,Lost,1:2 ,3589259,2021-12-01,1421,2021,1,2 
1041,Win,5:2 ,3589553,2022-04-23,969,2021,5,2 
1041,Win,3:2 ,3589473,2022-04-03,1420,2021,3,2 
1041,Win,3:1 ,3588932,2021-09-22,1095,2021,3,1 
1041,equal,1:1 ,3589100,2021-09-25,1158,2021,1,1 
1041,equal,3:3 ,3588816,2021-08-22,3524,2021,3,3 
1041,Win,1:0 ,3589355,2022-01-21,618,2021,1,0 
1041,equal,1:1 ,3589305,2021-12-22,347,2021,1,1 
1041,Win,6:1 ,3589525,2022-04-17,40,2021,6,1 
995,Win,3:1 ,3589403,2022-02-19,583,2021,3,1 
995,Lost,0:1 ,3589261,2021-12-01,244,2021,0,1 
995,equal,0:0 ,3589330,2022-01-09,162,2021,0,0 
995,Win,2:1 ,3589577,2022-05-11,273,2021,2,1 
995,Lost,0:2 ,3588847,2021-09-12,417,2021,0,2 
995,equal,2:2 ,3589171,2021-11-07,667,2021,2,2 
995,Win,3:2 ,3589291,2021-12-10,826,2021,3,2 
995,Lost,0:1 ,3588835,2021-08-27,1041,2021,0,1 
995,Lost,0:1 ,3589462,2022-03-19,1082,2021,0,1 
995,Win,3:1 ,3588936,2021-09-22,3911,2021,3,1 
995,Win,1:0 ,3589387,2022-02-13,1421,2021,1,0 
995,Win,2:0 ,3589433,2022-03-06,969,2021,2,0 
995,equal,1:1 ,3589528,2022-04-17,1420,2021,1,1 
995,Win,2:0 ,3589113,2021-10-03,1095,2021,2,0 
995,Win,4:2 ,3589358,2022-01-23,1158,2021,4,2 
995,Win,2:1 ,3589132,2021-10-23,3524,2021,2,1 
995,equal,1:1 ,3589605,2022-05-21,618,2021,1,1 
995,Win,2:0 ,3588788,2021-08-15,347,2021,2,0 
995,Win,5:3 ,3589555,2022-04-24,40,2021,5,3 
1082,Lost,1:5 ,3589360,2022-02-06,583,2021,1,5 
1082,Win,2:0 ,3589109,2021-10-03,244,2021,2,0 
1082,Lost,1:2 ,3589574,2022-05-06,162,2021,1,2 
1082,equal,2:2 ,3589602,2022-05-21,273,2021,2,2 
1082,Lost,0:4 ,3588785,2021-08-14,417,2021,0,4 
1082,Win,1:0 ,3589552,2022-04-24,667,2021,1,0 
1082,Lost,1:2 ,3589524,2022-04-16,826,2021,1,2 
1082,equal,0:0 ,3589289,2021-12-12,1041,2021,0,0 
1082,equal,1:1 ,3589224,2021-11-27,995,2021,1,1 
1082,equal,1:1 ,3589128,2021-10-23,3911,2021,1,1 
1082,Win,2:1 ,3588930,2021-09-22,1421,2021,2,1 
1082,Win,2:1 ,3588833,2021-08-29,969,2021,2,1 
1082,equal,1:1 ,3589168,2021-11-06,1420,2021,1,1 
1082,Win,2:1 ,3589274,2021-12-04,1095,2021,2,1 
1082,Win,3:1 ,3589326,2022-01-19,1158,2021,3,1 
1082,Win,4:0 ,3589430,2022-03-06,3524,2021,4,0 
1082,equal,0:0 ,3589442,2022-03-11,618,2021,0,0 
1082,equal,0:0 ,3589400,2022-02-18,347,2021,0,0 
1082,equal,0:0 ,3589472,2022-04-02,40,2021,0,0 
3911,Lost,2:4 ,3588815,2021-08-20,583,2021,2,4 
3911,Lost,1:4 ,3589440,2022-03-13,244,2021,1,4 
3911,Win,2:0 ,3589139,2021-10-31,162,2021,2,0 
3911,equal,1:1 ,3588782,2021-08-15,273,2021,1,1 
3911,Lost,0:3 ,3589323,2022-01-09,417,2021,0,3 
3911,Lost,0:1 ,3589572,2022-05-07,667,2021,0,1 
3911,Win,4:0 ,3589201,2021-11-21,826,2021,4,0 
3911,Win,2:1 ,3589536,2022-04-20,1041,2021,2,1 
3911,equal,1:1 ,3589499,2022-04-10,995,2021,1,1 
3911,Win,2:0 ,3589352,2022-01-22,1082,2021,2,0 
3911,equal,1:1 ,3589118,2021-10-17,1421,2021,1,1 
3911,Lost,0:4 ,3589288,2021-12-11,969,2021,0,4 
3911,equal,1:1 ,3588841,2021-09-12,1420,2021,1,1 
3911,Win,5:1 ,3589380,2022-02-13,1095,2021,5,1 
3911,Lost,0:1 ,3589419,2022-02-27,1158,2021,0,1 
3911,Win,2:0 ,3589562,2022-05-01,3524,2021,2,0 
3911,Win,1:0 ,3589257,2021-12-01,618,2021,1,0 
3911,Lost,1:2 ,3589098,2021-09-26,347,2021,1,2 
3911,Lost,2:4 ,3589599,2022-05-21,40,2021,2,4 
1421,Lost,0:2 ,3588837,2021-08-29,583,2021,0,2 
1421,Lost,0:1 ,3589558,2022-04-24,244,2021,0,1 
1421,equal,0:0 ,3589173,2021-11-07,162,2021,0,0 
1421,Lost,2:3 ,3589505,2022-04-09,273,2021,2,3 
1421,Lost,2:3 ,3589607,2022-05-21,417,2021,2,3 
1421,equal,1:1 ,3589435,2022-03-06,667,2021,1,1 
1421,Lost,1:2 ,3589580,2022-05-08,826,2021,1,2 
1421,equal,0:0 ,3589463,2022-03-20,1041,2021,0,0 
1421,Win,3:1 ,3589103,2021-09-26,995,2021,3,1 
1421,Win,2:1 ,3589541,2022-04-20,1082,2021,2,1 
1421,equal,1:1 ,3589405,2022-02-20,3911,2021,1,1 
1421,equal,3:3 ,3588790,2021-08-15,969,2021,3,3 
1421,Lost,1:2 ,3589280,2021-12-05,1420,2021,1,2 
1421,Lost,1:2 ,3589134,2021-10-24,1095,2021,1,2 
1421,equal,0:0 ,3588918,2021-09-19,1158,2021,0,0 
1421,Win,1:0 ,3589230,2021-11-28,3524,2021,1,0 
1421,Win,2:0 ,3589293,2021-12-11,618,2021,2,0 
1421,Lost,0:1 ,3589336,2022-01-16,347,2021,0,1 
1421,Win,5:0 ,3589365,2022-02-06,40,2021,5,0 
969,Lost,0:4 ,3589585,2022-05-14,583,2021,0,4 
969,Lost,2:3 ,3588768,2021-08-08,244,2021,2,3 
969,Win,3:2 ,3589357,2022-01-23,162,2021,3,2 
969,Lost,2:4 ,3589424,2022-02-25,273,2021,2,4 
969,equal,0:0 ,3589445,2022-03-12,417,2021,0,0 
969,equal,1:1 ,3589112,2021-10-02,667,2021,1,1 
969,Win,1:0 ,3589123,2021-10-17,826,2021,1,0 
969,Lost,0:1 ,3589228,2021-11-28,1041,2021,0,1 
969,Win,2:0 ,3589143,2021-10-31,995,2021,2,0 
969,Lost,0:1 ,3589386,2022-02-12,1082,2021,0,1 
969,Lost,1:2 ,3589475,2022-04-03,3911,2021,1,2 
969,equal,0:0 ,3589527,2022-04-17,1421,2021,0,0 
969,Win,4:1 ,3589308,2021-12-22,1420,2021,4,1 
969,Lost,0:1 ,3589329,2022-01-19,1095,2021,0,1 
969,Win,3:1 ,3588819,2021-08-22,1158,2021,3,1 
969,Win,1:0 ,3589278,2021-12-05,3524,2021,1,0 
969,Win,2:0 ,3588846,2021-09-12,618,2021,2,0 
969,equal,2:2 ,3589567,2022-05-01,347,2021,2,2 
969,equal,3:3 ,3588935,2021-09-22,40,2021,3,3 
1420,Lost,0:3 ,3589534,2022-04-20,583,2021,0,3 
1420,equal,0:0 ,3588928,2021-09-22,244,2021,0,0 
1420,Lost,1:3 ,3589256,2021-12-01,162,2021,1,3 
1420,Win,2:0 ,3588830,2021-08-29,273,2021,2,0 
1420,Lost,1:2 ,3589137,2021-10-31,417,2021,1,2 
1420,Lost,0:1 ,3589379,2022-02-13,667,2021,0,1 
1420,Lost,1:2 ,3589418,2022-02-27,826,2021,1,2 
1420,Win,3:0 ,3588781,2021-08-15,1041,2021,3,0 
1420,Lost,1:4 ,3588912,2021-09-19,995,2021,1,4 
1420,equal,1:1 ,3589497,2022-04-10,1082,2021,1,1 
1420,Win,1:0 ,3589456,2022-03-20,3911,2021,1,0 
1420,Lost,0:1 ,3589439,2022-03-13,1421,2021,0,1 
1420,Win,2:0 ,3589598,2022-05-21,969,2021,2,0 
1420,Win,2:1 ,3589350,2022-01-23,1095,2021,2,1 
1420,Win,1:0 ,3589200,2021-11-21,1158,2021,1,0 
1420,Lost,0:1 ,3589287,2021-12-12,3524,2021,0,1 
1420,Lost,0:1 ,3589321,2022-01-26,618,2021,0,1 
1420,Win,3:2 ,3589107,2021-10-03,347,2021,3,2 
1420,Win,4:1 ,3589571,2022-05-08,40,2021,4,1 
1095,Lost,1:2 ,3588773,2021-08-07,583,2021,1,2 
1095,equal,1:1 ,3589427,2022-02-27,244,2021,1,1 
1095,Lost,1:2 ,3588839,2021-08-29,162,2021,1,2 
1095,equal,2:2 ,3589146,2021-10-31,273,2021,2,2 
1095,Win,1:0 ,3589126,2021-10-17,417,2021,1,0 
1095,equal,1:1 ,3589533,2022-04-17,667,2021,1,1 
1095,Lost,1:3 ,3589590,2022-05-14,826,2021,1,3 
1095,Lost,0:1 ,3589340,2022-01-16,1041,2021,0,1 
1095,Win,1:0 ,3589448,2022-03-12,995,2021,1,0 
1095,Win,3:0 ,3589570,2022-05-01,1082,2021,3,0 
1095,equal,1:1 ,3589311,2021-12-22,3911,2021,1,1 
1095,Win,1:0 ,3589480,2022-04-03,1421,2021,1,0 
1095,equal,1:1 ,3588921,2021-09-19,969,2021,1,1 
1095,equal,1:1 ,3589106,2021-09-26,1420,2021,1,1 
1095,Win,2:0 ,3589265,2021-12-01,1158,2021,2,0 
1095,Lost,0:1 ,3589543,2022-04-20,3524,2021,0,1 
1095,Lost,0:1 ,3589209,2021-11-21,618,2021,0,1 
1095,equal,0:0 ,3589369,2022-02-06,347,2021,0,0 
1095,Lost,1:2 ,3589296,2021-12-12,40,2021,1,2 
1158,equal,1:1 ,3589304,2021-12-22,583,2021,1,1 
1158,Lost,0:3 ,3589575,2022-05-08,244,2021,0,3 
1158,Win,1:0 ,3588786,2021-08-13,162,2021,1,0 
1158,Lost,0:2 ,3589225,2021-11-28,273,2021,0,2 
1158,Win,1:0 ,3588931,2021-09-22,417,2021,1,0 
1158,equal,0:0 ,3589459,2022-03-20,667,2021,0,0 
1158,Win,2:0 ,3589361,2022-02-06,826,2021,2,0 
1158,Lost,1:4 ,3589431,2022-03-04,1041,2021,1,4 
1158,Lost,0:1 ,3589275,2021-12-05,995,2021,0,1 
1158,Win,2:1 ,3588842,2021-09-10,1082,2021,2,1 
1158,Lost,1:2 ,3589169,2021-11-07,3911,2021,1,2 
1158,Lost,1:2 ,3589564,2022-05-01,1421,2021,1,2 
1158,Lost,0:1 ,3589401,2022-02-20,969,2021,0,1 
1158,equal,0:0 ,3589331,2022-01-16,1420,2021,0,0 
1158,equal,1:1 ,3589603,2022-05-21,1095,2021,1,1 
1158,equal,1:1 ,3589110,2021-10-03,3524,2021,1,1 
1158,Win,6:2 ,3589502,2022-04-08,618,2021,6,2 
1158,Win,1:0 ,3589538,2022-04-20,347,2021,1,0 
1158,equal,1:1 ,3589129,2021-10-24,40,2021,1,1 
3524,Lost,1:6 ,3589500,2022-04-09,583,2021,1,6 
3524,Lost,0:1 ,3589140,2021-10-31,244,2021,0,1 
3524,Lost,1:3 ,3589099,2021-09-26,162,2021,1,3 
3524,Win,2:1 ,3589353,2022-01-23,273,2021,2,1 
3524,Lost,1:2 ,3589202,2021-11-21,417,2021,1,2 
3524,Lost,0:2 ,3589303,2022-01-19,667,2021,0,2 
3524,equal,2:2 ,3589258,2021-12-01,826,2021,2,2 
3524,Lost,1:2 ,3589600,2022-05-21,1041,2021,1,2 
3524,Lost,2:3 ,3589471,2022-04-03,995,2021,2,3 
3524,Win,1:0 ,3589119,2021-10-16,1082,2021,1,0 
3524,equal,1:1 ,3588913,2021-09-19,3911,2021,1,1 
3524,equal,0:0 ,3589324,2022-01-09,1421,2021,0,0 
3524,Win,2:1 ,3589573,2022-05-08,969,2021,2,1 
3524,equal,2:2 ,3589551,2022-04-24,1420,2021,2,2 
3524,Win,2:0 ,3588783,2021-08-15,1095,2021,2,0 
3524,Lost,0:2 ,3589441,2022-03-13,1158,2021,0,2 
3524,Lost,1:2 ,3589381,2022-02-13,618,2021,1,2 
3524,equal,2:2 ,3588831,2021-08-29,347,2021,2,2 
3524,equal,1:1 ,3589420,2022-02-27,40,2021,1,1 
618,Lost,1:3 ,3589231,2021-11-28,583,2021,1,3 
618,Lost,2:4 ,3589478,2022-04-03,244,2021,2,4 
618,Lost,1:4 ,3589560,2022-04-23,162,2021,1,4 
618,Lost,0:5 ,3589281,2021-12-05,273,2021,0,5 
618,Lost,0:3 ,3589104,2021-09-25,417,2021,0,3 
618,equal,2:2 ,3589407,2022-02-20,667,2021,2,2 
618,Lost,1:2 ,3589338,2022-01-15,826,2021,1,2 
618,equal,1:1 ,3589116,2021-10-03,1041,2021,1,1 
618,Lost,0:1 ,3589310,2021-12-22,995,2021,0,1 
618,equal,1:1 ,3588822,2021-08-21,1082,2021,1,1 
618,Win,2:1 ,3589532,2022-04-16,3911,2021,2,1 
618,Lost,1:2 ,3589588,2022-05-14,1421,2021,1,2 
618,Win,3:1 ,3589367,2022-02-05,969,2021,3,1 
618,equal,2:2 ,3589136,2021-10-22,1420,2021,2,2 
618,equal,1:1 ,3589465,2022-03-18,1095,2021,1,1 
618,equal,1:1 ,3588771,2021-08-08,1158,2021,1,1 
618,Win,3:2 ,3589175,2021-11-07,3524,2021,3,2 
618,Win,1:0 ,3589437,2022-03-06,347,2021,1,0 
618,Lost,1:2 ,3588919,2021-09-18,40,2021,1,2 
347,Lost,1:2 ,3588933,2021-09-22,583,2021,1,2 
347,Lost,1:2 ,3589384,2022-02-13,244,2021,1,2 
347,Lost,1:2 ,3589474,2022-04-03,162,2021,1,2 
347,Lost,0:3 ,3589122,2021-10-17,273,2021,0,3 
347,Lost,0:2 ,3589356,2022-01-23,417,2021,0,2 
347,Lost,0:2 ,3589328,2022-01-09,667,2021,0,2 
347,equal,0:0 ,3589444,2022-03-13,826,2021,0,0 
347,Win,3:2 ,3589576,2022-05-08,1041,2021,3,2 
347,equal,0:0 ,3589422,2022-02-27,995,2021,0,0 
347,equal,3:3 ,3588766,2021-08-08,1082,2021,3,3 
347,Lost,0:1 ,3589554,2022-04-24,3911,2021,0,1 
347,equal,1:1 ,3588817,2021-08-22,1421,2021,1,1 
347,Lost,1:3 ,3589260,2021-12-01,969,2021,1,3 
347,Win,1:0 ,3589583,2022-05-14,1420,2021,1,0 
347,Lost,0:2 ,3588844,2021-09-12,1095,2021,0,2 
347,Win,4:1 ,3589290,2021-12-12,1158,2021,4,1 
347,equal,1:1 ,3589526,2022-04-17,3524,2021,1,1 
347,equal,1:1 ,3589142,2021-10-30,618,2021,1,1 
347,equal,3:3 ,3589204,2021-11-21,40,2021,3,3 
40,Lost,2:3 ,3589166,2021-11-06,583,2021,2,3 
40,Lost,0:1 ,3589322,2022-01-07,244,2021,0,1 
40,equal,1:1 ,3589398,2022-02-20,162,2021,1,1 
40,equal,1:1 ,3589097,2021-09-26,273,2021,1,1 
40,Lost,0:1 ,3589561,2022-05-01,417,2021,0,1 
40,Win,4:3 ,3589351,2022-01-23,667,2021,4,3 
40,Lost,2:3 ,3588840,2021-09-12,826,2021,2,3 
40,equal,2:2 ,3589272,2021-12-05,1041,2021,2,2 
40,equal,1:1 ,3589117,2021-10-17,995,2021,1,1 
40,Lost,2:3 ,3589302,2021-12-22,1082,2021,2,3 
40,Lost,1:2 ,3589222,2021-11-28,3911,2021,1,2 
40,Win,3:2 ,3589138,2021-10-31,1421,2021,3,2 
40,Lost,0:2 ,3589457,2022-03-20,969,2021,0,2 
40,equal,1:1 ,3588814,2021-08-22,1420,2021,1,1 
40,Lost,0:2 ,3589428,2022-03-06,1095,2021,0,2 
40,equal,0:0 ,3589581,2022-05-14,1158,2021,0,0 
40,Lost,0:2 ,3588764,2021-08-08,3524,2021,0,2 
40,equal,2:2 ,3589535,2022-04-20,618,2021,2,2 
40,Win,3:1 ,3589498,2022-04-10,347,2021,3,1 
5,equal,1:1 ,3615120,2021-11-07,46,2021,1,1 
5,Lost,0:1 ,3614713,2021-12-19,6195,2021,0,1 
5,equal,0:0 ,3614754,2022-01-23,506,2021,0,0 
5,Win,2:0 ,3614545,2021-09-12,398,2021,2,0 
5,Win,3:1 ,3614523,2022-01-06,12,2021,3,1 
5,Win,1:0 ,3614882,2022-05-01,430,2021,1,0 
5,Win,2:0 ,3614903,2022-05-15,800,2021,2,0 
5,Win,3:2 ,3614598,2021-10-16,276,2021,3,2 
5,Win,1:0 ,3614620,2021-10-26,416,2021,1,0 
5,Lost,1:3 ,3614670,2021-11-28,6574,2021,1,3 
5,equal,1:1 ,3614793,2022-02-25,410,2021,1,1 
5,equal,0:0 ,3614833,2022-04-04,1025,2021,0,0 
5,Win,1:0 ,3614812,2022-03-12,749,2021,1,0 
5,Win,1:0 ,3614774,2022-02-13,1038,2021,1,0 
5,Lost,1:2 ,3614742,2022-01-17,3522,2021,1,2 
5,Win,2:0 ,3614692,2021-12-04,380,2021,2,0 
5,Win,4:1 ,3614537,2021-08-29,1390,2021,4,1 
5,Win,2:0 ,3614863,2022-04-15,252,2021,2,0 
5,Win,2:0 ,3614565,2021-09-22,607,2021,2,0 
46,Lost,1:2 ,3614761,2022-02-05,5,2021,1,2 
46,Win,3:2 ,3614662,2021-11-21,6195,2021,3,2 
46,equal,1:1 ,3614610,2021-10-24,506,2021,1,1 
46,Win,2:1 ,3614732,2022-01-09,398,2021,2,1 
46,Win,3:1 ,3614872,2022-04-23,12,2021,3,1 
46,equal,1:1 ,3614822,2022-03-19,430,2021,1,1 
46,equal,2:2 ,3614575,2021-09-25,800,2021,2,2 
46,Win,2:0 ,3614842,2022-04-09,276,2021,2,0 
46,Win,1:0 ,3614723,2021-12-22,416,2021,1,0 
46,Lost,0:2 ,3614781,2022-02-20,6574,2021,0,2 
46,Win,2:0 ,3614632,2021-10-31,410,2021,2,0 
46,Win,6:1 ,3614554,2021-09-18,1025,2021,6,1 
46,Win,4:2 ,3614891,2022-05-06,749,2021,4,2 
46,Win,3:0 ,3614911,2022-05-22,1038,2021,3,0 
46,Win,2:0 ,3614682,2021-12-01,3522,2021,2,0 
46,Win,5:0 ,3614802,2022-03-04,380,2021,5,0 
46,Win,4:0 ,3614701,2021-12-12,1390,2021,4,0 
46,Win,4:0 ,3614509,2021-08-21,252,2021,4,0 
46,Win,2:1 ,3614752,2022-01-22,607,2021,2,1 
6195,Lost,0:1 ,3614804,2022-03-06,5,2021,0,1 
6195,equal,1:1 ,3614775,2022-02-12,46,2021,1,1 
6195,Win,2:1 ,3614546,2021-09-11,506,2021,2,1 
6195,Win,4:0 ,3614671,2021-11-28,398,2021,4,0 
